country,region,protesterviolence,demand_labor-wage-dispute,demand_land-farm-issue,demand_police-brutality,demand_political-behavior/process,demand_price-increases/tax-policy,demand_removal-of-politician,demand_social-restrictions,participants_log,duration_days_log,protestnumber_log,system,yrsoffc,finittrm,yrcurnt,termlimit,reelect,multpl,military,defmin,execnat,totalseats,oppmajh,legelec,exelec,liec,eiec,gq,gqi,auton,numvote,oppvote,maj,herfgov,frac,govfrac,tensys_strict,checks,stabs_strict,tenlong_strict,tenshort_strict,xconst,target,reg_type,armed_forces_personnel_percent_of_labor_force,aged_15_64_labour_force_participation_rate_percent,exports_percent_of_gdp,investments_percent_of_gdp,hdi_human_development_index,gdppercapita_us_inflation_adjusted,total_gni_ppp_current_international,military_expenditure_percent_of_gdp,target_2y,target_6m
Central African Republic,Africa,1,0,0,0,1,0,0,0,4.605170186,0,1.098612289,Presidential,9,1,3,1,1,1,0,0,0,107,0,0,0,7,7,0,0,0,0,0,0.570093453,0.614619732,0.763428032,0.391803265,9,3,0,9,9,5,1,0,0.23084,73.39,15.9627,9.62495,0.328,477.09757,2733617164,1.10913,0,0
Central African Republic,Africa,0,0,0,0,1,0,0,0,3.912023005,0,1.386294361,Presidential,9,1,3,1,1,1,0,0,0,107,0,0,0,7,7,0,0,0,0,0,0.570093453,0.614619732,0.763428032,0.391803265,9,3,0,9,9,5,1,0,0.23084,73.39,15.9627,9.62495,0.328,477.09757,2733617164,1.10913,0,0
Central African Republic,Africa,0,0,0,0,1,0,0,0,3.912023005,0,1.609437912,Presidential,9,1,3,1,1,1,0,0,0,107,0,0,0,7,7,0,0,0,0,0,0.570093453,0.614619732,0.763428032,0.391803265,9,3,0,9,9,5,1,0,0.23084,73.39,15.9627,9.62495,0.328,477.09757,2733617164,1.10913,0,0
Central African Republic,Africa,1,1,0,0,0,0,0,0,3.912023005,0,0,Presidential,10,1,2,1,1,1,0,0,0,107,0,0,0,7,7,0,0,0,0,0,0.570093453,0.614619732,0.763428032,0.391803265,10,3,0,10,10,5,1,0,0.2294,73.42,18.236,6.40479,0.328,442.15281,2651938234,1.3531,0,0
Central African Republic,Africa,1,0,0,0,1,0,0,0,4.605170186,0,0,Presidential,9,1,4,1,1,1,1,1,0,91,0,0,0,7,7,0,0,0,0.742799988,0,0.610000014,1,0.618989885,0,7,3,0,9,7,2,1,0,0.46245,73.67,11.55013,10.83398,0.381,575.50189,4910903588,1.97013,0,0
Central African Republic,Africa,0,0,0,0,1,0,0,0,3.912023005,0,0,Presidential,10,1,3,1,1,1,1,1,0,91,0,0,0,7,7,0,0,0,0.742799988,0,0.610000014,1,0.618989885,0,8,3,0,10,8,-2,0,0,0.46278,73.94,14.97295,7.51532,0.363,365.11613,3314143518,3.15582,0,0
Central African Republic,Africa,1,0,0,1,1,0,0,0,8.517193191,0,0.693147181,Presidential,10,1,3,1,1,1,1,1,0,91,0,0,0,7,7,0,0,0,0.742799988,0,0.610000014,1,0.618989885,0,8,3,0,10,8,-2,0,0,0.46278,73.94,14.97295,7.51532,0.363,365.11613,3314143518,3.15582,1,0
Central African Republic,Africa,0,0,0,1,1,0,0,0,3.912023005,0,1.098612289,Presidential,10,1,3,1,1,1,1,1,0,91,0,0,0,7,7,0,0,0,0.742799988,0,0.610000014,1,0.618989885,0,8,3,0,10,8,-2,0,0,0.46278,73.94,14.97295,7.51532,0.363,365.11613,3314143518,3.15582,1,0
Central African Republic,Africa,0,0,0,1,1,0,0,0,4.605170186,0,1.386294361,Presidential,10,1,3,1,1,1,1,1,0,91,0,0,0,7,7,0,0,0,0.742799988,0,0.610000014,1,0.618989885,0,8,3,0,10,8,-2,0,0,0.46278,73.94,14.97295,7.51532,0.363,365.11613,3314143518,3.15582,1,1
Central African Republic,Africa,0,0,0,1,0,0,0,1,6.907755279,0,1.609437912,Presidential,10,1,3,1,1,1,1,1,0,91,0,0,0,7,7,0,0,0,0.742799988,0,0.610000014,1,0.618989885,0,8,3,0,10,8,-2,0,0,0.46278,73.94,14.97295,7.51532,0.363,365.11613,3314143518,3.15582,1,1
Central African Republic,Africa,0,0,0,1,0,0,1,0,4.605170186,0,1.791759469,Presidential,10,1,3,1,1,1,1,1,0,91,0,0,0,7,7,0,0,0,0.742799988,0,0.610000014,1,0.618989885,0,8,3,0,10,8,-2,0,0,0.46278,73.94,14.97295,7.51532,0.363,365.11613,3314143518,3.15582,1,1
Central African Republic,Africa,0,0,0,0,0,0,1,0,4.605170186,0,1.945910149,Presidential,10,1,3,1,1,1,1,1,0,91,0,0,0,7,7,0,0,0,0.742799988,0,0.610000014,1,0.618989885,0,8,3,0,10,8,-2,0,0,0.46278,73.94,14.97295,7.51532,0.363,365.11613,3314143518,3.15582,1,1
Central African Republic,Africa,0,0,0,0,0,0,1,0,6.907755279,0,2.079441542,Presidential,10,1,3,1,1,1,1,1,0,91,0,0,0,7,7,0,0,0,0.742799988,0,0.610000014,1,0.618989885,0,8,3,0,10,8,-2,0,0,0.46278,73.94,14.97295,7.51532,0.363,365.11613,3314143518,3.15582,1,0
Chad,Africa,1,1,0,0,0,0,0,0,3.912023005,0,0,Presidential,15,1,1,3,0,1,1,0,0,151,0,0,0,7,7,0,0,0,0,0,0.728476822,1,0.461545259,0,9,3,0,15,7,3,0,0,1.02296,72.04,47.97727,20.70431,0.327,676.16211,13201164728,0.83198,0,0
Chad,Africa,1,1,0,0,0,0,0,0,3.912023005,0,0.693147181,Presidential,15,1,1,3,0,1,1,0,0,151,0,0,0,7,7,0,0,0,0,0,0.728476822,1,0.461545259,0,9,3,0,15,7,3,0,0,1.02296,72.04,47.97727,20.70431,0.327,676.16211,13201164728,0.83198,0,0
Chad,Africa,0,0,0,0,1,0,0,0,3.912023005,0,0,Presidential,22,1,4,1,1,1,1,1,0,188,0,0,0,6,6,0,0,0,0,0,0.717391312,1,0.479419112,0,16,1,0,22,1,3,0,0,0.83953,71.49,38.46805,31.10026,0.388,737.61261,21591587636,0,0,0
Chad,Africa,1,0,0,0,1,0,0,0,3.912023005,0,0,Presidential,25,1,1,1,1,1,1,1,0,188,0,0,0,6,6,0,0,0,0,0,0.717391312,1,0.479419112,0,19,1,0,25,4,3,0,0,0.88021,71.07,30.00176,28.45916,0.398,776.01975,24904346468,2.01882,0,0
Chad,Africa,1,0,0,0,1,0,0,0,4.605170186,0,0,Presidential,26,1,0,1,1,1,1,1,0,188,0,0,1,6,6,0,0,0,0,0,0.717391312,1,0.479419112,0,20,1,0,26,5,3,0,0,0.85712,71.06,26.29504,24.3918,0.393,704.96007,23791406630,3.06848,0,0
Chad,Africa,1,0,0,0,1,0,0,0,3.912023005,0,0.693147181,Presidential,26,1,0,1,1,1,1,1,0,188,0,0,1,6,6,0,0,0,0,0,0.717391312,1,0.479419112,0,20,1,0,26,5,3,0,0,0.85712,71.06,26.29504,24.3918,0.393,704.96007,23791406630,3.06848,0,0
Chad,Africa,0,1,0,0,1,0,0,0,4.605170186,0,1.098612289,Presidential,26,1,0,1,1,1,1,1,0,188,0,0,1,6,6,0,0,0,0,0,0.717391312,1,0.479419112,0,20,1,0,26,5,3,0,0,0.85712,71.06,26.29504,24.3918,0.393,704.96007,23791406630,3.06848,0,0
Chad,Africa,0,0,0,0,1,0,0,0,4.605170186,0,1.386294361,Presidential,26,1,0,1,1,1,1,1,0,188,0,0,1,6,6,0,0,0,0,0,0.717391312,1,0.479419112,0,20,1,0,26,5,3,0,0,0.85712,71.06,26.29504,24.3918,0.393,704.96007,23791406630,3.06848,0,0
Chad,Africa,1,0,0,0,1,0,0,0,3.912023005,0,1.609437912,Presidential,26,1,0,1,1,1,1,1,0,188,0,0,1,6,6,0,0,0,0,0,0.717391312,1,0.479419112,0,20,1,0,26,5,3,0,0,0.85712,71.06,26.29504,24.3918,0.393,704.96007,23791406630,3.06848,0,0
Chad,Africa,0,0,0,0,1,0,0,0,3.912023005,0,1.791759469,Presidential,26,1,0,1,1,1,1,1,0,188,0,0,1,6,6,0,0,0,0,0,0.717391312,1,0.479419112,0,20,1,0,26,5,3,0,0,0.85712,71.06,26.29504,24.3918,0.393,704.96007,23791406630,3.06848,0,0
Chile,South America,1,0,0,0,1,0,0,0,4.605170186,0,0,Presidential,1,1,3,2,1,1,1,1,0,120,0,0,0,7,7,0,0,0,0.565800018,0.348199997,0.600000024,0.352912813,0.812359929,0.656201124,1,4,1,1,1,7,0,1,1.94953,58,32.49458,25.94896,0.706,5470.47974,56612436959,3.40165,0,0
Chile,South America,0,0,0,0,1,0,0,0,3.912023005,0.693147181,0.693147181,Presidential,1,1,3,2,1,1,1,1,0,120,0,0,0,7,7,0,0,0,0.565800018,0.348199997,0.600000024,0.352912813,0.812359929,0.656201124,1,4,1,1,1,7,0,1,1.94953,58,32.49458,25.94896,0.706,5470.47974,56612436959,3.40165,0,0
Chile,South America,0,0,0,0,1,0,0,0,3.912023005,0,0,Presidential,2,1,2,2,1,0,0,0,0,120,0,0,0,7,7,0,0,0,0.565800018,0.348199997,0.600000024,0.352912813,0.812359929,0.656201124,2,4,0,2,2,7,0,1,1.78911,58.47,31.30102,23.57983,0.715,5800.99877,63273186067,2.84984,0,0
Chile,South America,0,0,0,0,1,0,0,0,4.605170186,0,0.693147181,Presidential,2,1,2,2,1,0,0,0,0,120,0,0,0,7,7,0,0,0,0.565800018,0.348199997,0.600000024,0.352912813,0.812359929,0.656201124,2,4,0,2,2,7,0,1,1.78911,58.47,31.30102,23.57983,0.715,5800.99877,63273186067,2.84984,0,0
Chile,South America,0,0,0,0,0,1,0,0,3.912023005,0,1.098612289,Presidential,2,1,2,2,1,0,0,0,0,120,0,0,0,7,7,0,0,0,0.565800018,0.348199997,0.600000024,0.352912813,0.812359929,0.656201124,2,4,0,2,2,7,0,1,1.78911,58.47,31.30102,23.57983,0.715,5800.99877,63273186067,2.84984,0,0
Chile,South America,0,0,0,0,1,0,0,0,8.006367568,0,1.386294361,Presidential,2,1,2,2,1,0,0,0,0,120,0,0,0,7,7,0,0,0,0.565800018,0.348199997,0.600000024,0.352912813,0.812359929,0.656201124,2,4,0,2,2,7,0,1,1.78911,58.47,31.30102,23.57983,0.715,5800.99877,63273186067,2.84984,0,0
Chile,South America,0,0,0,0,1,0,0,0,4.605170186,0,1.609437912,Presidential,2,1,2,2,1,0,0,0,0,120,0,0,0,7,7,0,0,0,0.565800018,0.348199997,0.600000024,0.352912813,0.812359929,0.656201124,2,4,0,2,2,7,0,1,1.78911,58.47,31.30102,23.57983,0.715,5800.99877,63273186067,2.84984,0,0
Chile,South America,0,0,0,0,1,0,0,0,4.605170186,0,0,Presidential,3,1,1,2,1,0,0,0,0,120,0,0,0,7,7,0,0,0,0.565800018,0.348199997,0.600000024,0.352912813,0.812359929,0.656201124,3,4,0,3,3,7,0,1,1.75931,59.1,28.96179,25.18242,0.722,6343.22713,73802860823,2.62851,0,0
Chile,South America,0,0,0,0,1,0,0,0,4.605170186,0,0.693147181,Presidential,3,1,1,2,1,0,0,0,0,120,0,0,0,7,7,0,0,0,0.565800018,0.348199997,0.600000024,0.352912813,0.812359929,0.656201124,3,4,0,3,3,7,0,1,1.75931,59.1,28.96179,25.18242,0.722,6343.22713,73802860823,2.62851,0,0
Chile,South America,0,0,0,0,1,0,0,0,3.912023005,0,1.098612289,Presidential,3,1,1,2,1,0,0,0,0,120,0,0,0,7,7,0,0,0,0.565800018,0.348199997,0.600000024,0.352912813,0.812359929,0.656201124,3,4,0,3,3,7,0,1,1.75931,59.1,28.96179,25.18242,0.722,6343.22713,73802860823,2.62851,0,0
Chile,South America,0,0,0,0,1,0,0,0,3.912023005,0,1.386294361,Presidential,3,1,1,2,1,0,0,0,0,120,0,0,0,7,7,0,0,0,0.565800018,0.348199997,0.600000024,0.352912813,0.812359929,0.656201124,3,4,0,3,3,7,0,1,1.75931,59.1,28.96179,25.18242,0.722,6343.22713,73802860823,2.62851,0,0
Chile,South America,0,0,0,0,1,0,0,0,4.605170186,0,1.609437912,Presidential,3,1,1,2,1,0,0,0,0,120,0,0,0,7,7,0,0,0,0.565800018,0.348199997,0.600000024,0.352912813,0.812359929,0.656201124,3,4,0,3,3,7,0,1,1.75931,59.1,28.96179,25.18242,0.722,6343.22713,73802860823,2.62851,0,0
Chile,South America,0,0,0,0,1,0,0,0,3.912023005,0,0,Presidential,4,1,0,2,1,0,0,0,0,120,0,1,1,7,7,0,0,0,0.565800018,0.348199997,0.600000024,0.352912813,0.812359929,0.656201124,4,4,0,4,4,7,0,1,1.70799,59.5,25.88068,28.1463,0.715,6652.02169,82250679449,2.70692,0,0
Chile,South America,1,0,0,0,1,0,0,0,3.912023005,0,0.693147181,Presidential,4,1,0,2,1,0,0,0,0,120,0,1,1,7,7,0,0,0,0.565800018,0.348199997,0.600000024,0.352912813,0.812359929,0.656201124,4,4,0,4,4,7,0,1,1.70799,59.5,25.88068,28.1463,0.715,6652.02169,82250679449,2.70692,0,0
Chile,South America,0,1,0,0,0,0,0,0,8.006367568,0,0,Presidential,1,1,5,2,1,0,0,0,0,120,0,0,0,7,7,0,0,0,0,0,0.583333313,0.387346923,0.800280035,0.621532083,5,4,0.333333343,5,1,7,0,1,1.84479,59.84,27.46324,25.7313,0.72,6877.43443,88749926444,2.59754,0,0
Chile,South America,0,0,0,0,1,0,0,0,11.6784399,0,0.693147181,Presidential,1,1,5,2,1,0,0,0,0,120,0,0,0,7,7,0,0,0,0,0,0.583333313,0.387346923,0.800280035,0.621532083,5,4,0.333333343,5,1,7,0,1,1.84479,59.84,27.46324,25.7313,0.72,6877.43443,88749926444,2.59754,0,0
Chile,South America,0,0,0,0,1,0,0,0,6.907755279,0,1.098612289,Presidential,1,1,5,2,1,0,0,0,0,120,0,0,0,7,7,0,0,0,0,0,0.583333313,0.387346923,0.800280035,0.621532083,5,4,0.333333343,5,1,7,0,1,1.84479,59.84,27.46324,25.7313,0.72,6877.43443,88749926444,2.59754,0,0
Chile,South America,0,0,0,0,1,0,0,0,9.210340372,0,1.386294361,Presidential,1,1,5,2,1,0,0,0,0,120,0,0,0,7,7,0,0,0,0,0,0.583333313,0.387346923,0.800280035,0.621532083,5,4,0.333333343,5,1,7,0,1,1.84479,59.84,27.46324,25.7313,0.72,6877.43443,88749926444,2.59754,0,0
Chile,South America,0,0,0,0,1,0,0,0,6.907755279,0,1.609437912,Presidential,1,1,5,2,1,0,0,0,0,120,0,0,0,7,7,0,0,0,0,0,0.583333313,0.387346923,0.800280035,0.621532083,5,4,0.333333343,5,1,7,0,1,1.84479,59.84,27.46324,25.7313,0.72,6877.43443,88749926444,2.59754,0,0
Chile,South America,0,1,0,0,0,0,0,0,3.912023005,0,1.791759469,Presidential,1,1,5,2,1,0,0,0,0,120,0,0,0,7,7,0,0,0,0,0,0.583333313,0.387346923,0.800280035,0.621532083,5,4,0.333333343,5,1,7,0,1,1.84479,59.84,27.46324,25.7313,0.72,6877.43443,88749926444,2.59754,0,0
Chile,South America,0,1,0,0,0,0,0,0,5.991464547,2.302585093,1.945910149,Presidential,1,1,5,2,1,0,0,0,0,120,0,0,0,7,7,0,0,0,0,0,0.583333313,0.387346923,0.800280035,0.621532083,5,4,0.333333343,5,1,7,0,1,1.84479,59.84,27.46324,25.7313,0.72,6877.43443,88749926444,2.59754,0,0
Chile,South America,0,0,0,0,1,0,0,0,5.521460918,0,2.079441542,Presidential,1,1,5,2,1,0,0,0,0,120,0,0,0,7,7,0,0,0,0,0,0.583333313,0.387346923,0.800280035,0.621532083,5,4,0.333333343,5,1,7,0,1,1.84479,59.84,27.46324,25.7313,0.72,6877.43443,88749926444,2.59754,0,0
Chile,South America,0,1,0,0,0,0,0,0,3.912023005,0,2.197224577,Presidential,1,1,5,2,1,0,0,0,0,120,0,0,0,7,7,0,0,0,0,0,0.583333313,0.387346923,0.800280035,0.621532083,5,4,0.333333343,5,1,7,0,1,1.84479,59.84,27.46324,25.7313,0.72,6877.43443,88749926444,2.59754,0,0
Chile,South America,0,1,0,0,0,0,0,0,3.912023005,0.693147181,0,Presidential,2,1,4,2,1,0,0,0,0,120,0,0,0,7,7,0,0,0,0,0,0.583333313,0.387346923,0.800280035,0.621532083,6,4,0,6,2,7,0,1,2.27408,60.36,28.62625,27.67005,0.728,7380.06128,1.02E+11,2.56206,0,0
Chile,South America,0,0,0,0,1,0,0,0,6.907755279,0,0.693147181,Presidential,2,1,4,2,1,0,0,0,0,120,0,0,0,7,7,0,0,0,0,0,0.583333313,0.387346923,0.800280035,0.621532083,6,4,0,6,2,7,0,1,2.27408,60.36,28.62625,27.67005,0.728,7380.06128,1.02E+11,2.56206,0,0
Chile,South America,0,0,0,0,1,0,0,0,6.907755279,0,1.098612289,Presidential,2,1,4,2,1,0,0,0,0,120,0,0,0,7,7,0,0,0,0,0,0.583333313,0.387346923,0.800280035,0.621532083,6,4,0,6,2,7,0,1,2.27408,60.36,28.62625,27.67005,0.728,7380.06128,1.02E+11,2.56206,0,0
Chile,South America,1,0,0,0,1,0,0,0,3.912023005,0,1.386294361,Presidential,2,1,4,2,1,0,0,0,0,120,0,0,0,7,7,0,0,0,0,0,0.583333313,0.387346923,0.800280035,0.621532083,6,4,0,6,2,7,0,1,2.27408,60.36,28.62625,27.67005,0.728,7380.06128,1.02E+11,2.56206,0,0
Chile,South America,0,0,0,0,1,0,0,0,6.907755279,0,0,Presidential,3,1,3,2,1,0,0,0,0,120,0,0,0,7,7,0,0,0,0,0,0.583333313,0.387346923,0.800280035,0.621532083,7,4,0,7,3,7,0,1,2.05531,60.79,26.64554,27.84967,0.735,7770.53911,1.13E+11,2.44932,0,0
Chile,South America,0,1,0,0,0,0,0,0,8.853665428,4.110873864,0.693147181,Presidential,3,1,3,2,1,0,0,0,0,120,0,0,0,7,7,0,0,0,0,0,0.583333313,0.387346923,0.800280035,0.621532083,7,4,0,7,3,7,0,1,2.05531,60.79,26.64554,27.84967,0.735,7770.53911,1.13E+11,2.44932,0,0
Chile,South America,1,0,0,0,1,0,0,0,8.517193191,0,1.098612289,Presidential,3,1,3,2,1,0,0,0,0,120,0,0,0,7,7,0,0,0,0,0,0.583333313,0.387346923,0.800280035,0.621532083,7,4,0,7,3,7,0,1,2.05531,60.79,26.64554,27.84967,0.735,7770.53911,1.13E+11,2.44932,0,0
Chile,South America,0,0,0,0,1,0,0,0,5.703782475,0,1.386294361,Presidential,3,1,3,2,1,0,0,0,0,120,0,0,0,7,7,0,0,0,0,0,0.583333313,0.387346923,0.800280035,0.621532083,7,4,0,7,3,7,0,1,2.05531,60.79,26.64554,27.84967,0.735,7770.53911,1.13E+11,2.44932,0,0
Chile,South America,0,0,0,0,1,0,0,0,4.605170186,0,1.609437912,Presidential,3,1,3,2,1,0,0,0,0,120,0,0,0,7,7,0,0,0,0,0,0.583333313,0.387346923,0.800280035,0.621532083,7,4,0,7,3,7,0,1,2.05531,60.79,26.64554,27.84967,0.735,7770.53911,1.13E+11,2.44932,0,0
Chile,South America,0,0,0,0,1,0,0,0,8.517193191,0,1.791759469,Presidential,3,1,3,2,1,0,0,0,0,120,0,0,0,7,7,0,0,0,0,0,0.583333313,0.387346923,0.800280035,0.621532083,7,4,0,7,3,7,0,1,2.05531,60.79,26.64554,27.84967,0.735,7770.53911,1.13E+11,2.44932,0,0
Chile,South America,1,0,0,0,1,0,0,0,9.047821442,0,1.945910149,Presidential,3,1,3,2,1,0,0,0,0,120,0,0,0,7,7,0,0,0,0,0,0.583333313,0.387346923,0.800280035,0.621532083,7,4,0,7,3,7,0,1,2.05531,60.79,26.64554,27.84967,0.735,7770.53911,1.13E+11,2.44932,0,0
Chile,South America,0,1,0,0,0,0,0,0,3.912023005,0,2.079441542,Presidential,3,1,3,2,1,0,0,0,0,120,0,0,0,7,7,0,0,0,0,0,0.583333313,0.387346923,0.800280035,0.621532083,7,4,0,7,3,7,0,1,2.05531,60.79,26.64554,27.84967,0.735,7770.53911,1.13E+11,2.44932,0,0
Chile,South America,1,0,0,0,1,0,0,0,7.955074273,1.791759469,0,Presidential,4,1,2,2,1,0,0,0,0,120,0,1,0,7,7,0,0,0,0,0,0.583333313,0.387346923,0.800280035,0.621532083,8,4,0,8,4,7,0,1,2.09612,61.21,26.47045,27.77917,0.742,8235.4576,1.24E+11,2.4982,0,0
Chile,South America,0,0,0,0,1,0,0,0,6.907755279,0,0.693147181,Presidential,4,1,2,2,1,0,0,0,0,120,0,1,0,7,7,0,0,0,0,0,0.583333313,0.387346923,0.800280035,0.621532083,8,4,0,8,4,7,0,1,2.09612,61.21,26.47045,27.77917,0.742,8235.4576,1.24E+11,2.4982,0,0
Chile,South America,0,0,0,0,1,0,0,0,10.81977828,0,1.098612289,Presidential,4,1,2,2,1,0,0,0,0,120,0,1,0,7,7,0,0,0,0,0,0.583333313,0.387346923,0.800280035,0.621532083,8,4,0,8,4,7,0,1,2.09612,61.21,26.47045,27.77917,0.742,8235.4576,1.24E+11,2.4982,0,0
Chile,South America,0,0,0,0,1,0,0,0,3.912023005,0,1.386294361,Presidential,4,1,2,2,1,0,0,0,0,120,0,1,0,7,7,0,0,0,0,0,0.583333313,0.387346923,0.800280035,0.621532083,8,4,0,8,4,7,0,1,2.09612,61.21,26.47045,27.77917,0.742,8235.4576,1.24E+11,2.4982,0,0
Chile,South America,0,0,0,0,1,0,0,0,6.907755279,0,1.609437912,Presidential,4,1,2,2,1,0,0,0,0,120,0,1,0,7,7,0,0,0,0,0,0.583333313,0.387346923,0.800280035,0.621532083,8,4,0,8,4,7,0,1,2.09612,61.21,26.47045,27.77917,0.742,8235.4576,1.24E+11,2.4982,0,0
Chile,South America,0,0,0,0,1,0,0,0,9.210340372,0,1.791759469,Presidential,4,1,2,2,1,0,0,0,0,120,0,1,0,7,7,0,0,0,0,0,0.583333313,0.387346923,0.800280035,0.621532083,8,4,0,8,4,7,0,1,2.09612,61.21,26.47045,27.77917,0.742,8235.4576,1.24E+11,2.4982,0,0
Chile,South America,0,0,0,0,1,0,0,0,7.313220387,0,1.945910149,Presidential,4,1,2,2,1,0,0,0,0,120,0,1,0,7,7,0,0,0,0,0,0.583333313,0.387346923,0.800280035,0.621532083,8,4,0,8,4,7,0,1,2.09612,61.21,26.47045,27.77917,0.742,8235.4576,1.24E+11,2.4982,0,0
Chile,South America,1,0,0,0,1,0,0,0,3.912023005,0,0,Presidential,5,1,1,2,1,0,0,0,0,120,0,0,0,7,7,0,0,0,0.499300003,0.362299995,0.583333313,0.390612245,0.815598726,0.618219435,9,4,0,9,5,7,0,1,2.02998,61.41,25.52113,26.94383,0.743,8481.75213,1.31E+11,2.58984,0,0
Chile,South America,1,0,0,0,1,0,0,0,3.912023005,0.693147181,0.693147181,Presidential,5,1,1,2,1,0,0,0,0,120,0,0,0,7,7,0,0,0,0.499300003,0.362299995,0.583333313,0.390612245,0.815598726,0.618219435,9,4,0,9,5,7,0,1,2.02998,61.41,25.52113,26.94383,0.743,8481.75213,1.31E+11,2.58984,0,0
Chile,South America,0,0,0,0,1,0,0,0,3.912023005,0,0,Presidential,6,1,0,2,1,0,0,0,0,120,0,0,0,7,7,0,0,0,0.499300003,0.362299995,0.583333313,0.390612245,0.815598726,0.618219435,10,4,0,10,6,7,0,1,1.97387,61.59,28.76613,20.86983,0.75,8343.70429,1.32E+11,2.71363,0,0
Chile,South America,0,0,0,0,1,0,0,0,4.605170186,0.693147181,0.693147181,Presidential,6,1,0,2,1,0,0,0,0,120,0,0,0,7,7,0,0,0,0.499300003,0.362299995,0.583333313,0.390612245,0.815598726,0.618219435,10,4,0,10,6,7,0,1,1.97387,61.59,28.76613,20.86983,0.75,8343.70429,1.32E+11,2.71363,0,0
Chile,South America,0,0,0,0,1,0,0,0,4.605170186,0,1.098612289,Presidential,6,1,0,2,1,0,0,0,0,120,0,0,0,7,7,0,0,0,0.499300003,0.362299995,0.583333313,0.390612245,0.815598726,0.618219435,10,4,0,10,6,7,0,1,1.97387,61.59,28.76613,20.86983,0.75,8343.70429,1.32E+11,2.71363,0,0
Chile,South America,1,0,0,0,1,0,0,0,3.912023005,0,1.386294361,Presidential,6,1,0,2,1,0,0,0,0,120,0,0,0,7,7,0,0,0,0.499300003,0.362299995,0.583333313,0.390612245,0.815598726,0.618219435,10,4,0,10,6,7,0,1,1.97387,61.59,28.76613,20.86983,0.75,8343.70429,1.32E+11,2.71363,0,0
Chile,South America,0,0,0,0,1,0,0,0,7.60090246,0,0,Presidential,1,1,5,2,1,0,0,0,0,120,0,0,1,7,7,0,0,0,0.499300003,0.362299995,0.583333313,0.390612245,0.815598726,0.618219435,11,4,0.333333343,11,1,7,0,1,1.86895,61.02,30.5317,22.11675,0.756,8685.32179,1.41E+11,2.70328,0,0
Chile,South America,0,0,0,0,1,0,0,0,3.912023005,0,0.693147181,Presidential,1,1,5,2,1,0,0,0,0,120,0,0,1,7,7,0,0,0,0.499300003,0.362299995,0.583333313,0.390612245,0.815598726,0.618219435,11,4,0.333333343,11,1,7,0,1,1.86895,61.02,30.5317,22.11675,0.756,8685.32179,1.41E+11,2.70328,0,0
Chile,South America,0,0,0,0,1,0,0,0,3.912023005,0,1.098612289,Presidential,1,1,5,2,1,0,0,0,0,120,0,0,1,7,7,0,0,0,0.499300003,0.362299995,0.583333313,0.390612245,0.815598726,0.618219435,11,4,0.333333343,11,1,7,0,1,1.86895,61.02,30.5317,22.11675,0.756,8685.32179,1.41E+11,2.70328,0,0
Chile,South America,0,0,0,0,1,0,0,0,8.29404964,0,1.386294361,Presidential,1,1,5,2,1,0,0,0,0,120,0,0,1,7,7,0,0,0,0.499300003,0.362299995,0.583333313,0.390612245,0.815598726,0.618219435,11,4,0.333333343,11,1,7,0,1,1.86895,61.02,30.5317,22.11675,0.756,8685.32179,1.41E+11,2.70328,0,0
Chile,South America,0,1,0,0,1,0,0,0,4.605170186,0,1.609437912,Presidential,1,1,5,2,1,0,0,0,0,120,0,0,1,7,7,0,0,0,0.499300003,0.362299995,0.583333313,0.390612245,0.815598726,0.618219435,11,4,0.333333343,11,1,7,0,1,1.86895,61.02,30.5317,22.11675,0.756,8685.32179,1.41E+11,2.70328,0,0
Chile,South America,0,0,0,0,1,0,0,0,8.987196821,0,0,Presidential,2,1,4,2,1,0,0,0,0,120,0,1,0,7,7,0,0,0,0.499300003,0.362299995,0.583333313,0.390612245,0.815598726,0.618219435,12,4,0,12,2,7,0,1,1.95612,60.36,32.39863,22.36679,0.767,8871.72409,1.49E+11,2.6675,0,0
Chile,South America,0,0,0,0,1,0,0,0,8.006367568,0,0.693147181,Presidential,2,1,4,2,1,0,0,0,0,120,0,1,0,7,7,0,0,0,0.499300003,0.362299995,0.583333313,0.390612245,0.815598726,0.618219435,12,4,0,12,2,7,0,1,1.95612,60.36,32.39863,22.36679,0.767,8871.72409,1.49E+11,2.6675,0,0
Chile,South America,0,0,0,0,1,0,0,0,8.006367568,0,1.098612289,Presidential,2,1,4,2,1,0,0,0,0,120,0,1,0,7,7,0,0,0,0.499300003,0.362299995,0.583333313,0.390612245,0.815598726,0.618219435,12,4,0,12,2,7,0,1,1.95612,60.36,32.39863,22.36679,0.767,8871.72409,1.49E+11,2.6675,0,0
Chile,South America,0,0,0,0,1,0,0,0,6.396929655,0,1.386294361,Presidential,2,1,4,2,1,0,0,0,0,120,0,1,0,7,7,0,0,0,0.499300003,0.362299995,0.583333313,0.390612245,0.815598726,0.618219435,12,4,0,12,2,7,0,1,1.95612,60.36,32.39863,22.36679,0.767,8871.72409,1.49E+11,2.6675,0,0
Chile,South America,0,0,0,0,1,0,0,0,9.903487553,0,1.609437912,Presidential,2,1,4,2,1,0,0,0,0,120,0,1,0,7,7,0,0,0,0.499300003,0.362299995,0.583333313,0.390612245,0.815598726,0.618219435,12,4,0,12,2,7,0,1,1.95612,60.36,32.39863,22.36679,0.767,8871.72409,1.49E+11,2.6675,0,0
