country,region,protesterviolence,startdate,demand_labor-wage-dispute,demand_land-farm-issue,demand_police-brutality,demand_political-behavior/process,demand_price-increases/tax-policy,demand_removal-of-politician,demand_social-restrictions,year_scode,participants_log,duration_days_log,protestnumber_log,system,yrsoffc,finittrm,yrcurnt,termlimit,reelect,multpl,military,defmin,execnat,totalseats,oppmajh,legelec,exelec,liec,eiec,gq,gqi,auton,numvote,oppvote,maj,herfgov,frac,govfrac,tensys_strict,checks,stabs_strict,tenlong_strict,tenshort_strict,xconst,target,reg_type,armed_forces_personnel_percent_of_labor_force,aged_15_64_labour_force_participation_rate_percent,exports_percent_of_gdp,investments_percent_of_gdp,hdi_human_development_index,gdppercapita_us_inflation_adjusted,total_gni_ppp_current_international,military_expenditure_percent_of_gdp,male_suffrage,female_suffrage,executive_elections,legislative_elections,multi-party_legislative_elections,competitive_elections,lexical_index,political_liberties,lexical_index_plus,democratic_transition,transition_type,democratic_breakdown,breakdown_type,turnover_period,turnover_event,two_turnover_period,sovereign
Burkina Faso,Africa,1,2011.310274,0,0,0,1,0,0,0,2011_BFO,3.912023005,0,1.386294361,Presidential,20,1,4,3,1,1,1,0,0,101,0,0,0,7,6,2,0,0,0.695499954,0.138100004,0.86138612,0.729951143,0.45762378,0.273188978,6,1,0,20,14,3,0,1,0.19346,70.77,26.1955,22.12351,0.394,602.57915,24485121959,1.29476,1,1,1,1,1,0,3,0,3,0,0,0,0,0,0,0,1
Burkina Faso,Africa,0,2011.355251,0,0,0,1,1,0,0,2011_BFO,9.210340372,0,1.609437912,Presidential,20,1,4,3,1,1,1,0,0,101,0,0,0,7,6,2,0,0,0.695499954,0.138100004,0.86138612,0.729951143,0.45762378,0.273188978,6,1,0,20,14,3,0,1,0.19346,70.77,26.1955,22.12351,0.394,602.57915,24485121959,1.29476,1,1,1,1,1,0,3,0,3,0,0,0,0,0,0,0,1
Burkina Faso,Africa,0,2011.371689,0,0,0,1,1,0,0,2011_BFO,9.210340372,0,1.791759469,Presidential,20,1,4,3,1,1,1,0,0,101,0,0,0,7,6,2,0,0,0.695499954,0.138100004,0.86138612,0.729951143,0.45762378,0.273188978,6,1,0,20,14,3,0,1,0.19346,70.77,26.1955,22.12351,0.394,602.57915,24485121959,1.29476,1,1,1,1,1,0,3,0,3,0,0,0,0,0,0,0,1
Burkina Faso,Africa,1,2011.371689,1,0,0,0,0,0,0,2011_BFO,3.912023005,0.693147181,1.945910149,Presidential,20,1,4,3,1,1,1,0,0,101,0,0,0,7,6,2,0,0,0.695499954,0.138100004,0.86138612,0.729951143,0.45762378,0.273188978,6,1,0,20,14,3,0,1,0.19346,70.77,26.1955,22.12351,0.394,602.57915,24485121959,1.29476,1,1,1,1,1,0,3,0,3,0,0,0,0,0,0,0,1
Burkina Faso,Africa,1,2011.371689,1,0,0,0,0,0,0,2011_BFO,4.605170186,1.609437912,2.079441542,Presidential,20,1,4,3,1,1,1,0,0,101,0,0,0,7,6,2,0,0,0.695499954,0.138100004,0.86138612,0.729951143,0.45762378,0.273188978,6,1,0,20,14,3,0,1,0.19346,70.77,26.1955,22.12351,0.394,602.57915,24485121959,1.29476,1,1,1,1,1,0,3,0,3,0,0,0,0,0,0,0,1
Burkina Faso,Africa,1,2011.377169,0,0,0,0,0,1,0,2011_BFO,3.912023005,0,2.197224577,Presidential,20,1,4,3,1,1,1,0,0,101,0,0,0,7,6,2,0,0,0.695499954,0.138100004,0.86138612,0.729951143,0.45762378,0.273188978,6,1,0,20,14,3,0,1,0.19346,70.77,26.1955,22.12351,0.394,602.57915,24485121959,1.29476,1,1,1,1,1,0,3,0,3,0,0,0,0,0,0,0,1
Burkina Faso,Africa,1,2011.382648,0,0,1,1,0,0,0,2011_BFO,3.912023005,0,2.302585093,Presidential,20,1,4,3,1,1,1,0,0,101,0,0,0,7,6,2,0,0,0.695499954,0.138100004,0.86138612,0.729951143,0.45762378,0.273188978,6,1,0,20,14,3,0,1,0.19346,70.77,26.1955,22.12351,0.394,602.57915,24485121959,1.29476,1,1,1,1,1,0,3,0,3,0,0,0,0,0,0,0,1
Burkina Faso,Africa,1,2011.382648,0,0,0,1,0,0,0,2011_BFO,4.605170186,0,2.397895273,Presidential,20,1,4,3,1,1,1,0,0,101,0,0,0,7,6,2,0,0,0.695499954,0.138100004,0.86138612,0.729951143,0.45762378,0.273188978,6,1,0,20,14,3,0,1,0.19346,70.77,26.1955,22.12351,0.394,602.57915,24485121959,1.29476,1,1,1,1,1,0,3,0,3,0,0,0,0,0,0,0,1
Burkina Faso,Africa,0,2011.407306,0,0,0,0,1,0,0,2011_BFO,4.605170186,0,2.48490665,Presidential,20,1,4,3,1,1,1,0,0,101,0,0,0,7,6,2,0,0,0.695499954,0.138100004,0.86138612,0.729951143,0.45762378,0.273188978,6,1,0,20,14,3,0,1,0.19346,70.77,26.1955,22.12351,0.394,602.57915,24485121959,1.29476,1,1,1,1,1,0,3,0,3,0,0,0,0,0,0,0,1
Burkina Faso,Africa,1,2011.407306,0,0,0,1,0,0,0,2011_BFO,4.605170186,0,2.564949357,Presidential,20,1,4,3,1,1,1,0,0,101,0,0,0,7,6,2,0,0,0.695499954,0.138100004,0.86138612,0.729951143,0.45762378,0.273188978,6,1,0,20,14,3,0,1,0.19346,70.77,26.1955,22.12351,0.394,602.57915,24485121959,1.29476,1,1,1,1,1,0,3,0,3,0,0,0,0,0,0,0,1
Burkina Faso,Africa,1,2011.407306,1,0,0,1,0,1,0,2011_BFO,3.912023005,1.098612289,2.63905733,Presidential,20,1,4,3,1,1,1,0,0,101,0,0,0,7,6,2,0,0,0.695499954,0.138100004,0.86138612,0.729951143,0.45762378,0.273188978,6,1,0,20,14,3,0,1,0.19346,70.77,26.1955,22.12351,0.394,602.57915,24485121959,1.29476,1,1,1,1,1,0,3,0,3,0,0,0,0,0,0,0,1
Burkina Faso,Africa,1,2011.412785,0,0,0,1,0,0,0,2011_BFO,3.912023005,0,2.708050201,Presidential,20,1,4,3,1,1,1,0,0,101,0,0,0,7,6,2,0,0,0.695499954,0.138100004,0.86138612,0.729951143,0.45762378,0.273188978,6,1,0,20,14,3,0,1,0.19346,70.77,26.1955,22.12351,0.394,602.57915,24485121959,1.29476,1,1,1,1,1,0,3,0,3,0,0,0,0,0,0,0,1
Burkina Faso,Africa,1,2011.415525,0,0,0,0,0,1,0,2011_BFO,6.907755279,0,2.772588722,Presidential,20,1,4,3,1,1,1,0,0,101,0,0,0,7,6,2,0,0,0.695499954,0.138100004,0.86138612,0.729951143,0.45762378,0.273188978,6,1,0,20,14,3,0,1,0.19346,70.77,26.1955,22.12351,0.394,602.57915,24485121959,1.29476,1,1,1,1,1,0,3,0,3,0,0,0,0,0,0,0,1
Burkina Faso,Africa,0,2011.430365,0,0,0,1,0,0,0,2011_BFO,4.605170186,0,2.833213344,Presidential,20,1,4,3,1,1,1,0,0,101,0,0,0,7,6,2,0,0,0.695499954,0.138100004,0.86138612,0.729951143,0.45762378,0.273188978,6,1,0,20,14,3,0,1,0.19346,70.77,26.1955,22.12351,0.394,602.57915,24485121959,1.29476,1,1,1,1,1,0,3,0,3,0,0,0,0,0,0,0,1
Burkina Faso,Africa,0,2011.455023,0,0,0,1,1,0,0,2011_BFO,6.907755279,0,2.890371758,Presidential,20,1,4,3,1,1,1,0,0,101,0,0,0,7,6,2,0,0,0.695499954,0.138100004,0.86138612,0.729951143,0.45762378,0.273188978,6,1,0,20,14,3,0,1,0.19346,70.77,26.1955,22.12351,0.394,602.57915,24485121959,1.29476,1,1,1,1,1,0,3,0,3,0,0,0,0,0,0,0,1
Burkina Faso,Africa,0,2011.471461,1,0,0,1,0,0,0,2011_BFO,4.605170186,0,2.944438979,Presidential,20,1,4,3,1,1,1,0,0,101,0,0,0,7,6,2,0,0,0.695499954,0.138100004,0.86138612,0.729951143,0.45762378,0.273188978,6,1,0,20,14,3,0,1,0.19346,70.77,26.1955,22.12351,0.394,602.57915,24485121959,1.29476,1,1,1,1,1,0,3,0,3,0,0,0,0,0,0,0,1
Burkina Faso,Africa,1,2011.47968,1,0,0,1,0,1,0,2011_BFO,6.907755279,0.693147181,2.995732274,Presidential,20,1,4,3,1,1,1,0,0,101,0,0,0,7,6,2,0,0,0.695499954,0.138100004,0.86138612,0.729951143,0.45762378,0.273188978,6,1,0,20,14,3,0,1,0.19346,70.77,26.1955,22.12351,0.394,602.57915,24485121959,1.29476,1,1,1,1,1,0,3,0,3,0,0,0,0,0,0,0,1
Burkina Faso,Africa,0,2011.498858,1,0,0,0,0,0,0,2011_BFO,4.49980967,0,3.044522438,Presidential,20,1,4,3,1,1,1,0,0,101,0,0,0,7,6,2,0,0,0.695499954,0.138100004,0.86138612,0.729951143,0.45762378,0.273188978,6,1,0,20,14,3,0,1,0.19346,70.77,26.1955,22.12351,0.394,602.57915,24485121959,1.29476,1,1,1,1,1,0,3,0,3,0,0,0,0,0,0,0,1
Burkina Faso,Africa,1,2011.505479,1,0,0,0,0,0,0,2011_BFO,3.912023005,0.693147181,3.091042453,Presidential,20,1,4,3,1,1,1,0,0,101,0,0,0,7,6,2,0,0,0.695499954,0.138100004,0.86138612,0.729951143,0.45762378,0.273188978,6,1,0,20,14,3,0,1,0.19346,70.77,26.1955,22.12351,0.394,602.57915,24485121959,1.29476,1,1,1,1,1,0,3,0,3,0,0,0,0,0,0,0,1
Burkina Faso,Africa,0,2012.4879,0,0,0,0,1,0,0,2012_BFO,8.006367568,0,0,Presidential,21,1,3,3,1,1,1,0,0,101,0,1,0,7,6,2,1,0,0.695499954,0.138100004,0.86138612,0.729951143,0.45762378,0.273188978,7,1,0,21,15,3,0,1,0.18992,69.89,26.59809,24.65299,0.403,622.51971,26157122985,1.32302,1,1,1,1,1,0,3,0,3,0,0,0,0,0,0,0,1
Burkina Faso,Africa,0,2013.579452,0,0,0,1,0,0,0,2013_BFO,3.912023005,0,0,Presidential,22,1,2,3,1,1,1,0,0,127,0,0,0,7,6,2,1,0,0,0,0.622047246,0.790738642,0.655220211,0.211944178,8,1,0,22,16,3,0,1,0.1864,68.96,27.07699,23.70992,0.41,639.23292,27958185157,1.3901,1,1,1,1,1,0,3,0,3,0,0,0,0,0,0,0,1
Burkina Faso,Africa,0,2013.640868,0,0,0,0,1,0,0,2013_BFO,6.907755279,0,0.693147181,Presidential,22,1,2,3,1,1,1,0,0,127,0,0,0,7,6,2,1,0,0,0,0.622047246,0.790738642,0.655220211,0.211944178,8,1,0,22,16,3,0,1,0.1864,68.96,27.07699,23.70992,0.41,639.23292,27958185157,1.3901,1,1,1,1,1,0,3,0,3,0,0,0,0,0,0,0,1
Burkina Faso,Africa,0,2013.662785,0,0,0,1,0,0,0,2013_BFO,6.907755279,0,1.098612289,Presidential,22,1,2,3,1,1,1,0,0,127,0,0,0,7,6,2,1,0,0,0,0.622047246,0.790738642,0.655220211,0.211944178,8,1,0,22,16,3,0,1,0.1864,68.96,27.07699,23.70992,0.41,639.23292,27958185157,1.3901,1,1,1,1,1,0,3,0,3,0,0,0,0,0,0,0,1
Burkina Faso,Africa,1,2014.910046,0,0,0,1,0,0,0,2014_BFO,9.210340372,0,0,Presidential,23,1,1,3,1,1,1,0,0,127,0,0,0,7,6,2,1,0,0,0,0.622047246,0.790738642,0.655220211,0.211944178,9,1,0,23,17,3,0,1,0.18295,67.97,26.932,19.26225,0.413,647.4287,28468442315,1.43129,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Burkina Faso,Africa,1,2014.915525,0,0,0,1,0,0,0,2014_BFO,6.907755279,0,0.693147181,Presidential,23,1,1,3,1,1,1,0,0,127,0,0,0,7,6,2,1,0,0,0,0.622047246,0.790738642,0.655220211,0.211944178,9,1,0,23,17,3,0,1,0.18295,67.97,26.932,19.26225,0.413,647.4287,28468442315,1.43129,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Burkina Faso,Africa,0,2014.922146,0,0,0,1,0,0,0,2014_BFO,6.907755279,0,1.098612289,Presidential,23,1,1,3,1,1,1,0,0,127,0,0,0,7,6,2,1,0,0,0,0.622047246,0.790738642,0.655220211,0.211944178,9,1,0,23,17,3,0,1,0.18295,67.97,26.932,19.26225,0.413,647.4287,28468442315,1.43129,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Burkina Faso,Africa,0,2018.829452,0,0,0,1,0,0,0,2018_BFO,6.907755279,0,0,Presidential,3,1,2,3,1,1,1,0,0,127,0,0,0,7,7,2,1,0,0.404000015,0.375,0.527999997,0.702020168,0.718494654,0.302564114,3,3,0,3,3,6,0,1,0.15733,67.85,28.07891,21.7391,0.443,718.64256,41480686486,2.16504,1,1,1,1,1,1,6,0,6,0,0,0,0,1,0,0,1
Burkina Faso,Africa,0,2018.996119,0,0,0,0,1,0,0,2018_BFO,6.907755279,0,0.693147181,Presidential,3,1,2,3,1,1,1,0,0,127,0,0,0,7,7,2,1,0,0.404000015,0.375,0.527999997,0.702020168,0.718494654,0.302564114,3,3,0,3,3,6,0,1,0.15733,67.85,28.07891,21.7391,0.443,718.64256,41480686486,2.16504,1,1,1,1,1,1,6,0,6,0,0,0,0,1,0,0,1
Burkina Faso,Africa,0,2019.565753,1,0,0,0,0,0,0,2019_BFO,4.605170186,0,0,Presidential,4,1,1,3,1,1,1,0,0,127,0,0,0,7,7,2,1,0,0.404000015,0.375,0.527999997,0.702020168,0.718494654,0.302564114,4,3,0,4,4,6,0,1,0.14957,67.79,27.61611,22.20834,0.452,738.2189,43653076590,2.60604,1,1,1,1,1,1,6,0,6,0,0,0,0,1,0,0,1
Burkina Faso,Africa,0,2019.793836,0,0,0,1,0,0,0,2019_BFO,4.605170186,0,0.693147181,Presidential,4,1,1,3,1,1,1,0,0,127,0,0,0,7,7,2,1,0,0.404000015,0.375,0.527999997,0.702020168,0.718494654,0.302564114,4,3,0,4,4,6,0,1,0.14957,67.79,27.61611,22.20834,0.452,738.2189,43653076590,2.60604,1,1,1,1,1,1,6,0,6,0,0,0,0,1,0,0,1
Burkina Faso,Africa,0,2020.269178,0,0,0,0,1,0,0,2020_BFO,9.210340372,0,0,Presidential,5,1,0,3,1,1,1,0,0,127,0,1,1,7,7,2,1,0,0.404000015,0.375,0.527999997,0.702020168,0.718494654,0.302564114,5,3,0,5,5,6,1,1,0,0,0,0,0,731.52207,44171412180,2.73395,1,1,1,1,1,1,6,0,6,0,0,0,0,1,0,0,1
Burundi,Africa,1,2007.226941,1,0,0,0,0,0,0,2007_BUI,4.605170186,0,0,Presidential,2,1,3,3,1,1,0,1,1,115,0,0,0,7,3,2,1,0,0.679000015,0.258199997,0.704347849,0.659198284,0.609000742,0.345061719,2,1,0,2,2,6,0,0,1.46716,80.24,6.8,15.18646,0.371,302.10707,4816030669,3.4146,1,1,1,1,1,1,6,0,6,0,0,0,0,0,0,0,1
Burundi,Africa,0,2007.441324,0,0,1,0,0,0,0,2007_BUI,4.605170186,0,0.693147181,Presidential,2,1,3,3,1,1,0,1,1,115,0,0,0,7,3,2,1,0,0.679000015,0.258199997,0.704347849,0.659198284,0.609000742,0.345061719,2,1,0,2,2,6,0,0,1.46716,80.24,6.8,15.18646,0.371,302.10707,4816030669,3.4146,1,1,1,1,1,1,6,0,6,0,0,0,0,0,0,0,1
Burundi,Africa,1,2007.919406,0,0,0,1,0,0,0,2007_BUI,3.912023005,0,1.098612289,Presidential,2,1,3,3,1,1,0,1,1,115,0,0,0,7,3,2,1,0,0.679000015,0.258199997,0.704347849,0.659198284,0.609000742,0.345061719,2,1,0,2,2,6,0,0,1.46716,80.24,6.8,15.18646,0.371,302.10707,4816030669,3.4146,1,1,1,1,1,1,6,0,6,0,0,0,0,0,0,0,1
Burundi,Africa,1,2008.390868,0,0,0,1,0,0,0,2008_BUI,7.824046011,0.693147181,0,Presidential,3,1,2,3,1,1,0,1,1,115,0,0,0,7,3,2,1,0,0.679000015,0.258199997,0.704347849,0.659198284,0.609000742,0.345061719,3,1,0,3,3,6,0,0,1.41626,79.9,10.5,13.40896,0.384,306.50742,5157105457,2.72089,1,1,1,1,1,1,6,0,6,0,0,0,0,0,0,0,1
Burundi,Africa,0,2008.455023,1,0,0,0,0,0,0,2008_BUI,4.605170186,0,0.693147181,Presidential,3,1,2,3,1,1,0,1,1,115,0,0,0,7,3,2,1,0,0.679000015,0.258199997,0.704347849,0.659198284,0.609000742,0.345061719,3,1,0,3,3,6,0,0,1.41626,79.9,10.5,13.40896,0.384,306.50742,5157105457,2.72089,1,1,1,1,1,1,6,0,6,0,0,0,0,0,0,0,1
Burundi,Africa,0,2008.946804,0,0,1,0,0,0,0,2008_BUI,5.010635294,0,1.098612289,Presidential,3,1,2,3,1,1,0,1,1,115,0,0,0,7,3,2,1,0,0.679000015,0.258199997,0.704347849,0.659198284,0.609000742,0.345061719,3,1,0,3,3,6,0,0,1.41626,79.9,10.5,13.40896,0.384,306.50742,5157105457,2.72089,1,1,1,1,1,1,6,0,6,0,0,0,0,0,0,0,1
Burundi,Africa,0,2008.993379,0,0,1,1,0,0,0,2008_BUI,4.605170186,0,1.386294361,Presidential,3,1,2,3,1,1,0,1,1,115,0,0,0,7,3,2,1,0,0.679000015,0.258199997,0.704347849,0.659198284,0.609000742,0.345061719,3,1,0,3,3,6,0,0,1.41626,79.9,10.5,13.40896,0.384,306.50742,5157105457,2.72089,1,1,1,1,1,1,6,0,6,0,0,0,0,0,0,0,1
Burundi,Africa,0,2009.266438,0,0,0,1,0,0,0,2009_BUI,9.903487553,0,0,Presidential,4,1,1,3,1,1,0,1,1,115,0,0,0,7,3,2,1,0,0.679000015,0.258199997,0.704347849,0.659198284,0.609000742,0.345061719,4,1,0,4,4,6,0,0,1.37095,79.62,6.6,18.97487,0.401,307.90427,5357360329,0,1,1,1,1,1,1,6,0,6,0,0,0,0,0,0,0,1
Burundi,Africa,1,2009.430365,0,0,0,1,0,0,0,2009_BUI,5.828945618,0,0.693147181,Presidential,4,1,1,3,1,1,0,1,1,115,0,0,0,7,3,2,1,0,0.679000015,0.258199997,0.704347849,0.659198284,0.609000742,0.345061719,4,1,0,4,4,6,0,0,1.37095,79.62,6.6,18.97487,0.401,307.90427,5357360329,0,1,1,1,1,1,1,6,0,6,0,0,0,0,0,0,0,1
Burundi,Africa,1,2010.388128,0,0,0,1,0,0,0,2010_BUI,5.703782475,0,0,Presidential,5,1,0,3,1,1,0,1,1,115,0,1,1,7,3,2,1,0,0.679000015,0.258199997,0.704347849,0.659198284,0.609000742,0.345061719,5,1,0,5,5,6,0,0,1.32869,79.41,9.7,17.16038,0.411,313.31182,5721809553,0,1,1,1,1,1,0,3,0,3,0,0,1,1,0,0,0,1
Burundi,Africa,1,2010.496119,0,0,0,1,0,0,0,2010_BUI,3.912023005,0,0.693147181,Presidential,5,1,0,3,1,1,0,1,1,115,0,1,1,7,3,2,1,0,0.679000015,0.258199997,0.704347849,0.659198284,0.609000742,0.345061719,5,1,0,5,5,6,0,0,1.32869,79.41,9.7,17.16038,0.411,313.31182,5721809553,0,1,1,1,1,1,0,3,0,3,0,0,1,1,0,0,0,1
Burundi,Africa,1,2011.355251,0,0,0,1,0,0,0,2011_BUI,3.912023005,0,0,Presidential,6,1,4,3,0,1,0,1,1,115,0,0,0,7,3,2,1,0,0.98840004,0,1,0.648034692,0.35541594,0.35541594,6,1,0,6,6,6,0,0,1.29449,79.25,8.8,16.34575,0.419,315.65692,6061708967,0,1,1,1,1,1,0,3,0,3,0,0,0,0,0,0,0,1
Burundi,Africa,0,2011.424886,0,0,1,1,0,0,0,2011_BUI,4.605170186,0,0.693147181,Presidential,6,1,4,3,0,1,0,1,1,115,0,0,0,7,3,2,1,0,0.98840004,0,1,0.648034692,0.35541594,0.35541594,6,1,0,6,6,6,0,0,1.29449,79.25,8.8,16.34575,0.419,315.65692,6061708967,0,1,1,1,1,1,0,3,0,3,0,0,0,0,0,0,0,1
Burundi,Africa,1,2011.463242,0,0,0,1,0,0,1,2011_BUI,6.802394763,0,1.098612289,Presidential,6,1,4,3,0,1,0,1,1,115,0,0,0,7,3,2,1,0,0.98840004,0,1,0.648034692,0.35541594,0.35541594,6,1,0,6,6,6,0,0,1.29449,79.25,8.8,16.34575,0.419,315.65692,6061708967,0,1,1,1,1,1,0,3,0,3,0,0,0,0,0,0,0,1
Burundi,Africa,0,2011.651826,0,0,1,1,0,0,0,2011_BUI,4.605170186,0,1.386294361,Presidential,6,1,4,3,0,1,0,1,1,115,0,0,0,7,3,2,1,0,0.98840004,0,1,0.648034692,0.35541594,0.35541594,6,1,0,6,6,6,0,0,1.29449,79.25,8.8,16.34575,0.419,315.65692,6061708967,0,1,1,1,1,1,0,3,0,3,0,0,0,0,0,0,0,1
Burundi,Africa,0,2012.941324,0,0,0,1,0,0,0,2012_BUI,3.912023005,0,0,Presidential,7,1,3,3,0,1,0,1,1,115,0,0,0,7,3,2,1,0,0.98840004,0,1,0.648034692,0.35541594,0.35541594,7,1,0,7,7,6,0,0,1.26161,79.13,9.7,16.32427,0.426,319.43853,6368259239,2.52718,1,1,1,1,1,0,3,0,3,0,0,0,0,0,0,0,1
Burundi,Africa,1,2013.519178,0,1,0,1,0,0,0,2013_BUI,6.907755279,0,0,Presidential,8,1,2,3,0,1,0,1,1,115,0,0,0,7,3,2,1,0,0.98840004,0,1,0.648034692,0.35541594,0.35541594,8,1,0,8,8,6,0,0,1.23307,79.04,9.1,14.61993,0.432,324.82866,7074395515,2.36764,1,1,1,1,1,0,3,0,3,0,0,0,0,0,0,0,1
Burundi,Africa,1,2013.691324,0,0,0,1,0,0,1,2013_BUI,5.298317367,0,0.693147181,Presidential,8,1,2,3,0,1,0,1,1,115,0,0,0,7,3,2,1,0,0.98840004,0,1,0.648034692,0.35541594,0.35541594,8,1,0,8,8,6,0,0,1.23307,79.04,9.1,14.61993,0.432,324.82866,7074395515,2.36764,1,1,1,1,1,0,3,0,3,0,0,0,0,0,0,0,1
Burundi,Africa,0,2014.263699,0,0,0,1,0,0,0,2014_BUI,6.907755279,0,0,Presidential,9,1,1,3,0,1,0,1,1,115,0,0,0,7,3,2,1,0,0.98840004,0,1,0.648034692,0.35541594,0.35541594,9,1,0,9,9,6,0,0,1.20412,78.92,7.60342,14.2,0.438,328.1472,7630235753,2.11909,1,1,1,1,1,0,3,0,3,0,0,0,0,0,0,0,1
Burundi,Africa,1,2014.271918,0,0,0,0,0,0,1,2014_BUI,8.160232492,0,0.693147181,Presidential,9,1,1,3,0,1,0,1,1,115,0,0,0,7,3,2,1,0,0.98840004,0,1,0.648034692,0.35541594,0.35541594,9,1,0,9,9,6,0,0,1.20412,78.92,7.60342,14.2,0.438,328.1472,7630235753,2.11909,1,1,1,1,1,0,3,0,3,0,0,0,0,0,0,0,1
Burundi,Africa,1,2015.404566,0,0,0,1,0,1,0,2015_BUI,3.912023005,0,0,Presidential,10,1,0,3,0,1,0,1,1,115,0,1,1,7,3,2,1,0,0.98840004,0,1,0.648034692,0.35541594,0.35541594,10,1,0,10,10,6,1,0,0.93821,79.29,5.73297,12.17762,0.437,305.54965,8546596104,2.20186,1,1,1,1,1,0,3,0,3,0,0,0,0,0,0,0,1
Burundi,Africa,1,2015.407306,0,0,0,1,0,1,0,2015_BUI,4.605170186,0,0.693147181,Presidential,10,1,0,3,0,1,0,1,1,115,0,1,1,7,3,2,1,0,0.98840004,0,1,0.648034692,0.35541594,0.35541594,10,1,0,10,10,6,1,0,0.93821,79.29,5.73297,12.17762,0.437,305.54965,8546596104,2.20186,1,1,1,1,1,0,3,0,3,0,0,0,0,0,0,0,1
Burundi,Africa,1,2015.410046,0,0,0,1,0,1,0,2015_BUI,4.605170186,0,1.098612289,Presidential,10,1,0,3,0,1,0,1,1,115,0,1,1,7,3,2,1,0,0.98840004,0,1,0.648034692,0.35541594,0.35541594,10,1,0,10,10,6,1,0,0.93821,79.29,5.73297,12.17762,0.437,305.54965,8546596104,2.20186,1,1,1,1,1,0,3,0,3,0,0,0,0,0,0,0,1
Burundi,Africa,0,2015.412785,0,0,0,1,0,1,0,2015_BUI,3.912023005,0,1.386294361,Presidential,10,1,0,3,0,1,0,1,1,115,0,1,1,7,3,2,1,0,0.98840004,0,1,0.648034692,0.35541594,0.35541594,10,1,0,10,10,6,1,0,0.93821,79.29,5.73297,12.17762,0.437,305.54965,8546596104,2.20186,1,1,1,1,1,0,3,0,3,0,0,0,0,0,0,0,1
Burundi,Africa,1,2015.415525,0,0,0,1,0,1,0,2015_BUI,4.605170186,0,1.609437912,Presidential,10,1,0,3,0,1,0,1,1,115,0,1,1,7,3,2,1,0,0.98840004,0,1,0.648034692,0.35541594,0.35541594,10,1,0,10,10,6,1,0,0.93821,79.29,5.73297,12.17762,0.437,305.54965,8546596104,2.20186,1,1,1,1,1,0,3,0,3,0,0,0,0,0,0,0,1
Burundi,Africa,1,2015.419406,0,0,0,1,0,1,0,2015_BUI,4.605170186,0,1.791759469,Presidential,10,1,0,3,0,1,0,1,1,115,0,1,1,7,3,2,1,0,0.98840004,0,1,0.648034692,0.35541594,0.35541594,10,1,0,10,10,6,1,0,0.93821,79.29,5.73297,12.17762,0.437,305.54965,8546596104,2.20186,1,1,1,1,1,0,3,0,3,0,0,0,0,0,0,0,1
Burundi,Africa,1,2015.427626,0,0,0,1,0,1,0,2015_BUI,4.605170186,0,1.945910149,Presidential,10,1,0,3,0,1,0,1,1,115,0,1,1,7,3,2,1,0,0.98840004,0,1,0.648034692,0.35541594,0.35541594,10,1,0,10,10,6,1,0,0.93821,79.29,5.73297,12.17762,0.437,305.54965,8546596104,2.20186,1,1,1,1,1,0,3,0,3,0,0,0,0,0,0,0,1
Burundi,Africa,1,2015.430365,0,0,0,1,0,1,0,2015_BUI,4.605170186,0,2.079441542,Presidential,10,1,0,3,0,1,0,1,1,115,0,1,1,7,3,2,1,0,0.98840004,0,1,0.648034692,0.35541594,0.35541594,10,1,0,10,10,6,1,0,0.93821,79.29,5.73297,12.17762,0.437,305.54965,8546596104,2.20186,1,1,1,1,1,0,3,0,3,0,0,0,0,0,0,0,1
Burundi,Africa,1,2015.433105,0,0,0,1,0,1,0,2015_BUI,4.605170186,0,2.197224577,Presidential,10,1,0,3,0,1,0,1,1,115,0,1,1,7,3,2,1,0,0.98840004,0,1,0.648034692,0.35541594,0.35541594,10,1,0,10,10,6,1,0,0.93821,79.29,5.73297,12.17762,0.437,305.54965,8546596104,2.20186,1,1,1,1,1,0,3,0,3,0,0,0,0,0,0,0,1
Burundi,Africa,1,2015.435845,0,0,0,1,0,1,0,2015_BUI,4.605170186,0,2.302585093,Presidential,10,1,0,3,0,1,0,1,1,115,0,1,1,7,3,2,1,0,0.98840004,0,1,0.648034692,0.35541594,0.35541594,10,1,0,10,10,6,1,0,0.93821,79.29,5.73297,12.17762,0.437,305.54965,8546596104,2.20186,1,1,1,1,1,0,3,0,3,0,0,0,0,0,0,0,1
Burundi,Africa,1,2015.438584,0,0,0,1,0,1,0,2015_BUI,4.605170186,0,2.397895273,Presidential,10,1,0,3,0,1,0,1,1,115,0,1,1,7,3,2,1,0,0.98840004,0,1,0.648034692,0.35541594,0.35541594,10,1,0,10,10,6,1,0,0.93821,79.29,5.73297,12.17762,0.437,305.54965,8546596104,2.20186,1,1,1,1,1,0,3,0,3,0,0,0,0,0,0,0,1
Burundi,Africa,0,2015.441324,0,0,0,1,0,1,0,2015_BUI,3.912023005,0,2.48490665,Presidential,10,1,0,3,0,1,0,1,1,115,0,1,1,7,3,2,1,0,0.98840004,0,1,0.648034692,0.35541594,0.35541594,10,1,0,10,10,6,1,0,0.93821,79.29,5.73297,12.17762,0.437,305.54965,8546596104,2.20186,1,1,1,1,1,0,3,0,3,0,0,0,0,0,0,0,1
