,country,region,protesterviolence,demand_labor-wage-dispute,demand_land-farm-issue,demand_police-brutality,demand_political-behavior/process,demand_price-increases/tax-policy,demand_removal-of-politician,demand_social-restrictions,participants_log,duration_days_log,protestnumber_log,system,yrsoffc,finittrm,yrcurnt,termlimit,reelect,multpl,military,defmin,execnat,execrel,totalseats,oppmajh,legelec,exelec,liec,eiec,gq,gqi,auton,numvote,oppvote,maj,herfgov,frac,govfrac,tensys_strict,checks,stabs_strict,tenlong_strict,tenshort_strict,xconst,target
2446,Argentina,South America,1,0,0,1,0,0,0,0,6.907755278982137,0.0,0.0,Presidential,1.0,1.0,5.0,5.0,0.0,0.0,0.0,0.0,1.0,Argentina,252.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.44599998474121094,0.3840000152587891,0.5079365372657776,0.3468017578125,0.7142224907875061,0.6564960479736328,7.0,5.0,0.25,1.0,1.0,7,0
373,Mexico,North America,0,0,0,0,1,0,0,0,3.912023005428146,0.6931471805599453,0.0,Presidential,2.0,1.0,4.0,5.0,0.0,0.0,0.0,1.0,0.0,Mexico,500.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.5031000137329101,0.17959999084472655,0.5199999809265137,1.0,0.6127374768257141,0.0,51.0,2.0,0.0,13.0,2.0,3,0
12279,China,Asia,0,1,0,0,0,0,0,0,5.0106352940962555,0.0,0.0,Assembly-Elected President,1.0,1.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,China,2978.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3,0
374,Mexico,North America,1,0,0,0,1,0,0,0,5.857933154483459,4.0943445622221,0.6931471805599453,Presidential,2.0,1.0,4.0,5.0,0.0,0.0,0.0,1.0,0.0,Mexico,500.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.5031000137329101,0.17959999084472655,0.5199999809265137,1.0,0.6127374768257141,0.0,51.0,2.0,0.0,13.0,2.0,3,0
4815,Germany East,Europe,0,0,0,0,1,0,0,0,11.512925464970229,0.0,0.0,Presidential,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,Germany East,500.0,0.0,0.0,0.0,3.5,3.0,0.0,0.0,0.0,0.9993000030517578,0.0,1.0,1.0,1.1102230246251565e-16,1.1102230246251565e-16,1.0,1.0,1.0,1.0,1.0,0,1
13205,India,Asia,1,0,0,0,1,0,0,0,3.912023005428146,0.0,0.0,Parliamentary,1.0,1.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,India,525.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.3036999893188477,0.6057999801635742,0.5390475988388062,0.3706439137458801,0.7529135346412659,0.6315878629684448,41.0,6.0,0.6666666865348816,1.0,1.0,5,0
9758,Zimbabwe,Africa,0,0,0,0,1,0,0,0,4.605170185988092,0.6931471805599453,0.0,Presidential,3.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,Zimbabwe,100.0,0.0,1.0,0.0,7.0,7.0,0.0,0.0,0.0,0.7593000030517578,0.178700008392334,0.6399999856948853,1.0,0.5490909218788147,0.0,10.0,4.0,0.0,10.0,3.0,3,0
12802,Korea,Asia,0,0,0,0,0,0,1,0,6.214608098422191,0.0,0.0,Presidential,3.0,1.0,2.0,5.0,0.0,0.0,1.0,0.0,0.0,Korea,299.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,1.0,0.3395999908447266,0.6604000091552734,0.41806021332740784,1.0,0.7200735807418823,0.0,9.0,4.0,0.0,9.0,3.0,6,0
5033,Czech Republic,Europe,0,0,0,0,1,0,0,0,9.210340371976184,0.0,0.0,Assembly-Elected President,21.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,Czech Republic,201.0,0.0,1.0,0.0,4.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,21.0,1.0,0.0,21.0,21.0,3,1
2629,United Kingdom,Europe,0,1,0,0,0,0,0,0,4.605170185988092,0.0,0.0,Parliamentary,11.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,United Kingdom,645.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.42200000762939455,0.5770000076293945,0.5813953280448914,1.0,0.5351653695106506,1.1102230246251565e-16,60.0,4.0,0.0,11.0,11.0,7,0
12803,Korea,Asia,1,0,0,1,0,0,0,0,6.551080335043404,0.0,0.6931471805599453,Presidential,3.0,1.0,2.0,5.0,0.0,0.0,1.0,0.0,0.0,Korea,299.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,1.0,0.3395999908447266,0.6604000091552734,0.41806021332740784,1.0,0.7200735807418823,0.0,9.0,4.0,0.0,9.0,3.0,6,0
2447,Argentina,South America,0,0,0,1,0,0,0,0,4.605170185988092,1.0986122886681098,0.6931471805599453,Presidential,1.0,1.0,5.0,5.0,0.0,0.0,0.0,0.0,1.0,Argentina,252.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.44599998474121094,0.3840000152587891,0.5079365372657776,0.3468017578125,0.7142224907875061,0.6564960479736328,7.0,5.0,0.25,1.0,1.0,7,0
0,Canada,North America,0,1,0,0,1,0,0,0,6.907755278982137,0.0,0.0,Parliamentary,6.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,Canada,295.0,0.0,0.0,0.0,7.0,7.0,3.0,0.0,0.0,0.43009998321533205,0.5245999908447265,0.5709459185600281,1.0,0.5762253403663635,0.0,60.0,4.0,0.0,6.0,6.0,7,0
4816,Germany East,Europe,1,0,0,0,1,0,0,0,8.160232492367689,0.0,0.6931471805599453,Presidential,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,Germany East,500.0,0.0,0.0,0.0,3.5,3.0,0.0,0.0,0.0,0.9993000030517578,0.0,1.0,1.0,1.1102230246251565e-16,1.1102230246251565e-16,1.0,1.0,1.0,1.0,1.0,0,1
15023,Papua New Guinea,Oceania,0,0,1,0,0,0,0,0,3.912023005428146,0.6931471805599453,0.0,Parliamentary,2.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,Papua New Guinea,100.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.2539999961853027,0.665,0.47999998927116394,0.378472238779068,0.8641077876091003,0.6347517967224121,16.0,9.0,0.0,5.0,2.0,5,0
14861,Indonesia,Asia,0,0,0,0,1,0,0,0,4.605170185988092,0.0,0.0,Assembly-Elected President,23.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,Indonesia,362.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.730999984741211,0.15949999809265136,0.8259668350219727,1.0,0.28828760981559753,0.0,23.0,1.0,0.0,23.0,15.0,3,0
8708,Gabon,Africa,0,0,0,0,1,0,0,0,5.521460917862246,1.0986122886681098,0.0,Presidential,23.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,Gabon,120.0,0.0,1.0,0.0,4.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,23.0,1.0,0.0,23.0,23.0,2,1
13206,India,Asia,1,0,0,0,1,0,0,0,6.907755278982137,0.6931471805599453,0.6931471805599453,Parliamentary,1.0,1.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,India,525.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.3036999893188477,0.6057999801635742,0.5390475988388062,0.3706439137458801,0.7529135346412659,0.6315878629684448,41.0,6.0,0.6666666865348816,1.0,1.0,5,0
5656,Greece,Europe,0,1,0,0,0,0,0,0,3.912023005428146,0.0,0.0,Parliamentary,1.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,Greece,304.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,1.0,0.0,0.0,0.5328947305679321,1.0,0.5414061546325684,1.1102230246251565e-16,16.0,3.0,0.5,9.0,1.0,7,0
11332,Egypt,MENA,1,0,0,0,0,0,1,0,5.703782474656201,0.0,0.0,Assembly-Elected President,9.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,Egypt,448.0,0.0,1.0,0.0,6.0,6.0,0.0,0.0,0.0,0.6930000305175781,0.28399999618530275,0.7723214030265808,1.0,0.38922178745269775,0.0,14.0,2.0,0.0,12.0,9.0,3,0
4817,Germany East,Europe,0,0,0,0,1,0,0,0,3.912023005428146,0.0,1.0986122886681098,Presidential,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,Germany East,500.0,0.0,0.0,0.0,3.5,3.0,0.0,0.0,0.0,0.9993000030517578,0.0,1.0,1.0,1.1102230246251565e-16,1.1102230246251565e-16,1.0,1.0,1.0,1.0,1.0,0,1
13434,Pakistan,Asia,0,0,0,0,1,0,0,0,13.815510557964274,0.0,0.0,Parliamentary,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,Pakistan,205.0,0.0,1.0,0.0,7.0,7.0,0.0,0.0,1.0,0.3763000106811523,0.4919000244140625,0.4536585509777069,1.0,0.7173321843147278,0.0,2.0,5.0,0.0,2.0,2.0,7,0
4961,Hungary,Europe,0,1,0,0,0,1,0,0,9.903487552536127,0.0,0.0,Assembly-Elected President,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,Hungary,105.0,0.0,1.0,0.0,4.0,3.0,0.0,0.0,0.0,0.94,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,1
1110,Venezuela,South America,0,0,0,0,0,0,0,1,6.907755278982137,0.0,0.0,Presidential,2.0,1.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,Venezuela,201.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.4329999923706055,0.539000015258789,0.482587069272995,1.0,0.6482214331626892,0.0,32.0,5.0,0.0,7.0,2.0,6,0
4962,Hungary,Europe,0,0,0,0,1,0,0,0,3.912023005428146,0.0,0.6931471805599453,Assembly-Elected President,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,Hungary,105.0,0.0,1.0,0.0,4.0,3.0,0.0,0.0,0.0,0.94,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,7,0
13435,Pakistan,Asia,1,0,0,0,1,0,0,0,4.605170185988092,0.0,0.6931471805599453,Parliamentary,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,Pakistan,205.0,0.0,1.0,0.0,7.0,7.0,0.0,0.0,1.0,0.3763000106811523,0.4919000244140625,0.4536585509777069,1.0,0.7173321843147278,0.0,2.0,5.0,0.0,2.0,2.0,7,0
12804,Korea,Asia,1,0,0,0,1,0,0,0,6.907755278982137,0.0,1.0986122886681098,Presidential,3.0,1.0,2.0,5.0,0.0,0.0,1.0,0.0,0.0,Korea,299.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,1.0,0.3395999908447266,0.6604000091552734,0.41806021332740784,1.0,0.7200735807418823,0.0,9.0,4.0,0.0,9.0,3.0,6,0
7825,Niger,Africa,0,0,0,0,1,0,0,0,8.006367567650246,0.0,0.0,Assembly-Elected President,3.0,1.0,6.0,3.0,1.0,1.0,1.0,1.0,0.0,Niger,93.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.9951999664306641,0.0,1.0,1.0,0.0,0.0,3.0,1.0,0.0,3.0,3.0,1,1
4963,Hungary,Europe,0,0,1,0,0,0,0,0,9.615805480084347,0.0,1.0986122886681098,Assembly-Elected President,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,Hungary,105.0,0.0,1.0,0.0,4.0,3.0,0.0,0.0,0.0,0.94,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,7,0
12805,Korea,Asia,1,0,0,0,1,0,0,0,6.551080335043404,0.0,1.3862943611198906,Presidential,3.0,1.0,2.0,5.0,0.0,0.0,1.0,0.0,0.0,Korea,299.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,1.0,0.3395999908447266,0.6604000091552734,0.41806021332740784,1.0,0.7200735807418823,0.0,9.0,4.0,0.0,9.0,3.0,6,0
2630,United Kingdom,Europe,0,0,0,0,1,1,0,0,7.600902459542082,0.0,0.6931471805599453,Parliamentary,11.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,United Kingdom,645.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.42200000762939455,0.5770000076293945,0.5813953280448914,1.0,0.5351653695106506,1.1102230246251565e-16,60.0,4.0,0.0,11.0,11.0,7,0
7826,Niger,Africa,0,0,0,1,1,0,0,0,4.605170185988092,0.0,0.6931471805599453,Assembly-Elected President,3.0,1.0,6.0,3.0,1.0,1.0,1.0,1.0,0.0,Niger,93.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.9951999664306641,0.0,1.0,1.0,0.0,0.0,3.0,1.0,0.0,3.0,3.0,1,1
971,Colombia,South America,0,0,0,0,1,0,0,0,8.517193191416238,0.0,0.0,Presidential,4.0,1.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,Colombia,199.0,0.0,1.0,1.0,7.0,7.0,0.0,0.0,0.0,0.4779999923706055,0.4576000213623047,0.5025125741958618,1.0,0.5768235325813293,0.0,17.0,2.0,0.0,15.0,4.0,6,0
972,Colombia,South America,0,0,0,0,1,0,0,0,6.907755278982137,0.6931471805599453,0.6931471805599453,Presidential,4.0,1.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,Colombia,199.0,0.0,1.0,1.0,7.0,7.0,0.0,0.0,0.0,0.4779999923706055,0.4576000213623047,0.5025125741958618,1.0,0.5768235325813293,0.0,17.0,2.0,0.0,15.0,4.0,6,0
2631,United Kingdom,Europe,0,0,0,0,1,1,0,0,9.903487552536127,0.0,1.0986122886681098,Parliamentary,11.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,United Kingdom,645.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.42200000762939455,0.5770000076293945,0.5813953280448914,1.0,0.5351653695106506,1.1102230246251565e-16,60.0,4.0,0.0,11.0,11.0,7,0
1111,Venezuela,South America,1,0,0,0,1,0,0,0,6.907755278982137,0.0,0.6931471805599453,Presidential,2.0,1.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,Venezuela,201.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.4329999923706055,0.539000015258789,0.482587069272995,1.0,0.6482214331626892,0.0,32.0,5.0,0.0,7.0,2.0,6,0
10977,Iran,MENA,1,0,0,0,1,0,0,0,3.912023005428146,0.0,0.0,Presidential,1.0,1.0,3.0,3.0,1.0,1.0,0.0,1.0,0.0,Iran,270.0,0.0,0.0,0.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.3333333432674408,3.0,1.0,3,0
2448,Argentina,South America,0,0,0,0,1,0,0,0,9.615805480084347,0.0,1.0986122886681098,Presidential,1.0,1.0,5.0,5.0,0.0,0.0,0.0,0.0,1.0,Argentina,252.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.44599998474121094,0.3840000152587891,0.5079365372657776,0.3468017578125,0.7142224907875061,0.6564960479736328,7.0,5.0,0.25,1.0,1.0,7,0
7931,Cote D'Ivoire,Africa,0,0,0,0,1,0,1,0,5.703782474656201,1.0986122886681098,0.0,Presidential,30.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,Cote D'Ivoire,175.0,0.0,1.0,1.0,4.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,30.0,1.0,0.0,30.0,30.0,1,0
12647,Taiwan,Asia,1,0,0,0,1,0,0,0,4.248495242049359,0.0,0.0,Assembly-Elected President,2.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,Taiwan,276.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.600999984741211,0.28200000762939453,0.8949275612831116,1.0,0.1939130425453186,0.0,2.0,1.0,0.0,2.0,2.0,3,0
1112,Venezuela,South America,1,0,0,0,0,1,0,0,3.912023005428146,0.0,1.0986122886681098,Presidential,2.0,1.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,Venezuela,201.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.4329999923706055,0.539000015258789,0.482587069272995,1.0,0.6482214331626892,0.0,32.0,5.0,0.0,7.0,2.0,6,0
3638,Netherlands,Europe,0,0,0,0,1,0,0,0,3.912023005428146,0.0,0.0,Parliamentary,8.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,Netherlands,150.0,0.0,0.0,0.0,7.0,7.0,3.0,0.0,0.0,0.49900001525878906,0.48900001525878906,0.5066666603088379,0.5886426568031311,0.738556981086731,0.41684210300445557,60.0,4.0,0.0,13.0,8.0,7,0
2449,Argentina,South America,0,1,0,0,0,0,0,0,4.605170185988092,0.0,1.3862943611198906,Presidential,1.0,1.0,5.0,5.0,0.0,0.0,0.0,0.0,1.0,Argentina,252.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.44599998474121094,0.3840000152587891,0.5079365372657776,0.3468017578125,0.7142224907875061,0.6564960479736328,7.0,5.0,0.25,1.0,1.0,7,0
12648,Taiwan,Asia,0,0,0,0,1,0,0,0,5.298317366548036,3.332204510175204,0.6931471805599453,Assembly-Elected President,2.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,Taiwan,276.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.600999984741211,0.28200000762939453,0.8949275612831116,1.0,0.1939130425453186,0.0,2.0,1.0,0.0,2.0,2.0,3,0
13207,India,Asia,0,0,0,0,1,0,0,0,12.89921982609012,0.0,1.0986122886681098,Parliamentary,1.0,1.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,India,525.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.3036999893188477,0.6057999801635742,0.5390475988388062,0.3706439137458801,0.7529135346412659,0.6315878629684448,41.0,6.0,0.6666666865348816,1.0,1.0,5,0
7932,Cote D'Ivoire,Africa,0,0,0,0,1,0,0,0,5.298317366548036,0.0,0.6931471805599453,Presidential,30.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,Cote D'Ivoire,175.0,0.0,1.0,1.0,4.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,30.0,1.0,0.0,30.0,30.0,1,0
7933,Cote D'Ivoire,Africa,0,0,0,0,1,0,0,0,6.3080984415095305,0.0,1.0986122886681098,Presidential,30.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,Cote D'Ivoire,175.0,0.0,1.0,1.0,4.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,30.0,1.0,0.0,30.0,30.0,1,0
8709,Gabon,Africa,1,0,0,0,1,0,0,0,3.912023005428146,1.0986122886681098,0.6931471805599453,Presidential,23.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,Gabon,120.0,0.0,1.0,0.0,4.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,23.0,1.0,0.0,23.0,23.0,2,1
7684,Benin,Africa,0,1,0,0,0,0,0,0,3.912023005428146,0.6931471805599453,0.0,Presidential,18.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,Benin,196.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.8959999847412109,0.0,1.0,1.0,0.0,0.0,18.0,1.0,0.0,18.0,18.0,0,0
2632,United Kingdom,Europe,0,0,0,0,1,1,0,0,5.521460917862246,0.0,1.3862943611198906,Parliamentary,11.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,United Kingdom,645.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.42200000762939455,0.5770000076293945,0.5813953280448914,1.0,0.5351653695106506,1.1102230246251565e-16,60.0,4.0,0.0,11.0,11.0,7,0
2633,United Kingdom,Europe,0,0,0,0,1,1,0,0,5.298317366548036,0.0,1.6094379124341003,Parliamentary,11.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,United Kingdom,645.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.42200000762939455,0.5770000076293945,0.5813953280448914,1.0,0.5351653695106506,1.1102230246251565e-16,60.0,4.0,0.0,11.0,11.0,7,0
13208,India,Asia,1,0,0,0,1,0,0,0,3.912023005428146,0.0,1.3862943611198906,Parliamentary,1.0,1.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,India,525.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.3036999893188477,0.6057999801635742,0.5390475988388062,0.3706439137458801,0.7529135346412659,0.6315878629684448,41.0,6.0,0.6666666865348816,1.0,1.0,5,0
2634,United Kingdom,Europe,0,0,0,0,1,1,0,0,5.703782474656201,0.0,1.791759469228055,Parliamentary,11.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,United Kingdom,645.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.42200000762939455,0.5770000076293945,0.5813953280448914,1.0,0.5351653695106506,1.1102230246251565e-16,60.0,4.0,0.0,11.0,11.0,7,0
2635,United Kingdom,Europe,0,0,0,0,1,1,0,0,5.521460917862246,0.0,1.9459101490553132,Parliamentary,11.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,United Kingdom,645.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.42200000762939455,0.5770000076293945,0.5813953280448914,1.0,0.5351653695106506,1.1102230246251565e-16,60.0,4.0,0.0,11.0,11.0,7,0
2636,United Kingdom,Europe,0,0,0,0,1,1,0,0,7.090076835776092,0.0,2.0794415416798357,Parliamentary,11.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,United Kingdom,645.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.42200000762939455,0.5770000076293945,0.5813953280448914,1.0,0.5351653695106506,1.1102230246251565e-16,60.0,4.0,0.0,11.0,11.0,7,0
7934,Cote D'Ivoire,Africa,1,0,0,0,1,0,1,0,6.3080984415095305,0.0,1.3862943611198906,Presidential,30.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,Cote D'Ivoire,175.0,0.0,1.0,1.0,4.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,30.0,1.0,0.0,30.0,30.0,1,0
2637,United Kingdom,Europe,0,0,0,0,1,1,0,0,9.210340371976184,0.0,2.1972245773362196,Parliamentary,11.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,United Kingdom,645.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.42200000762939455,0.5770000076293945,0.5813953280448914,1.0,0.5351653695106506,1.1102230246251565e-16,60.0,4.0,0.0,11.0,11.0,7,0
4240,Switzerland,Europe,1,0,0,0,1,0,0,0,10.308952660644293,0.0,0.0,Parliamentary,4.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,Switzerland,207.0,0.0,0.0,0.0,7.0,7.0,3.0,0.0,0.0,0.725999984741211,0.245,0.7681159377098083,0.2638740539550781,0.8431810736656189,0.7407849431037903,60.0,3.0,0.0,17.0,4.0,7,0
2450,Argentina,South America,0,0,0,0,1,0,0,0,7.824046010856292,0.0,1.6094379124341003,Presidential,1.0,1.0,5.0,5.0,0.0,0.0,0.0,0.0,1.0,Argentina,252.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.44599998474121094,0.3840000152587891,0.5079365372657776,0.3468017578125,0.7142224907875061,0.6564960479736328,7.0,5.0,0.25,1.0,1.0,7,0
2638,United Kingdom,Europe,0,0,0,0,1,1,0,0,5.298317366548036,0.0,2.302585092994046,Parliamentary,11.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,United Kingdom,645.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.42200000762939455,0.5770000076293945,0.5813953280448914,1.0,0.5351653695106506,1.1102230246251565e-16,60.0,4.0,0.0,11.0,11.0,7,0
2639,United Kingdom,Europe,0,0,0,0,1,1,0,0,5.521460917862246,0.0,2.3978952727983707,Parliamentary,11.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,United Kingdom,645.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.42200000762939455,0.5770000076293945,0.5813953280448914,1.0,0.5351653695106506,1.1102230246251565e-16,60.0,4.0,0.0,11.0,11.0,7,0
2640,United Kingdom,Europe,0,0,0,0,1,1,0,0,5.298317366548036,0.0,2.4849066497880004,Parliamentary,11.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,United Kingdom,645.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.42200000762939455,0.5770000076293945,0.5813953280448914,1.0,0.5351653695106506,1.1102230246251565e-16,60.0,4.0,0.0,11.0,11.0,7,0
2641,United Kingdom,Europe,1,0,0,0,1,1,1,0,3.912023005428146,0.0,2.5649493574615367,Parliamentary,11.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,United Kingdom,645.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.42200000762939455,0.5770000076293945,0.5813953280448914,1.0,0.5351653695106506,1.1102230246251565e-16,60.0,4.0,0.0,11.0,11.0,7,0
2642,United Kingdom,Europe,1,0,0,0,1,1,0,0,3.912023005428146,0.0,2.6390573296152584,Parliamentary,11.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,United Kingdom,645.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.42200000762939455,0.5770000076293945,0.5813953280448914,1.0,0.5351653695106506,1.1102230246251565e-16,60.0,4.0,0.0,11.0,11.0,7,0
636,Honduras,Central America,0,1,0,0,1,0,0,0,10.308952660644293,0.0,0.0,Presidential,1.0,1.0,3.0,5.0,0.0,0.0,0.0,1.0,0.0,Honduras,128.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.5097999954223633,0.4507999801635742,0.5546875,1.0,0.5114419460296631,0.0,9.0,2.0,1.0,1.0,1.0,6,0
2643,United Kingdom,Europe,0,1,0,0,1,0,0,0,7.090076835776092,0.0,2.70805020110221,Parliamentary,11.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,United Kingdom,645.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.42200000762939455,0.5770000076293945,0.5813953280448914,1.0,0.5351653695106506,1.1102230246251565e-16,60.0,4.0,0.0,11.0,11.0,7,0
2644,United Kingdom,Europe,1,0,0,0,1,1,0,0,8.039157390473237,0.0,2.772588722239781,Parliamentary,11.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,United Kingdom,645.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.42200000762939455,0.5770000076293945,0.5813953280448914,1.0,0.5351653695106506,1.1102230246251565e-16,60.0,4.0,0.0,11.0,11.0,7,0
2645,United Kingdom,Europe,1,0,0,0,1,1,0,0,7.9724660159745655,0.0,2.833213344056216,Parliamentary,11.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,United Kingdom,645.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.42200000762939455,0.5770000076293945,0.5813953280448914,1.0,0.5351653695106506,1.1102230246251565e-16,60.0,4.0,0.0,11.0,11.0,7,0
