,country,region,protesterviolence,demand_labor-wage-dispute,demand_land-farm-issue,demand_police-brutality,demand_political-behavior/process,demand_price-increases/tax-policy,demand_removal-of-politician,demand_social-restrictions,participants_log,duration_days_log,protestnumber_log,system,yrsoffc,finittrm,yrcurnt,termlimit,reelect,multpl,military,defmin,execnat,execrel,totalseats,oppmajh,legelec,exelec,liec,eiec,gq,gqi,auton,numvote,oppvote,maj,herfgov,frac,govfrac,tensys_strict,checks,stabs_strict,tenlong_strict,tenshort_strict,xconst,target
4031,France,Europe,0,1,0,0,0,0,0,0,12.89921982609012,0.0,0.0,Parliamentary,3.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,France,580.0,0.0,0.0,0.0,7.0,7.0,2.0,1.0,1.0,0.3814999771118164,0.42330001831054687,0.5775862336158752,0.8772822618484497,0.6042101979255676,0.12308517098426819,80.0,4.0,0.0,8.0,3.0,7,0
9088,Kenya,Africa,0,1,0,0,0,0,0,0,6.907755278982137,0.0,2.6390573296152584,Presidential,8.0,1.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,Kenya,207.0,0.0,0.0,0.0,7.0,7.0,1.0,0.0,0.0,0.0,0.0,0.9951691031455994,0.28342124819755554,0.722778856754303,0.7200742959976196,18.0,3.0,0.0,8.0,3.0,7,0
9431,Burundi,Africa,1,0,0,0,1,0,0,0,3.912023005428146,0.0,0.6931471805599453,Presidential,5.0,1.0,0.0,3.0,1.0,1.0,0.0,1.0,1.0,Burundi,115.0,0.0,1.0,1.0,7.0,3.0,2.0,1.0,0.0,0.6790000152587891,0.2581999969482422,0.7043478488922119,0.6591982841491699,0.6090007424354553,0.345061719417572,5.0,1.0,0.0,5.0,5.0,6,0
14728,Malaysia,Asia,0,0,0,0,0,0,1,0,8.294049640102028,0.0,1.791759469228055,Parliamentary,1.0,1.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,Malaysia,222.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.5211999893188477,0.47189998626708984,0.630630612373352,1.0,0.5586809515953064,0.0,40.0,4.0,0.3333333432674408,6.0,1.0,5,0
6701,Russia,Europe,0,0,0,0,1,0,0,0,7.600902459542082,0.0,1.9459101490553132,Presidential,2.0,1.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,Russia,450.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,1.0,0.6430000305175781,0.2745000076293945,0.699999988079071,1.0,0.4799901247024536,0.0,19.0,2.0,0.0,7.0,2.0,4,0
10218,Namibia,Africa,0,1,0,0,0,0,0,0,4.8283137373023015,0.0,0.0,Presidential,6.0,1.0,4.0,3.0,0.0,1.0,0.0,0.0,1.0,Namibia,72.0,0.0,0.0,0.0,6.0,6.0,2.0,0.0,0.0,0.7526999664306641,0.23420000076293945,0.75,1.0,0.42816898226737976,0.0,20.0,1.0,0.0,20.0,6.0,5,0
10219,Namibia,Africa,0,1,0,0,0,0,0,0,4.8283137373023015,3.1780538303479458,0.6931471805599453,Presidential,6.0,1.0,4.0,3.0,0.0,1.0,0.0,0.0,1.0,Namibia,72.0,0.0,0.0,0.0,6.0,6.0,2.0,0.0,0.0,0.7526999664306641,0.23420000076293945,0.75,1.0,0.42816898226737976,0.0,20.0,1.0,0.0,20.0,6.0,5,0
14729,Malaysia,Asia,1,0,0,0,1,0,0,0,5.298317366548036,0.0,1.9459101490553132,Parliamentary,1.0,1.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,Malaysia,222.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.5211999893188477,0.47189998626708984,0.630630612373352,1.0,0.5586809515953064,0.0,40.0,4.0,0.3333333432674408,6.0,1.0,5,0
13311,India,Asia,0,0,0,0,1,0,0,0,4.605170185988092,0.0,0.6931471805599453,Parliamentary,6.0,1.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,India,543.0,0.0,0.0,0.0,7.0,7.0,1.0,0.0,0.0,0.0,0.0,0.4807339310646057,1.0,0.6614679098129272,0.0,61.0,4.0,0.5,6.0,1.0,7,0
4312,Spain,Europe,0,1,0,0,1,0,0,0,3.912023005428146,0.0,0.6931471805599453,Parliamentary,6.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,Spain,350.0,0.0,0.0,0.0,7.0,7.0,2.0,1.0,0.0,0.4386999893188477,0.52,0.4828571379184723,1.0,0.5736131072044373,0.0,33.0,4.0,0.0,6.0,6.0,7,0
8965,Uganda,Africa,0,0,0,0,0,0,1,0,3.912023005428146,0.0,1.3862943611198906,Presidential,25.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,Uganda,375.0,0.0,0.0,0.0,6.0,7.0,1.0,0.0,0.0,0.0,0.0,0.4442649483680725,1.0,0.6869258880615234,0.0,14.0,4.0,0.0,25.0,4.0,3,0
2623,Uruguay,South America,0,1,0,0,0,0,0,0,6.907755278982137,0.0,0.0,Presidential,1.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,Uruguay,99.0,0.0,0.0,0.0,7.0,7.0,2.0,0.0,0.0,0.0,0.0,0.5050504803657532,1.0,0.6297670602798462,1.1102230246251565e-16,26.0,2.0,1.0,6.0,1.0,7,0
12403,China,Asia,0,1,0,0,0,0,0,0,6.907755278982137,0.0,0.0,Assembly-Elected President,7.0,1.0,3.0,4.0,0.0,1.0,0.0,0.0,0.0,China,2987.0,0.0,0.0,0.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,7.0,1.0,0.0,7.0,7.0,3,0
4585,Germany,Europe,1,0,0,0,1,0,0,0,6.907755278982137,0.0,1.0986122886681098,Parliamentary,5.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,Germany,622.0,0.0,0.0,0.0,7.0,7.0,3.0,0.0,0.0,0.4836000061035156,0.45680000305175783,0.5337620377540588,0.5966939926147461,0.7492272257804871,0.40452444553375244,62.0,5.0,0.25,5.0,1.0,7,0
11056,Iran,MENA,0,0,0,0,1,0,0,0,3.912023005428146,0.0,0.6931471805599453,Presidential,5.0,1.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,Iran,290.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.6896551847457886,1.0,0.4958835244178772,0.0,21.0,3.0,0.0,6.0,5.0,2,0
9089,Kenya,Africa,0,0,0,0,1,0,0,0,4.605170185988092,0.0,2.70805020110221,Presidential,8.0,1.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,Kenya,207.0,0.0,0.0,0.0,7.0,7.0,1.0,0.0,0.0,0.0,0.0,0.9951691031455994,0.28342124819755554,0.722778856754303,0.7200742959976196,18.0,3.0,0.0,8.0,3.0,7,0
1808,Peru,South America,0,0,0,0,1,0,0,0,8.160518247477505,0.0,1.6094379124341003,Presidential,4.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,Peru,120.0,0.0,0.0,0.0,7.0,7.0,2.0,1.0,0.0,0.2059000015258789,0.6476999664306641,0.30000001192092896,1.0,0.7418766617774963,0.0,30.0,4.0,0.0,4.0,4.0,7,0
10066,South Africa,Africa,0,1,0,0,0,0,0,0,6.214608098422191,0.0,0.0,Assembly-Elected President,1.0,1.0,4.0,3.0,1.0,1.0,0.0,0.0,0.0,South Africa,400.0,0.0,0.0,0.0,7.0,7.0,2.0,0.0,1.0,0.667300033569336,0.3252000045776367,0.6700000166893005,0.9705947637557983,0.5296922326087952,0.0295153446495533,80.0,2.0,1.0,16.0,1.0,7,0
7499,Sweden,Europe,0,0,0,0,1,0,0,0,3.912023005428146,0.0,0.0,Parliamentary,4.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,Sweden,349.0,0.0,1.0,0.0,7.0,7.0,3.0,0.0,0.0,0.4823999786376953,0.4608000183105469,0.5100286602973938,0.36643102765083313,0.7611731290817261,0.6371484398841858,80.0,5.0,0.0,4.0,4.0,7,0
8347,Ghana,Africa,1,0,0,0,1,0,0,0,3.912023005428146,0.0,1.0986122886681098,Presidential,2.0,1.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,Ghana,229.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.49344977736473083,1.0,0.5320999026298523,0.0,18.0,3.0,0.0,2.0,2.0,6,0
6472,Romania,Europe,0,1,0,0,1,0,0,0,8.006367567650246,0.0,1.0986122886681098,Presidential,6.0,1.0,4.0,3.0,0.0,1.0,0.0,0.0,0.0,Romania,334.0,0.0,0.0,0.0,7.0,7.0,3.0,0.0,0.0,0.6545999908447265,0.2763999938964844,0.6856287717819214,0.5000095367431641,0.7219974398612976,0.5021833777427673,20.0,4.0,0.0,6.0,2.0,7,0
9090,Kenya,Africa,0,0,0,0,1,0,0,0,4.605170185988092,0.0,2.772588722239781,Presidential,8.0,1.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,Kenya,207.0,0.0,0.0,0.0,7.0,7.0,1.0,0.0,0.0,0.0,0.0,0.9951691031455994,0.28342124819755554,0.722778856754303,0.7200742959976196,18.0,3.0,0.0,8.0,3.0,7,0
9091,Kenya,Africa,0,0,0,0,1,0,0,0,3.912023005428146,0.0,2.833213344056216,Presidential,8.0,1.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,Kenya,207.0,0.0,0.0,0.0,7.0,7.0,1.0,0.0,0.0,0.0,0.0,0.9951691031455994,0.28342124819755554,0.722778856754303,0.7200742959976196,18.0,3.0,0.0,8.0,3.0,7,0
9910,Malawi,Africa,0,0,0,0,0,0,0,1,4.605170185988092,0.6931471805599453,0.0,Presidential,6.0,1.0,4.0,4.0,0.0,1.0,0.0,0.0,0.0,Malawi,185.0,0.0,0.0,0.0,7.0,7.0,3.0,0.0,0.0,0.0,0.0,0.6770833134651184,0.7614201307296753,0.6335078477859497,0.2404293417930603,16.0,3.0,0.0,6.0,1.0,6,0
1809,Peru,South America,0,0,0,0,1,0,0,0,3.912023005428146,0.0,1.791759469228055,Presidential,4.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,Peru,120.0,0.0,0.0,0.0,7.0,7.0,2.0,1.0,0.0,0.2059000015258789,0.6476999664306641,0.30000001192092896,1.0,0.7418766617774963,0.0,30.0,4.0,0.0,4.0,4.0,7,0
11262,Iraq,MENA,1,0,0,0,1,0,0,0,6.907755278982137,0.0,1.0986122886681098,Parliamentary,4.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,Iraq,275.0,0.0,1.0,0.0,7.0,7.0,1.0,1.0,1.0,0.8772999572753907,0.07440000057220458,0.9236363768577576,0.33075904846191406,0.7183642983436584,0.6718862056732178,5.0,3.0,0.0,5.0,4.0,-1,1
11263,Iraq,MENA,1,0,0,0,1,0,0,0,4.605170185988092,0.0,1.3862943611198906,Parliamentary,4.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,Iraq,275.0,0.0,1.0,0.0,7.0,7.0,1.0,1.0,1.0,0.8772999572753907,0.07440000057220458,0.9236363768577576,0.33075904846191406,0.7183642983436584,0.6718862056732178,5.0,3.0,0.0,5.0,4.0,-1,1
2990,United Kingdom,Europe,0,0,0,0,1,1,0,0,3.912023005428146,0.0,1.3862943611198906,Parliamentary,3.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,United Kingdom,645.0,0.0,1.0,0.0,7.0,7.0,3.0,0.0,0.0,0.35189998626708985,0.6480999755859375,0.5503876209259033,1.0,0.5941929817199707,0.0,80.0,3.0,0.0,13.0,3.0,7,0
12766,Taiwan,Asia,0,0,0,0,1,0,0,0,9.210340371976184,0.0,1.3862943611198906,Presidential,2.0,1.0,2.0,3.0,1.0,1.0,0.0,0.0,1.0,Taiwan,113.0,0.0,0.0,0.0,7.0,7.0,1.0,1.0,0.0,0.0,0.0,0.752212405204773,0.9094809889793396,0.4320480525493622,0.09159664064645767,14.0,3.0,0.0,2.0,2.0,7,0
13766,Bangladesh,Asia,1,0,0,0,1,0,0,0,6.907755278982137,0.0,0.0,Parliamentary,2.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,Bangladesh,296.0,0.0,0.0,0.0,6.0,7.0,1.0,1.0,0.0,0.0,0.0,0.8885135054588318,0.7755280137062073,0.3787047564983368,0.2253287136554718,2.0,3.0,0.0,2.0,2.0,5,0
13312,India,Asia,1,0,0,0,1,0,0,0,3.912023005428146,0.0,1.0986122886681098,Parliamentary,6.0,1.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,India,543.0,0.0,0.0,0.0,7.0,7.0,1.0,0.0,0.0,0.0,0.0,0.4807339310646057,1.0,0.6614679098129272,0.0,61.0,4.0,0.5,6.0,1.0,7,0
9092,Kenya,Africa,0,1,0,0,1,1,0,0,3.912023005428146,0.0,2.8903717578961645,Presidential,8.0,1.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,Kenya,207.0,0.0,0.0,0.0,7.0,7.0,1.0,0.0,0.0,0.0,0.0,0.9951691031455994,0.28342124819755554,0.722778856754303,0.7200742959976196,18.0,3.0,0.0,8.0,3.0,7,0
9093,Kenya,Africa,0,1,0,0,0,1,0,0,6.907755278982137,0.0,2.9444389791664403,Presidential,8.0,1.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,Kenya,207.0,0.0,0.0,0.0,7.0,7.0,1.0,0.0,0.0,0.0,0.0,0.9951691031455994,0.28342124819755554,0.722778856754303,0.7200742959976196,18.0,3.0,0.0,8.0,3.0,7,0
5809,Greece,Europe,1,1,0,0,1,1,0,0,9.210340371976184,0.0,3.4011973816621555,Parliamentary,1.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,Greece,300.0,0.0,0.0,1.0,7.0,7.0,0.0,0.0,1.0,0.4391999816894531,0.5125,0.5333333611488342,1.0,0.6163210272789001,0.0,36.0,3.0,1.0,1.0,1.0,7,0
9094,Kenya,Africa,0,1,0,0,1,1,0,0,3.912023005428146,0.0,2.995732273553991,Presidential,8.0,1.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,Kenya,207.0,0.0,0.0,0.0,7.0,7.0,1.0,0.0,0.0,0.0,0.0,0.9951691031455994,0.28342124819755554,0.722778856754303,0.7200742959976196,18.0,3.0,0.0,8.0,3.0,7,0
6702,Russia,Europe,1,0,1,0,1,0,0,0,4.605170185988092,0.0,2.0794415416798357,Presidential,2.0,1.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,Russia,450.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,1.0,0.6430000305175781,0.2745000076293945,0.699999988079071,1.0,0.4799901247024536,0.0,19.0,2.0,0.0,7.0,2.0,4,0
9095,Kenya,Africa,0,1,0,0,1,1,0,0,3.912023005428146,0.0,3.044522437723423,Presidential,8.0,1.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,Kenya,207.0,0.0,0.0,0.0,7.0,7.0,1.0,0.0,0.0,0.0,0.0,0.9951691031455994,0.28342124819755554,0.722778856754303,0.7200742959976196,18.0,3.0,0.0,8.0,3.0,7,0
13545,Pakistan,Asia,0,0,0,0,1,0,0,0,6.907755278982137,0.0,1.3862943611198906,Assembly-Elected President,2.0,1.0,3.0,4.0,1.0,1.0,0.0,0.0,0.0,Pakistan,336.0,0.0,0.0,0.0,7.0,7.0,1.0,1.0,1.0,0.0,0.0,0.2589285671710968,1.0,0.8753849864006042,0.0,2.0,4.0,0.0,2.0,2.0,5,0
13767,Bangladesh,Asia,1,0,0,0,1,0,0,0,4.0943445622221,0.0,0.6931471805599453,Parliamentary,2.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,Bangladesh,296.0,0.0,0.0,0.0,6.0,7.0,1.0,1.0,0.0,0.0,0.0,0.8885135054588318,0.7755280137062073,0.3787047564983368,0.2253287136554718,2.0,3.0,0.0,2.0,2.0,5,0
13313,India,Asia,1,0,0,0,0,1,0,0,6.907755278982137,0.0,1.3862943611198906,Parliamentary,6.0,1.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,India,543.0,0.0,0.0,0.0,7.0,7.0,1.0,0.0,0.0,0.0,0.0,0.4807339310646057,1.0,0.6614679098129272,0.0,61.0,4.0,0.5,6.0,1.0,7,0
13314,India,Asia,1,0,0,0,1,0,0,0,4.605170185988092,0.0,1.6094379124341003,Parliamentary,6.0,1.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,India,543.0,0.0,0.0,0.0,7.0,7.0,1.0,0.0,0.0,0.0,0.0,0.4807339310646057,1.0,0.6614679098129272,0.0,61.0,4.0,0.5,6.0,1.0,7,0
14050,Sri Lanka,Asia,0,0,0,0,1,0,0,0,4.605170185988092,0.0,0.6931471805599453,Presidential,5.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,Sri Lanka,225.0,0.0,1.0,1.0,7.0,7.0,0.0,0.0,0.0,0.45599998474121095,0.5259999847412109,0.46666666865348816,1.0,0.6405556201934814,0.0,63.0,4.0,0.0,6.0,5.0,5,0
11704,Yemen,MENA,1,0,0,1,0,0,0,0,3.912023005428146,0.0,1.6094379124341003,Presidential,32.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,Yemen,301.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.5800999832153321,0.28920000076293945,0.7574750781059265,1.0,0.40234771370887756,0.0,17.0,2.0,0.0,32.0,17.0,2,0
5810,Greece,Europe,0,1,0,0,1,1,0,0,9.392661928770137,0.0,3.4339872044851463,Parliamentary,1.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,Greece,300.0,0.0,0.0,1.0,7.0,7.0,0.0,0.0,1.0,0.4391999816894531,0.5125,0.5333333611488342,1.0,0.6163210272789001,0.0,36.0,3.0,1.0,1.0,1.0,7,0
14973,Indonesia,Asia,0,0,0,0,1,0,0,0,9.903487552536127,0.6931471805599453,1.0986122886681098,Presidential,6.0,1.0,4.0,3.0,0.0,1.0,1.0,0.0,0.0,Indonesia,548.0,0.0,0.0,0.0,7.0,7.0,2.0,1.0,0.0,0.0,0.0,0.7535714507102966,0.22947223484516144,0.8400225639343262,0.7723580002784729,11.0,3.0,0.3333333432674408,6.0,1.0,6,0
9096,Kenya,Africa,0,0,0,0,1,0,0,0,4.605170185988092,0.0,3.091042453358316,Presidential,8.0,1.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,Kenya,207.0,0.0,0.0,0.0,7.0,7.0,1.0,0.0,0.0,0.0,0.0,0.9951691031455994,0.28342124819755554,0.722778856754303,0.7200742959976196,18.0,3.0,0.0,8.0,3.0,7,0
9097,Kenya,Africa,1,0,0,0,0,1,0,0,4.605170185988092,0.0,3.1354942159291497,Presidential,8.0,1.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,Kenya,207.0,0.0,0.0,0.0,7.0,7.0,1.0,0.0,0.0,0.0,0.0,0.9951691031455994,0.28342124819755554,0.722778856754303,0.7200742959976196,18.0,3.0,0.0,8.0,3.0,7,0
10220,Namibia,Africa,1,1,0,0,1,0,0,0,3.912023005428146,3.044522437723423,1.0986122886681098,Presidential,6.0,1.0,4.0,3.0,0.0,1.0,0.0,0.0,1.0,Namibia,72.0,0.0,0.0,0.0,6.0,6.0,2.0,0.0,0.0,0.7526999664306641,0.23420000076293945,0.75,1.0,0.42816898226737976,0.0,20.0,1.0,0.0,20.0,6.0,5,0
2532,Argentina,South America,0,0,0,0,1,0,0,0,3.912023005428146,0.0,0.0,Presidential,3.0,1.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,Argentina,257.0,0.0,0.0,0.0,7.0,7.0,1.0,1.0,0.0,0.0,0.0,0.33852139115333557,1.0,0.8393265008926392,0.0,27.0,5.0,0.0,5.0,3.0,7,0
7661,Senegal,Africa,1,0,0,0,0,1,0,0,4.605170185988092,2.0794415416798357,1.0986122886681098,Presidential,10.0,1.0,4.0,3.0,1.0,1.0,0.0,0.0,0.0,Senegal,150.0,0.0,0.0,0.0,6.0,7.0,2.0,0.0,0.0,0.6920999908447265,0.30389999389648437,0.8733333349227905,1.0,0.23717622458934784,0.0,32.0,2.0,0.0,10.0,9.0,5,0
2533,Argentina,South America,0,0,0,0,1,0,0,0,6.907755278982137,0.0,0.6931471805599453,Presidential,3.0,1.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,Argentina,257.0,0.0,0.0,0.0,7.0,7.0,1.0,1.0,0.0,0.0,0.0,0.33852139115333557,1.0,0.8393265008926392,0.0,27.0,5.0,0.0,5.0,3.0,7,0
10221,Namibia,Africa,0,0,0,0,1,0,0,0,3.912023005428146,0.0,1.3862943611198906,Presidential,6.0,1.0,4.0,3.0,0.0,1.0,0.0,0.0,1.0,Namibia,72.0,0.0,0.0,0.0,6.0,6.0,2.0,0.0,0.0,0.7526999664306641,0.23420000076293945,0.75,1.0,0.42816898226737976,0.0,20.0,1.0,0.0,20.0,6.0,5,0
7700,Benin,Africa,0,0,0,0,1,0,0,0,11.512925464970229,0.0,0.0,Presidential,4.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,Benin,94.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.698924720287323,0.3885917067527771,0.7691912651062012,0.6209615468978882,19.0,3.0,0.0,4.0,3.0,5,0
13315,India,Asia,0,0,0,0,1,0,0,0,6.907755278982137,0.0,1.791759469228055,Parliamentary,6.0,1.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,India,543.0,0.0,0.0,0.0,7.0,7.0,1.0,0.0,0.0,0.0,0.0,0.4807339310646057,1.0,0.6614679098129272,0.0,61.0,4.0,0.5,6.0,1.0,7,0
1962,Brazil,South America,0,0,0,0,1,0,0,0,5.703782474656201,0.6931471805599453,1.6094379124341003,Presidential,8.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,Brazil,513.0,0.0,1.0,1.0,7.0,7.0,2.0,1.0,0.0,0.5881000137329102,0.36900001525878906,0.61208575963974,0.1850041151046753,0.8972606062889099,0.8175996541976929,25.0,5.0,0.0,8.0,8.0,6,0
12404,China,Asia,0,0,0,0,0,0,0,1,6.907755278982137,0.0,0.6931471805599453,Assembly-Elected President,7.0,1.0,3.0,4.0,0.0,1.0,0.0,0.0,0.0,China,2987.0,0.0,0.0,0.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,7.0,1.0,0.0,7.0,7.0,3,0
9098,Kenya,Africa,0,0,0,0,1,0,0,0,5.298317366548036,0.0,3.1780538303479458,Presidential,8.0,1.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,Kenya,207.0,0.0,0.0,0.0,7.0,7.0,1.0,0.0,0.0,0.0,0.0,0.9951691031455994,0.28342124819755554,0.722778856754303,0.7200742959976196,18.0,3.0,0.0,8.0,3.0,7,0
10222,Namibia,Africa,0,0,0,0,0,1,0,1,3.912023005428146,0.0,1.6094379124341003,Presidential,6.0,1.0,4.0,3.0,0.0,1.0,0.0,0.0,1.0,Namibia,72.0,0.0,0.0,0.0,6.0,6.0,2.0,0.0,0.0,0.7526999664306641,0.23420000076293945,0.75,1.0,0.42816898226737976,0.0,20.0,1.0,0.0,20.0,6.0,5,0
8966,Uganda,Africa,1,0,0,0,0,0,1,0,4.605170185988092,0.0,1.6094379124341003,Presidential,25.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,Uganda,375.0,0.0,0.0,0.0,6.0,7.0,1.0,0.0,0.0,0.0,0.0,0.4442649483680725,1.0,0.6869258880615234,0.0,14.0,4.0,0.0,25.0,4.0,3,0
10223,Namibia,Africa,0,1,0,0,1,0,0,1,4.605170185988092,0.0,1.791759469228055,Presidential,6.0,1.0,4.0,3.0,0.0,1.0,0.0,0.0,1.0,Namibia,72.0,0.0,0.0,0.0,6.0,6.0,2.0,0.0,0.0,0.7526999664306641,0.23420000076293945,0.75,1.0,0.42816898226737976,0.0,20.0,1.0,0.0,20.0,6.0,5,0
10224,Namibia,Africa,0,0,0,0,1,0,0,1,8.006367567650246,0.0,1.9459101490553132,Presidential,6.0,1.0,4.0,3.0,0.0,1.0,0.0,0.0,1.0,Namibia,72.0,0.0,0.0,0.0,6.0,6.0,2.0,0.0,0.0,0.7526999664306641,0.23420000076293945,0.75,1.0,0.42816898226737976,0.0,20.0,1.0,0.0,20.0,6.0,5,0
2162,Bolivia,South America,0,0,0,0,1,0,0,0,8.699514748210191,2.833213344056216,0.0,Presidential,5.0,1.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,Bolivia,130.0,0.0,0.0,0.0,7.0,7.0,2.0,1.0,0.0,0.0,0.0,0.6769230961799622,1.0,0.4635659158229828,0.0,25.0,2.0,0.0,5.0,5.0,6,0
13316,India,Asia,1,0,0,0,1,0,0,0,6.907755278982137,4.02535169073515,1.9459101490553132,Parliamentary,6.0,1.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,India,543.0,0.0,0.0,0.0,7.0,7.0,1.0,0.0,0.0,0.0,0.0,0.4807339310646057,1.0,0.6614679098129272,0.0,61.0,4.0,0.5,6.0,1.0,7,0
2391,Chile,South America,0,0,0,0,1,0,0,0,3.912023005428146,0.0,0.6931471805599453,Presidential,1.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,Chile,120.0,1.0,0.0,1.0,7.0,7.0,0.0,0.0,0.0,0.44360000610351563,0.4884000015258789,0.4749999940395355,1.0,0.5445378422737122,0.0,21.0,5.0,1.0,1.0,1.0,7,0
6703,Russia,Europe,0,0,1,0,0,0,0,0,4.605170185988092,0.0,2.1972245773362196,Presidential,2.0,1.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,Russia,450.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,1.0,0.6430000305175781,0.2745000076293945,0.699999988079071,1.0,0.4799901247024536,0.0,19.0,2.0,0.0,7.0,2.0,4,0
7662,Senegal,Africa,1,0,0,0,1,0,0,0,3.912023005428146,0.0,1.3862943611198906,Presidential,10.0,1.0,4.0,3.0,1.0,1.0,0.0,0.0,0.0,Senegal,150.0,0.0,0.0,0.0,6.0,7.0,2.0,0.0,0.0,0.6920999908447265,0.30389999389648437,0.8733333349227905,1.0,0.23717622458934784,0.0,32.0,2.0,0.0,10.0,9.0,5,0
10225,Namibia,Africa,0,0,1,0,1,1,0,0,3.912023005428146,0.0,2.0794415416798357,Presidential,6.0,1.0,4.0,3.0,0.0,1.0,0.0,0.0,1.0,Namibia,72.0,0.0,0.0,0.0,6.0,6.0,2.0,0.0,0.0,0.7526999664306641,0.23420000076293945,0.75,1.0,0.42816898226737976,0.0,20.0,1.0,0.0,20.0,6.0,5,0
11364,Egypt,MENA,0,0,0,1,0,0,0,0,6.907755278982137,0.0,1.0986122886681098,Presidential,29.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Egypt,432.0,0.0,1.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.7199074029922485,1.0,0.4820293188095093,0.0,34.0,2.0,0.0,32.0,29.0,3,1
12767,Taiwan,Asia,0,0,0,0,1,0,0,0,6.396929655216146,0.0,1.6094379124341003,Presidential,2.0,1.0,2.0,3.0,1.0,1.0,0.0,0.0,1.0,Taiwan,113.0,0.0,0.0,0.0,7.0,7.0,1.0,1.0,0.0,0.0,0.0,0.752212405204773,0.9094809889793396,0.4320480525493622,0.09159664064645767,14.0,3.0,0.0,2.0,2.0,7,0
