countryn,cow,vdem,year,male_suffrage,female_suffrage,executive_elections,legislative_elections,multi-party_legislative_elections,competitive_elections,lexical_index,political_liberties,lexical_index_plus,democratic_transition,transition_type,democratic_breakdown,breakdown_type,turnover_period,turnover_event,two_turnover_period,sovereign
United States,2,20,1789,0,0,1,1,1,1,4,0,4,1,3,0,0,0,0,0,1
United States,2,20,1790,0,0,1,1,1,1,4,0,4,0,0,0,0,0,0,0,1
United States,2,20,1791,0,0,1,1,1,1,4,0,4,0,0,0,0,0,0,0,1
United States,2,20,1792,0,0,1,1,1,1,4,0,4,0,0,0,0,0,0,0,1
United States,2,20,1793,0,0,1,1,1,1,4,0,4,0,0,0,0,0,0,0,1
United States,2,20,1794,0,0,1,1,1,1,4,0,4,0,0,0,0,0,0,0,1
United States,2,20,1795,0,0,1,1,1,1,4,0,4,0,0,0,0,0,0,0,1
United States,2,20,1796,0,0,1,1,1,1,4,0,4,0,0,0,0,0,0,0,1
United States,2,20,1797,0,0,1,1,1,1,4,0,4,0,0,0,0,0,0,0,1
United States,2,20,1798,0,0,1,1,1,1,4,0,4,0,0,0,0,0,0,0,1
United States,2,20,1799,0,0,1,1,1,1,4,0,4,0,0,0,0,0,0,0,1
United States,2,20,1800,0,0,1,1,1,1,4,0,4,0,0,0,0,1,1,0,1
United States,2,20,1801,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,0,1
United States,2,20,1802,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,0,1
United States,2,20,1803,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,0,1
United States,2,20,1804,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,0,1
United States,2,20,1805,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,0,1
United States,2,20,1806,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,0,1
United States,2,20,1807,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,0,1
United States,2,20,1808,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,0,1
United States,2,20,1809,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,0,1
United States,2,20,1810,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,0,1
United States,2,20,1811,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,0,1
United States,2,20,1812,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,0,1
United States,2,20,1813,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,0,1
United States,2,20,1814,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,0,1
United States,2,20,1815,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,0,1
United States,2,20,1816,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,0,1
United States,2,20,1817,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,0,1
United States,2,20,1818,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,0,1
United States,2,20,1819,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,0,1
United States,2,20,1820,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,0,1
United States,2,20,1821,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,0,1
United States,2,20,1822,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,0,1
United States,2,20,1823,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,0,1
United States,2,20,1824,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,0,1
United States,2,20,1825,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,0,1
United States,2,20,1826,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,0,1
United States,2,20,1827,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,0,1
United States,2,20,1828,0,0,1,1,1,1,4,0,4,0,0,0,0,1,1,1,1
United States,2,20,1829,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,1,1
United States,2,20,1830,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,1,1
United States,2,20,1831,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,1,1
United States,2,20,1832,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,1,1
United States,2,20,1833,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,1,1
United States,2,20,1834,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,1,1
United States,2,20,1835,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,1,1
United States,2,20,1836,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,1,1
United States,2,20,1837,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,1,1
United States,2,20,1838,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,1,1
United States,2,20,1839,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,1,1
United States,2,20,1840,0,0,1,1,1,1,4,0,4,0,0,0,0,1,1,1,1
United States,2,20,1841,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,1,1
United States,2,20,1842,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,1,1
United States,2,20,1843,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,1,1
United States,2,20,1844,0,0,1,1,1,1,4,0,4,0,0,0,0,1,1,1,1
United States,2,20,1845,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,1,1
United States,2,20,1846,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,1,1
United States,2,20,1847,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,1,1
United States,2,20,1848,0,0,1,1,1,1,4,0,4,0,0,0,0,1,1,1,1
United States,2,20,1849,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,1,1
United States,2,20,1850,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,1,1
United States,2,20,1851,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,1,1
United States,2,20,1852,0,0,1,1,1,1,4,0,4,0,0,0,0,1,1,1,1
United States,2,20,1853,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,1,1
United States,2,20,1854,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,1,1
United States,2,20,1855,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,1,1
United States,2,20,1856,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,1,1
United States,2,20,1857,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,1,1
United States,2,20,1858,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,1,1
United States,2,20,1859,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,1,1
United States,2,20,1860,0,0,1,1,1,1,4,0,4,0,0,0,0,1,1,1,1
United States,2,20,1861,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,1,1
United States,2,20,1862,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,1,1
United States,2,20,1863,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,1,1
United States,2,20,1864,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,1,1
United States,2,20,1865,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,1,1
United States,2,20,1866,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,1,1
United States,2,20,1867,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,1,1
United States,2,20,1868,0,0,1,1,1,1,4,0,4,0,0,0,0,1,1,1,1
United States,2,20,1869,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,1,1
United States,2,20,1870,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,1,1
United States,2,20,1871,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,1,1
United States,2,20,1872,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,1,1
United States,2,20,1873,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,1,1
United States,2,20,1874,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,1,1
United States,2,20,1875,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,1,1
United States,2,20,1876,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,1,1
United States,2,20,1877,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,1,1
United States,2,20,1878,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,1,1
United States,2,20,1879,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,1,1
United States,2,20,1880,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,1,1
United States,2,20,1881,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,1,1
United States,2,20,1882,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,1,1
United States,2,20,1883,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,1,1
United States,2,20,1884,0,0,1,1,1,1,4,0,4,0,0,0,0,1,1,1,1
United States,2,20,1885,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,1,1
United States,2,20,1886,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,1,1
United States,2,20,1887,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,1,1
United States,2,20,1888,0,0,1,1,1,1,4,0,4,0,0,0,0,1,1,1,1
United States,2,20,1889,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,1,1
United States,2,20,1890,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,1,1
United States,2,20,1891,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,1,1
United States,2,20,1892,0,0,1,1,1,1,4,0,4,0,0,0,0,1,1,1,1
United States,2,20,1893,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,1,1
United States,2,20,1894,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,1,1
United States,2,20,1895,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,1,1
United States,2,20,1896,0,0,1,1,1,1,4,0,4,0,0,0,0,1,1,1,1
United States,2,20,1897,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,1,1
United States,2,20,1898,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,1,1
United States,2,20,1899,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,1,1
United States,2,20,1900,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,1,1
United States,2,20,1901,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,1,1
United States,2,20,1902,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,1,1
United States,2,20,1903,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,1,1
United States,2,20,1904,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,1,1
United States,2,20,1905,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,1,1
United States,2,20,1906,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,1,1
United States,2,20,1907,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,1,1
United States,2,20,1908,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,1,1
United States,2,20,1909,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,1,1
United States,2,20,1910,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,1,1
United States,2,20,1911,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,1,1
United States,2,20,1912,0,0,1,1,1,1,4,0,4,0,0,0,0,1,1,1,1
United States,2,20,1913,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,1,1
United States,2,20,1914,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,1,1
United States,2,20,1915,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,1,1
United States,2,20,1916,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,1,1
United States,2,20,1917,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,1,1
United States,2,20,1918,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,1,1
United States,2,20,1919,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,1,1
United States,2,20,1920,0,0,1,1,1,1,4,0,4,0,0,0,0,1,1,1,1
United States,2,20,1921,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,1,1
United States,2,20,1922,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,1,1
United States,2,20,1923,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,1,1
United States,2,20,1924,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,1,1
United States,2,20,1925,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,1,1
United States,2,20,1926,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,1,1
United States,2,20,1927,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,1,1
United States,2,20,1928,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,1,1
United States,2,20,1929,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,1,1
United States,2,20,1930,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,1,1
United States,2,20,1931,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,1,1
United States,2,20,1932,0,0,1,1,1,1,4,0,4,0,0,0,0,1,1,1,1
United States,2,20,1933,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,1,1
United States,2,20,1934,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,1,1
United States,2,20,1935,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,1,1
United States,2,20,1936,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,1,1
United States,2,20,1937,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,1,1
United States,2,20,1938,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,1,1
United States,2,20,1939,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,1,1
United States,2,20,1940,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,1,1
United States,2,20,1941,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,1,1
United States,2,20,1942,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,1,1
United States,2,20,1943,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,1,1
United States,2,20,1944,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,1,1
United States,2,20,1945,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,1,1
United States,2,20,1946,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,1,1
United States,2,20,1947,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,1,1
United States,2,20,1948,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,1,1
United States,2,20,1949,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,1,1
United States,2,20,1950,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,1,1
United States,2,20,1951,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,1,1
United States,2,20,1952,0,0,1,1,1,1,4,0,4,0,0,0,0,1,1,1,1
United States,2,20,1953,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,1,1
United States,2,20,1954,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,1,1
United States,2,20,1955,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,1,1
United States,2,20,1956,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,1,1
United States,2,20,1957,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,1,1
United States,2,20,1958,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,1,1
United States,2,20,1959,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,1,1
United States,2,20,1960,0,0,1,1,1,1,4,0,4,0,0,0,0,1,1,1,1
United States,2,20,1961,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,1,1
United States,2,20,1962,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,1,1
United States,2,20,1963,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,1,1
United States,2,20,1964,0,0,1,1,1,1,4,1,4,0,0,0,0,1,0,1,1
United States,2,20,1965,1,1,1,1,1,1,6,1,7,0,0,0,0,1,0,1,1
United States,2,20,1966,1,1,1,1,1,1,6,1,7,0,0,0,0,1,0,1,1
United States,2,20,1967,1,1,1,1,1,1,6,1,7,0,0,0,0,1,0,1,1
United States,2,20,1968,1,1,1,1,1,1,6,1,7,0,0,0,0,1,1,1,1
United States,2,20,1969,1,1,1,1,1,1,6,1,7,0,0,0,0,1,0,1,1
United States,2,20,1970,1,1,1,1,1,1,6,1,7,0,0,0,0,1,0,1,1
United States,2,20,1971,1,1,1,1,1,1,6,1,7,0,0,0,0,1,0,1,1
United States,2,20,1972,1,1,1,1,1,1,6,1,7,0,0,0,0,1,0,1,1
United States,2,20,1973,1,1,1,1,1,1,6,1,7,0,0,0,0,1,0,1,1
United States,2,20,1974,1,1,1,1,1,1,6,1,7,0,0,0,0,1,0,1,1
United States,2,20,1975,1,1,1,1,1,1,6,1,7,0,0,0,0,1,0,1,1
United States,2,20,1976,1,1,1,1,1,1,6,1,7,0,0,0,0,1,1,1,1
United States,2,20,1977,1,1,1,1,1,1,6,1,7,0,0,0,0,1,0,1,1
United States,2,20,1978,1,1,1,1,1,1,6,1,7,0,0,0,0,1,0,1,1
United States,2,20,1979,1,1,1,1,1,1,6,1,7,0,0,0,0,1,0,1,1
United States,2,20,1980,1,1,1,1,1,1,6,1,7,0,0,0,0,1,1,1,1
United States,2,20,1981,1,1,1,1,1,1,6,1,7,0,0,0,0,1,0,1,1
United States,2,20,1982,1,1,1,1,1,1,6,1,7,0,0,0,0,1,0,1,1
United States,2,20,1983,1,1,1,1,1,1,6,1,7,0,0,0,0,1,0,1,1
United States,2,20,1984,1,1,1,1,1,1,6,1,7,0,0,0,0,1,0,1,1
United States,2,20,1985,1,1,1,1,1,1,6,1,7,0,0,0,0,1,0,1,1
United States,2,20,1986,1,1,1,1,1,1,6,1,7,0,0,0,0,1,0,1,1
United States,2,20,1987,1,1,1,1,1,1,6,1,7,0,0,0,0,1,0,1,1
United States,2,20,1988,1,1,1,1,1,1,6,1,7,0,0,0,0,1,0,1,1
United States,2,20,1989,1,1,1,1,1,1,6,1,7,0,0,0,0,1,0,1,1
United States,2,20,1990,1,1,1,1,1,1,6,1,7,0,0,0,0,1,0,1,1
United States,2,20,1991,1,1,1,1,1,1,6,1,7,0,0,0,0,1,0,1,1
United States,2,20,1992,1,1,1,1,1,1,6,1,7,0,0,0,0,1,1,1,1
United States,2,20,1993,1,1,1,1,1,1,6,1,7,0,0,0,0,1,0,1,1
United States,2,20,1994,1,1,1,1,1,1,6,1,7,0,0,0,0,1,0,1,1
United States,2,20,1995,1,1,1,1,1,1,6,1,7,0,0,0,0,1,0,1,1
United States,2,20,1996,1,1,1,1,1,1,6,1,7,0,0,0,0,1,0,1,1
United States,2,20,1997,1,1,1,1,1,1,6,1,7,0,0,0,0,1,0,1,1
United States,2,20,1998,1,1,1,1,1,1,6,1,7,0,0,0,0,1,0,1,1
United States,2,20,1999,1,1,1,1,1,1,6,1,7,0,0,0,0,1,0,1,1
United States,2,20,2000,1,1,1,1,1,1,6,1,7,0,0,0,0,1,1,1,1
United States,2,20,2001,1,1,1,1,1,1,6,1,7,0,0,0,0,1,0,1,1
United States,2,20,2002,1,1,1,1,1,1,6,1,7,0,0,0,0,1,0,1,1
United States,2,20,2003,1,1,1,1,1,1,6,1,7,0,0,0,0,1,0,1,1
United States,2,20,2004,1,1,1,1,1,1,6,1,7,0,0,0,0,1,0,1,1
United States,2,20,2005,1,1,1,1,1,1,6,1,7,0,0,0,0,1,0,1,1
United States,2,20,2006,1,1,1,1,1,1,6,1,7,0,0,0,0,1,0,1,1
United States,2,20,2007,1,1,1,1,1,1,6,1,7,0,0,0,0,1,0,1,1
United States,2,20,2008,1,1,1,1,1,1,6,1,7,0,0,0,0,1,1,1,1
United States,2,20,2009,1,1,1,1,1,1,6,1,7,0,0,0,0,1,0,1,1
United States,2,20,2010,1,1,1,1,1,1,6,1,7,0,0,0,0,1,0,1,1
United States,2,20,2011,1,1,1,1,1,1,6,1,7,0,0,0,0,1,0,1,1
United States,2,20,2012,1,1,1,1,1,1,6,1,7,0,0,0,0,1,0,1,1
United States,2,20,2013,1,1,1,1,1,1,6,1,7,0,0,0,0,1,0,1,1
United States,2,20,2014,1,1,1,1,1,1,6,1,7,0,0,0,0,1,0,1,1
United States,2,20,2015,1,1,1,1,1,1,6,1,7,0,0,0,0,1,0,1,1
United States,2,20,2016,1,1,1,1,1,1,6,1,7,0,0,0,0,1,1,1,1
United States,2,20,2017,1,1,1,1,1,1,6,1,7,0,0,0,0,1,0,1,1
United States,2,20,2018,1,1,1,1,1,1,6,1,7,0,0,0,0,1,0,1,1
United States,2,20,2019,1,1,1,1,1,1,6,1,7,0,0,0,0,1,0,1,1
United States,2,20,2020,1,1,1,1,1,1,6,1,7,0,0,0,0,1,1,1,1
United States,2,20,2021,1,1,1,1,1,1,6,1,7,0,0,0,0,1,0,1,1
Canada,20,66,1841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Canada,20,66,1842,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,0
Canada,20,66,1843,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,0
Canada,20,66,1844,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,0
Canada,20,66,1845,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,0
Canada,20,66,1846,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,0
Canada,20,66,1847,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,0
Canada,20,66,1848,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,0
Canada,20,66,1849,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,0
Canada,20,66,1850,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,0
Canada,20,66,1851,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,0
Canada,20,66,1852,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,0
Canada,20,66,1853,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,0
Canada,20,66,1854,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,0
Canada,20,66,1855,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,0
Canada,20,66,1856,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,0
Canada,20,66,1857,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,0
Canada,20,66,1858,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,0
Canada,20,66,1859,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,0
Canada,20,66,1860,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,0
Canada,20,66,1861,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,0
Canada,20,66,1862,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,0
Canada,20,66,1863,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,0
Canada,20,66,1864,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,0
Canada,20,66,1865,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,0
Canada,20,66,1866,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,0
Canada,20,66,1867,0,0,1,1,1,1,4,0,4,1,2,0,0,0,0,0,1
Canada,20,66,1868,0,0,1,1,1,1,4,0,4,0,0,0,0,0,0,0,1
Canada,20,66,1869,0,0,1,1,1,1,4,0,4,0,0,0,0,0,0,0,1
Canada,20,66,1870,0,0,1,1,1,1,4,0,4,0,0,0,0,0,0,0,1
Canada,20,66,1871,0,0,1,1,1,1,4,0,4,0,0,0,0,0,0,0,1
Canada,20,66,1872,0,0,1,1,1,1,4,0,4,0,0,0,0,0,0,0,1
Canada,20,66,1873,0,0,1,1,1,1,4,0,4,0,0,0,0,0,0,0,1
Canada,20,66,1874,0,0,1,1,1,1,4,0,4,0,0,0,0,1,1,0,1
Canada,20,66,1875,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,0,1
Canada,20,66,1876,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,0,1
Canada,20,66,1877,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,0,1
Canada,20,66,1878,0,0,1,1,1,1,4,0,4,0,0,0,0,1,1,1,1
Canada,20,66,1879,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,1,1
Canada,20,66,1880,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,1,1
Canada,20,66,1881,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,1,1
Canada,20,66,1882,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,1,1
Canada,20,66,1883,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,1,1
Canada,20,66,1884,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,1,1
Canada,20,66,1885,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,1,1
Canada,20,66,1886,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,1,1
Canada,20,66,1887,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,1,1
Canada,20,66,1888,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,1,1
Canada,20,66,1889,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,1,1
Canada,20,66,1890,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,1,1
Canada,20,66,1891,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,1,1
Canada,20,66,1892,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,1,1
Canada,20,66,1893,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,1,1
Canada,20,66,1894,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,1,1
Canada,20,66,1895,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,1,1
Canada,20,66,1896,0,0,1,1,1,1,4,0,4,0,0,0,0,1,1,1,1
Canada,20,66,1897,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,1,1
Canada,20,66,1898,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,1,1
Canada,20,66,1899,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,1,1
Canada,20,66,1900,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,1,1
Canada,20,66,1901,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,1,1
Canada,20,66,1902,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,1,1
Canada,20,66,1903,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,1,1
Canada,20,66,1904,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,1,1
Canada,20,66,1905,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,1,1
Canada,20,66,1906,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,1,1
Canada,20,66,1907,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,1,1
Canada,20,66,1908,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,1,1
Canada,20,66,1909,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,1,1
Canada,20,66,1910,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,1,1
Canada,20,66,1911,0,0,1,1,1,1,4,0,4,0,0,0,0,1,1,1,1
Canada,20,66,1912,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,1,1
Canada,20,66,1913,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,1,1
Canada,20,66,1914,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,1,1
Canada,20,66,1915,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,1,1
Canada,20,66,1916,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,1,1
Canada,20,66,1917,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,1,1
Canada,20,66,1918,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,1,1
Canada,20,66,1919,0,0,1,1,1,1,4,0,4,0,0,0,0,1,0,1,1
Canada,20,66,1920,1,1,1,1,1,1,6,0,6,0,0,0,0,1,0,1,1
