countryn,cow,vdem,year,male_suffrage,female_suffrage,executive_elections,legislative_elections,multi-party_legislative_elections,competitive_elections,lexical_index,political_liberties,lexical_index_plus,democratic_transition,transition_type,democratic_breakdown,breakdown_type,turnover_period,turnover_event,two_turnover_period,sovereign
Brunswick,242,363,1859,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,1
Brunswick,242,363,1860,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,1
Brunswick,242,363,1861,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,1
Brunswick,242,363,1862,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,1
Brunswick,242,363,1863,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,1
Brunswick,242,363,1864,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,1
Brunswick,242,363,1865,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,1
Brunswick,242,363,1866,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,1
Brunswick,242,363,1867,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,1
Bavaria,245,350,1789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Bavaria,245,350,1790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Bavaria,245,350,1791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Bavaria,245,350,1792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Bavaria,245,350,1793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Bavaria,245,350,1794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Bavaria,245,350,1795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Bavaria,245,350,1796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Bavaria,245,350,1797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Bavaria,245,350,1798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Bavaria,245,350,1799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Bavaria,245,350,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Bavaria,245,350,1801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Bavaria,245,350,1802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Bavaria,245,350,1803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Bavaria,245,350,1804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Bavaria,245,350,1805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Bavaria,245,350,1806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Bavaria,245,350,1807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Bavaria,245,350,1808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Bavaria,245,350,1809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Bavaria,245,350,1810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Bavaria,245,350,1811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Bavaria,245,350,1812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Bavaria,245,350,1813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Bavaria,245,350,1814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Bavaria,245,350,1815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Bavaria,245,350,1816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Bavaria,245,350,1817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Bavaria,245,350,1818,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,1
Bavaria,245,350,1819,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,1
Bavaria,245,350,1820,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,1
Bavaria,245,350,1821,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,1
Bavaria,245,350,1822,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,1
Bavaria,245,350,1823,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,1
Bavaria,245,350,1824,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,1
Bavaria,245,350,1825,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,1
Bavaria,245,350,1826,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,1
Bavaria,245,350,1827,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,1
Bavaria,245,350,1828,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,1
Bavaria,245,350,1829,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,1
Bavaria,245,350,1830,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,1
Bavaria,245,350,1831,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,1
Bavaria,245,350,1832,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,1
Bavaria,245,350,1833,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,1
Bavaria,245,350,1834,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,1
Bavaria,245,350,1835,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,1
Bavaria,245,350,1836,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,1
Bavaria,245,350,1837,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,1
Bavaria,245,350,1838,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,1
Bavaria,245,350,1839,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,1
Bavaria,245,350,1840,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,1
Bavaria,245,350,1841,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,1
Bavaria,245,350,1842,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,1
Bavaria,245,350,1843,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,1
Bavaria,245,350,1844,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,1
Bavaria,245,350,1845,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,1
Bavaria,245,350,1846,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,1
Bavaria,245,350,1847,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,1
Bavaria,245,350,1848,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,1
Bavaria,245,350,1849,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,1
Bavaria,245,350,1850,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,1
Bavaria,245,350,1851,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,1
Bavaria,245,350,1852,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,1
Bavaria,245,350,1853,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,1
Bavaria,245,350,1854,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,1
Bavaria,245,350,1855,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,1
Bavaria,245,350,1856,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,1
Bavaria,245,350,1857,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,1
Bavaria,245,350,1858,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,1
Bavaria,245,350,1859,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,1
Bavaria,245,350,1860,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,1
Bavaria,245,350,1861,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,1
Bavaria,245,350,1862,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,1
Bavaria,245,350,1863,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,1
Bavaria,245,350,1864,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,1
Bavaria,245,350,1865,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,1
Bavaria,245,350,1866,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,1
Bavaria,245,350,1867,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,1
Bavaria,245,350,1868,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,1
Bavaria,245,350,1869,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,1
Bavaria,245,350,1870,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,1
Germany,255,77,1867,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,1
Germany,255,77,1868,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,1
Germany,255,77,1869,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,1
Germany,255,77,1870,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,1
Germany,255,77,1871,1,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,1
Germany,255,77,1872,1,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,1
Germany,255,77,1873,1,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,1
Germany,255,77,1874,1,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,1
Germany,255,77,1875,1,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,1
Germany,255,77,1876,1,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,1
Germany,255,77,1877,1,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,1
Germany,255,77,1878,1,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,1
Germany,255,77,1879,1,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,1
Germany,255,77,1880,1,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,1
Germany,255,77,1881,1,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,1
Germany,255,77,1882,1,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,1
Germany,255,77,1883,1,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,1
Germany,255,77,1884,1,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,1
Germany,255,77,1885,1,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,1
Germany,255,77,1886,1,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,1
Germany,255,77,1887,1,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,1
Germany,255,77,1888,1,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,1
Germany,255,77,1889,1,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,1
Germany,255,77,1890,1,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,1
Germany,255,77,1891,1,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,1
Germany,255,77,1892,1,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,1
Germany,255,77,1893,1,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,1
Germany,255,77,1894,1,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,1
Germany,255,77,1895,1,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,1
Germany,255,77,1896,1,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,1
Germany,255,77,1897,1,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,1
Germany,255,77,1898,1,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,1
Germany,255,77,1899,1,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,1
Germany,255,77,1900,1,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,1
Germany,255,77,1901,1,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,1
Germany,255,77,1902,1,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,1
Germany,255,77,1903,1,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,1
Germany,255,77,1904,1,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,1
Germany,255,77,1905,1,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,1
Germany,255,77,1906,1,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,1
Germany,255,77,1907,1,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,1
Germany,255,77,1908,1,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,1
Germany,255,77,1909,1,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,1
Germany,255,77,1910,1,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,1
Germany,255,77,1911,1,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,1
Germany,255,77,1912,1,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,1
Germany,255,77,1913,1,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,1
Germany,255,77,1914,1,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,1
Germany,255,77,1915,1,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,1
Germany,255,77,1916,1,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,1
Germany,255,77,1917,1,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,1
Germany,255,77,1918,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Germany,255,77,1919,1,1,1,1,1,1,6,0,6,1,3,0,0,0,0,0,1
Germany,255,77,1920,1,1,1,1,1,1,6,0,6,0,0,0,0,1,1,0,1
Germany,255,77,1921,1,1,1,1,1,1,6,0,6,0,0,0,0,1,0,0,1
Germany,255,77,1922,1,1,1,1,1,1,6,0,6,0,0,0,0,1,0,0,1
Germany,255,77,1923,1,1,1,1,1,1,6,0,6,0,0,0,0,1,0,0,1
Germany,255,77,1924,1,1,1,1,1,1,6,0,6,0,0,0,0,1,0,0,1
Germany,255,77,1925,1,1,1,1,1,1,6,0,6,0,0,0,0,1,0,0,1
Germany,255,77,1926,1,1,1,1,1,1,6,0,6,0,0,0,0,1,0,0,1
Germany,255,77,1927,1,1,1,1,1,1,6,0,6,0,0,0,0,1,0,0,1
Germany,255,77,1928,1,1,1,1,1,1,6,0,6,0,0,0,0,1,1,1,1
Germany,255,77,1929,1,1,1,1,1,1,6,0,6,0,0,0,0,1,0,1,1
Germany,255,77,1930,1,1,1,1,1,1,6,0,6,0,0,0,0,1,1,1,1
Germany,255,77,1931,1,1,1,1,1,1,6,0,6,0,0,0,0,1,0,1,1
Germany,255,77,1932,1,1,1,1,1,1,6,0,6,0,0,0,0,1,0,1,1
Germany,255,77,1933,1,1,1,0,0,0,1,0,1,0,0,1,4,0,0,0,1
Germany,255,77,1934,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Germany,255,77,1935,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Germany,255,77,1936,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Germany,255,77,1937,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Germany,255,77,1938,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Germany,255,77,1939,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Germany,255,77,1940,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Germany,255,77,1941,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Germany,255,77,1942,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Germany,255,77,1943,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Germany,255,77,1944,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Germany,255,77,1990,1,1,1,1,1,1,6,1,7,0,0,0,0,1,0,0,0
Germany,255,77,1991,1,1,1,1,1,1,6,1,7,0,0,0,0,1,0,0,0
Germany,255,77,1992,1,1,1,1,1,1,6,1,7,0,0,0,0,1,0,0,0
Germany,255,77,1993,1,1,1,1,1,1,6,1,7,0,0,0,0,1,0,0,0
Germany,255,77,1994,1,1,1,1,1,1,6,1,7,0,0,0,0,1,0,0,1
Germany,255,77,1995,1,1,1,1,1,1,6,1,7,0,0,0,0,1,0,0,1
Germany,255,77,1996,1,1,1,1,1,1,6,1,7,0,0,0,0,1,0,0,1
Germany,255,77,1997,1,1,1,1,1,1,6,1,7,0,0,0,0,1,0,0,1
Germany,255,77,1998,1,1,1,1,1,1,6,1,7,0,0,0,0,1,1,1,1
Germany,255,77,1999,1,1,1,1,1,1,6,1,7,0,0,0,0,1,0,1,1
Germany,255,77,2000,1,1,1,1,1,1,6,1,7,0,0,0,0,1,0,1,1
Germany,255,77,2001,1,1,1,1,1,1,6,1,7,0,0,0,0,1,0,1,1
Germany,255,77,2002,1,1,1,1,1,1,6,1,7,0,0,0,0,1,0,1,1
Germany,255,77,2003,1,1,1,1,1,1,6,1,7,0,0,0,0,1,0,1,1
Germany,255,77,2004,1,1,1,1,1,1,6,1,7,0,0,0,0,1,0,1,1
Germany,255,77,2005,1,1,1,1,1,1,6,1,7,0,0,0,0,1,1,1,1
Germany,255,77,2006,1,1,1,1,1,1,6,1,7,0,0,0,0,1,0,1,1
Germany,255,77,2007,1,1,1,1,1,1,6,1,7,0,0,0,0,1,0,1,1
Germany,255,77,2008,1,1,1,1,1,1,6,1,7,0,0,0,0,1,0,1,1
Germany,255,77,2009,1,1,1,1,1,1,6,1,7,0,0,0,0,1,0,1,1
Germany,255,77,2010,1,1,1,1,1,1,6,1,7,0,0,0,0,1,0,1,1
Germany,255,77,2011,1,1,1,1,1,1,6,1,7,0,0,0,0,1,0,1,1
Germany,255,77,2012,1,1,1,1,1,1,6,1,7,0,0,0,0,1,0,1,1
Germany,255,77,2013,1,1,1,1,1,1,6,1,7,0,0,0,0,1,0,1,1
Germany,255,77,2014,1,1,1,1,1,1,6,1,7,0,0,0,0,1,0,1,1
Germany,255,77,2015,1,1,1,1,1,1,6,1,7,0,0,0,0,1,0,1,1
Germany,255,77,2016,1,1,1,1,1,1,6,1,7,0,0,0,0,1,0,1,1
Germany,255,77,2017,1,1,1,1,1,1,6,1,7,0,0,0,0,1,0,1,1
Germany,255,77,2018,1,1,1,1,1,1,6,1,7,0,0,0,0,1,0,1,1
Germany,255,77,2019,1,1,1,1,1,1,6,1,7,0,0,0,0,1,0,1,1
Germany,255,77,2020,1,1,1,1,1,1,6,1,7,0,0,0,0,1,0,1,1
Germany,255,77,2021,1,1,1,1,1,1,6,1,7,0,0,0,0,1,1,1,1
Prussia,255,77,1789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Prussia,255,77,1790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Prussia,255,77,1791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Prussia,255,77,1792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Prussia,255,77,1793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Prussia,255,77,1794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Prussia,255,77,1795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Prussia,255,77,1796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Prussia,255,77,1797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Prussia,255,77,1798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Prussia,255,77,1799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Prussia,255,77,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Prussia,255,77,1801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Prussia,255,77,1802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Prussia,255,77,1803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Prussia,255,77,1804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Prussia,255,77,1805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Prussia,255,77,1806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Prussia,255,77,1807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Prussia,255,77,1808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Prussia,255,77,1809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Prussia,255,77,1810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Prussia,255,77,1811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Prussia,255,77,1812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Prussia,255,77,1813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Prussia,255,77,1814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Prussia,255,77,1815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Prussia,255,77,1816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Prussia,255,77,1817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Prussia,255,77,1818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Prussia,255,77,1819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Prussia,255,77,1820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Prussia,255,77,1821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Prussia,255,77,1822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Prussia,255,77,1823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Prussia,255,77,1824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Prussia,255,77,1825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Prussia,255,77,1826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Prussia,255,77,1827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Prussia,255,77,1828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Prussia,255,77,1829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Prussia,255,77,1830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Prussia,255,77,1831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Prussia,255,77,1832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Prussia,255,77,1833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Prussia,255,77,1834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Prussia,255,77,1835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Prussia,255,77,1836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Prussia,255,77,1837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Prussia,255,77,1838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Prussia,255,77,1839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Prussia,255,77,1840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Prussia,255,77,1841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Prussia,255,77,1842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Prussia,255,77,1843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Prussia,255,77,1844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Prussia,255,77,1845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Prussia,255,77,1846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Prussia,255,77,1847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Prussia,255,77,1848,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,1
Prussia,255,77,1849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Prussia,255,77,1850,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,1
Prussia,255,77,1851,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,1
Prussia,255,77,1852,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,1
Prussia,255,77,1853,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,1
Prussia,255,77,1854,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,1
Prussia,255,77,1855,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,1
Prussia,255,77,1856,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,1
Prussia,255,77,1857,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,1
Prussia,255,77,1858,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,1
Prussia,255,77,1859,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,1
Prussia,255,77,1860,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,1
Prussia,255,77,1861,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,1
Prussia,255,77,1862,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,1
Prussia,255,77,1863,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,1
Prussia,255,77,1864,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,1
Prussia,255,77,1865,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,1
Prussia,255,77,1866,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,1
"Germany, West",260,77,1945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Germany, West",260,77,1946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Germany, West",260,77,1947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Germany, West",260,77,1948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Germany, West",260,77,1949,1,1,1,1,1,1,6,1,7,1,4,0,0,0,0,0,1
"Germany, West",260,77,1950,1,1,1,1,1,1,6,1,7,0,0,0,0,0,0,0,1
"Germany, West",260,77,1951,1,1,1,1,1,1,6,1,7,0,0,0,0,0,0,0,1
"Germany, West",260,77,1952,1,1,1,1,1,1,6,1,7,0,0,0,0,0,0,0,1
"Germany, West",260,77,1953,1,1,1,1,1,1,6,1,7,0,0,0,0,0,0,0,1
"Germany, West",260,77,1954,1,1,1,1,1,1,6,1,7,0,0,0,0,0,0,0,1
"Germany, West",260,77,1955,1,1,1,1,1,1,6,1,7,0,0,0,0,0,0,0,1
"Germany, West",260,77,1956,1,1,1,1,1,1,6,1,7,0,0,0,0,0,0,0,1
"Germany, West",260,77,1957,1,1,1,1,1,1,6,1,7,0,0,0,0,0,0,0,1
"Germany, West",260,77,1958,1,1,1,1,1,1,6,1,7,0,0,0,0,0,0,0,1
"Germany, West",260,77,1959,1,1,1,1,1,1,6,1,7,0,0,0,0,0,0,0,1
"Germany, West",260,77,1960,1,1,1,1,1,1,6,1,7,0,0,0,0,0,0,0,1
"Germany, West",260,77,1961,1,1,1,1,1,1,6,1,7,0,0,0,0,0,0,0,1
"Germany, West",260,77,1962,1,1,1,1,1,1,6,1,7,0,0,0,0,0,0,0,1
"Germany, West",260,77,1963,1,1,1,1,1,1,6,1,7,0,0,0,0,0,0,0,1
"Germany, West",260,77,1964,1,1,1,1,1,1,6,1,7,0,0,0,0,0,0,0,1
"Germany, West",260,77,1965,1,1,1,1,1,1,6,1,7,0,0,0,0,0,0,0,1
