,year,y,country,aged_15plus_unemployment_rate_percent,at_least_basic_sanitation_overall_access_percent,arms_imports_us_inflation_adjusted,armed_forces_personnel_percent_of_labor_force,aged_15_64_labour_force_participation_rate_percent,exports_percent_of_gdp,investments_percent_of_gdp,infant_mortality_rate_per_1000_births,hdi_human_development_index,gdppercapita_us_inflation_adjusted,total_gdp_ppp_inflation_adjusted,total_gni_ppp_current_international,military_expenditure_percent_of_gdp,gdp_per_capita_yearly_growth
0,1970-01-01,0.0,0,14.2,27.55752,1000000.0,2.39247,78.51,89.68583,0.0,180.0,0.391,3550.08297,30760000000.0,35457611042.0,2e-05,4.507
1,1971-01-01,0.0,0,14.2,27.55752,1000000.0,2.39247,78.51,89.68583,0.0,175.83,0.391,3550.08297,32610000000.0,35457611042.0,2e-05,3.878
2,1972-01-01,0.0,0,14.2,27.55752,1000000.0,2.39247,78.51,89.68583,0.0,171.66,0.391,3550.08297,32660000000.0,35457611042.0,2e-05,-1.97
3,1973-01-01,0.0,0,14.2,27.55752,1000000.0,2.39247,78.51,89.68583,0.0,167.49,0.391,3550.08297,35310000000.0,35457611042.0,2e-05,5.677
4,1974-01-01,0.0,0,14.2,27.55752,1000000.0,2.39247,78.51,89.68583,0.0,163.32,0.391,3550.08297,36420000000.0,35457611042.0,2e-05,0.7144
5,1975-01-01,0.0,0,14.2,27.55752,241000000.0,2.39247,78.51,89.68583,0.0,159.15,0.391,3550.08297,34590000000.0,35457611042.0,2e-05,-7.369
6,1976-01-01,0.0,0,14.2,27.55752,181000000.0,2.39247,78.51,89.68583,0.0,154.98000000000002,0.391,3550.08297,32770000000.0,35457611042.0,2e-05,-7.632
7,1977-01-01,0.0,0,14.2,27.55752,105000000.0,2.39247,78.51,89.68583,0.0,150.81,0.391,3550.08297,33010000000.0,35457611042.0,2e-05,-1.872
8,1978-01-01,0.0,0,14.2,27.55752,146000000.0,2.39247,78.51,89.68583,0.0,146.64000000000001,0.391,3550.08297,31260000000.0,35457611042.0,2e-05,-7.869
9,1979-01-01,0.0,0,14.2,27.55752,111000000.0,2.39247,78.51,89.68583,0.0,142.47,0.391,3550.08297,31360000000.0,35457611042.0,2e-05,-2.599
10,1980-01-01,0.0,0,14.2,27.55752,153000000.0,2.39247,78.51,89.68583,0.0,138.3,0.391,3550.08297,32220000000.0,35457611042.0,2e-05,-0.4713
11,1981-01-01,0.0,0,14.2,27.55752,241000000.0,2.39247,78.51,89.68583,0.0,137.5,0.391,3276.36171,30800000000.0,35457611042.0,2e-05,-7.605
12,1982-01-01,0.0,0,14.2,27.55752,381000000.0,2.39247,78.51,89.68583,0.0,136.8,0.391,3162.00413,30800000000.0,35457611042.0,2e-05,-3.521
13,1983-01-01,0.0,0,14.2,27.55752,574000000.0,2.39247,78.51,89.68583,0.0,136.0,0.391,3179.34824,32100000000.0,35457611042.0,2e-05,0.5199
14,1984-01-01,0.0,0,14.2,27.55752,479000000.0,2.39247,78.51,89.68583,0.0,135.3,0.391,3252.10787,34020000000.0,35457611042.0,2e-05,2.442
15,1985-01-01,0.0,0,14.9,27.55752,528000000.0,2.39247,78.51,89.68583,0.0,134.9,0.391,3248.60812,35210000000.0,35457611042.0,2e-05,0.3157
16,1986-01-01,0.0,0,18.9,27.55752,703000000.0,2.39247,78.51,89.68583,0.0,134.4,0.391,3226.81718,36330000000.0,35457611042.0,2e-05,0.332
17,1987-01-01,0.0,0,19.16333333333333,27.55752,1187000000.0,2.39247,78.51,89.68583,0.0,134.1,0.391,3242.5791,38870000000.0,35457611042.0,22.25,4.312
18,1988-01-01,0.0,0,19.426666666666666,27.55752,965000000.0,2.39247,78.51,89.68583,0.0,133.8,0.391,3323.53429,41040000000.0,35457611042.0,21.9805,3.021
19,1989-01-01,0.0,0,19.689999999999998,27.55752,152000000.0,2.39247,78.51,89.68583,0.0,133.6,0.391,3212.66272,41200000000.0,35457611042.0,19.43233,-2.138
20,1990-01-01,0.0,0,19.953333333333333,27.55752,141000000.0,2.39247,78.51,89.68583,0.0,133.5,0.391,2998.78075,41020000000.0,35457611042.0,17.46367,-3.166
21,1991-01-01,0.0,0,20.216666666666665,27.55752,134666666.66666666,3.02376,78.5,89.68583,3.049322,133.5,0.391,2929.48289,41420000000.0,40565621896.0,7.1025,-2.028
22,1992-01-01,0.0,0,20.48,27.55752,128333333.33333333,2.49903,78.53,89.68583,6.098644,133.5,0.391,2669.43471,39000000000.0,20600733270.0,5.68283,-8.828
23,1993-01-01,0.0,0,20.743333333333332,27.55752,122000000.0,2.41929,78.66,89.68583,9.147966,133.4,0.391,1964.38972,29650000000.0,19510544414.0,17.52259,-26.45
24,1994-01-01,0.0,0,21.006666666666668,27.55752,111000000.0,2.19449,78.61,89.68583,12.197288,133.2,0.391,1927.50049,30050000000.0,17024126717.0,5.70928,-1.864
25,1995-01-01,0.0,0,21.27,27.55752,1000000.0,2.1572,78.47,89.68583,15.24661,132.8,0.391,2146.45565,34550000000.0,32767244729.0,4.70739,11.56
26,1996-01-01,0.0,0,21.53333333333333,27.55752,44000000.0,1.82236,78.4,89.68583,18.295932,132.3,0.391,2360.0878,41470000000.0,34855143432.0,2.44785,16.65
27,1997-01-01,0.0,0,21.796666666666667,27.55752,7000000.0,2.08006,78.33,89.68583,21.345254,131.5,0.391,2451.60866,43750000000.0,42075079115.0,5.97227,2.7
28,1998-01-01,0.0,0,22.06,27.55752,150000000.0,2.06717,78.26,89.68583,24.394576,130.6,0.391,2485.06684,43750000000.0,43379232966.0,2.64201,-2.634
29,1999-01-01,0.0,0,22.323333333333334,27.55752,358000000.0,1.9738,78.17,89.68583,27.443898,129.5,0.391,2458.09645,45160000000.0,41869017895.0,17.33469,0.3874
30,2000-01-01,0.0,0,22.586666666666666,27.55752,147000000.0,1.75608,78.07,89.68583,30.49322,128.3,0.4,2451.50983,46520000000.0,45824413133.0,6.3926,-0.05615
31,2001-01-01,0.0,0,22.85,28.98922,156000000.0,2.10338,78.04,75.38894,30.49322,126.9,0.41,2471.66463,47980000000.0,49241242737.0,4.52435,-0.1709
32,2002-01-01,0.0,0,23.113333333333333,30.42247,148000000.0,1.5367,77.92,57.085,30.49317,125.5,0.426,2717.44097,54960000000.0,59221986497.0,2.86993,10.67
33,2003-01-01,0.0,0,23.376666666666665,31.85606,48000000.0,1.75341,77.86,54.32134,30.45111,124.1,0.435,2705.70614,56770000000.0,62822142473.0,3.76148,-0.247
34,2004-01-01,0.0,0,23.64,33.29039,8000000.0,1.5354,77.76,58.38035,30.89367,122.8,0.446,2900.16696,63130000000.0,70886902139.0,3.47118,7.454
35,2005-01-01,0.0,0,19.668,34.72264,39000000.0,1.48023,77.66,65.52627,27.55658,121.2,0.46,3220.07809,76070000000.0,83763899423.0,3.69224,16.62
36,2006-01-01,0.0,0,15.696000000000002,35.99128,7000000.0,1.33217,77.68,63.46786,23.30077,119.4,0.473,3464.23467,90220000000.0,95301356718.0,3.7615,14.97
37,2007-01-01,0.0,0,11.724,37.25931,31000000.0,1.36671,77.68,67.90578,25.73058,117.1,0.489,3806.84918,111000000000.0,112000000000.0,3.11405,19.57
38,2008-01-01,0.0,0,7.752000000000001,38.52751,29000000.0,1.31761,77.7,72.47503,30.80405,114.7,0.501,4077.77684,127000000000.0,121000000000.0,3.57312,10.58
39,2009-01-01,0.0,0,3.78,39.79427,20000000.0,1.27009,77.79,58.7573,42.82086,112.2,0.515,3963.24842,130000000000.0,132000000000.0,4.70961,-0.4637
40,2010-01-01,0.0,0,9.43,41.06079,22500000.0,1.22432,77.84,61.54311,28.19731,109.6,0.517,3988.62365,134000000000.0,139000000000.0,4.17758,0.594
41,2011-01-01,0.0,0,7.36,42.32666,25000000.0,1.182,77.96,60.66995,26.42435,106.8,0.533,3979.81505,139000000000.0,148000000000.0,3.25566,1.033
42,2012-01-01,0.0,0,8.1,43.59147,27500000.0,1.14118,78.02,55.94013,26.66758,104.1,0.544,4167.1258,146000000000.0,171000000000.0,3.23666,2.125
43,2013-01-01,0.0,0,8.84,44.85479,30000000.0,1.10154,78.07,50.74708,26.14297,101.4,0.555,4220.96481,152000000000.0,185000000000.0,4.45524,1.029
44,2014-01-01,0.0,0,9.58,46.11703,2000000.0,1.06318,78.09,44.69503,27.50046,98.8,0.565,4272.45554,152000000000.0,207000000000.0,4.69845,2.239
45,2015-01-01,0.0,0,9.58,47.37448,47000000.0,1.0261,78.09,29.7546,34.20249,96.0,0.572,4166.97983,152000000000.0,194000000000.0,3.10543,2.461
46,2016-01-01,0.0,0,9.58,48.62794,152000000.0,0.99113,78.12,28.12448,27.21471,96.0,0.578,3924.62047,152000000000.0,194000000000.0,2.73334,2.769
47,2017-01-01,0.0,0,9.58,49.87698,110000000.0,0.95718,78.09,29.0041,24.1303,96.0,0.582,3790.79157,152000000000.0,205000000000.0,2.50799,0.2621
48,2018-01-01,0.0,0,9.58,51.12074,272000000.0,0.92418,78.03,40.83629,21.38591,96.0,0.582,3595.10667,152000000000.0,202000000000.0,1.87178,3.461
49,2019-01-01,0.0,0,9.58,51.39362,169000000.0,0.89199,77.93,39.34383,19.78565,96.0,0.581,3458.65051,152000000000.0,203000000000.0,1.64374,3.547
50,2020-01-01,0.0,0,9.58,51.66033,42000000.0,0.89199,77.93,37.78817,16.76099,96.0,0.581,3168.25387,152000000000.0,194000000000.0,1.61585,3.547
51,1970-01-01,0.0,1,5.6,89.48867,250000000.0,4.54384,70.57,23.95749,35.80583,76.8,0.65,1740.50538,8638000000.0,8367980654.0,6.05202,3.689
52,1971-01-01,0.0,1,5.6,89.48867,332000000.0,4.54384,70.57,23.95749,35.80583,74.1,0.65,1740.50538,9206000000.0,8367980654.0,6.05202,3.997
53,1972-01-01,0.0,1,5.6,89.48867,134000000.0,4.54384,70.57,23.95749,35.80583,71.0,0.65,1740.50538,9798000000.0,8367980654.0,6.05202,3.915
54,1973-01-01,0.0,1,5.6,89.48867,104000000.0,4.54384,70.57,23.95749,35.80583,68.3,0.65,1740.50538,10530000000.0,8367980654.0,6.05202,4.981
55,1974-01-01,0.0,1,5.6,89.48867,134000000.0,4.54384,70.57,23.95749,35.80583,65.8,0.65,1740.50538,10810000000.0,8367980654.0,6.05202,0.3728
56,1975-01-01,0.0,1,5.6,89.48867,53000000.0,4.54384,70.57,23.95749,35.80583,63.1,0.65,1740.50538,11100000000.0,8367980654.0,6.05202,0.3484
57,1976-01-01,0.0,1,5.6,89.48867,5000000.0,4.54384,70.57,23.95749,35.80583,60.8,0.65,1740.50538,11390000000.0,8367980654.0,6.05202,0.4003
58,1977-01-01,0.0,1,5.6,89.48867,7000000.0,4.54384,70.57,23.95749,35.80583,58.6,0.65,1740.50538,11690000000.0,8367980654.0,6.05202,0.4375
59,1978-01-01,0.0,1,5.6,89.48867,5000000.0,4.54384,70.57,23.95749,35.80583,73.0,0.65,1740.50538,12000000000.0,8367980654.0,6.05202,0.4603
60,1979-01-01,0.0,1,5.6,89.48867,6235294.117647059,4.54384,70.57,23.95749,35.80583,68.4,0.65,1740.50538,12310000000.0,8367980654.0,6.05202,0.4875
61,1980-01-01,0.0,1,5.6,89.48867,7470588.235294118,4.54384,70.57,23.95749,35.80583,64.0,0.65,1740.50538,12660000000.0,8367980654.0,6.05202,0.7062
62,1981-01-01,0.0,1,5.1,89.48867,8705882.352941176,4.54384,70.57,23.81051,36.38612,59.9,0.65,1804.01031,12980000000.0,8367980654.0,5.84832,0.5365
63,1982-01-01,0.0,1,3.6,89.48867,9941176.470588235,4.54384,70.57,20.07292,39.2829,56.1,0.65,1818.36734,13300000000.0,8367980654.0,5.6516,0.5498
64,1983-01-01,0.0,1,4.4,89.48867,11176470.588235294,4.54384,70.57,18.85208,37.37335,52.4,0.65,1799.87815,13640000000.0,8367980654.0,5.44128,0.5838
65,1984-01-01,0.0,1,5.7,89.48867,12411764.705882352,4.54384,70.57,18.04033,32.92554,49.1,0.65,1740.34723,14010000000.0,8367980654.0,6.1175,0.5693
66,1985-01-01,0.0,1,6.7,89.48867,13647058.823529411,4.54384,70.57,16.82037,33.93196,45.9,0.65,1735.28986,14400000000.0,8367980654.0,5.65143,0.5234
67,1986-01-01,0.0,1,6.4,89.48867,14882352.94117647,4.54384,70.57,15.60618,32.03484,43.2,0.65,1798.01461,14870000000.0,8367980654.0,5.62619,0.6354
68,1987-01-01,0.0,1,6.1,89.48867,16117647.05882353,4.54384,70.57,16.02992,29.45387,40.8,0.65,1748.57826,15370000000.0,8367980654.0,5.86223,0.6293
69,1988-01-01,0.0,1,7.0,89.48867,17352941.17647059,4.54384,70.57,16.97939,29.95754,38.6,0.65,1691.53051,15860000000.0,8367980654.0,5.61732,0.6332
70,1989-01-01,0.0,1,7.3,89.48867,18588235.294117644,4.54384,70.57,18.59335,32.87707,36.7,0.65,1808.6456,16280000000.0,8367980654.0,5.16761,0.7541
71,1990-01-01,0.0,1,9.5,89.48867,19823529.411764704,4.54384,70.57,15.40506,30.36095,35.1,0.65,1606.29605,16600000000.0,8367980654.0,5.8883,0.8933
72,1991-01-01,0.0,1,9.1,89.48867,21058823.529411763,4.54384,74.21,7.48482,7.60311,33.7,0.631,1163.49129,11800000000.0,6131438258.0,5.79127,-28.95
73,1992-01-01,0.0,1,26.5,89.48867,22294117.647058822,4.54384,74.88,12.49959,5.65668,32.5,0.615,1086.43849,10760000000.0,5653372979.0,4.67089,-8.1
74,1993-01-01,0.0,1,22.3,89.48867,23529411.76470588,4.6358,73.63,15.97883,13.67614,31.4,0.618,1197.58059,11560000000.0,6793742414.0,3.19945,8.777
75,1994-01-01,0.0,1,18.4,89.48867,24764705.88235294,4.71727,72.44,11.98369,18.89658,30.3,0.624,1305.00072,12240000000.0,7385627999.0,2.54782,7.442
76,1995-01-01,0.0,1,12.9,89.48867,26000000.0,6.42633,70.69,12.64083,21.27851,29.1,0.637,1488.02049,13610000000.0,8621808295.0,2.05359,12.56
77,1996-01-01,0.0,1,12.3,89.48867,23000000.0,5.07054,69.81,11.62033,18.06379,27.9,0.646,1633.55157,14660000000.0,9647410189.0,1.37903,8.646
78,1997-01-01,0.0,1,14.9,89.48867,20000000.0,4.99284,71.3,10.19713,16.65951,26.8,0.645,1464.29758,13020000000.0,8746584603.0,1.28308,-10.55
79,1998-01-01,0.0,1,17.7,89.48867,17000000.0,5.0545,70.49,11.46717,19.7426,25.5,0.655,1603.64723,14560000000.0,9735495200.0,1.23824,12.27
80,1999-01-01,0.0,1,18.4,89.48867,14000000.0,5.1374,69.26,16.84176,19.73469,24.4,0.665,1821.87265,15920000000.0,11045523680.0,1.24921,9.582
81,2000-01-01,0.0,1,16.8,89.48867,11000000.0,5.17839,68.59,20.11529,30.79626,23.2,0.671,1960.88195,17000000000.0,12284740510.0,1.24636,6.795
82,2001-01-01,0.0,1,16.4,90.03096,8000000.0,3.13966,67.58,21.33341,34.98867,22.1,0.678,2143.52628,18170000000.0,13580022164.0,1.30929,6.694
83,2002-01-01,0.0,1,15.8,90.60551,5000000.0,2.08897,66.96,20.94562,35.26406,21.0,0.684,2247.49749,18770000000.0,14578898003.0,1.32003,2.863
84,2003-01-01,0.0,1,15.0,91.16546,2000000.0,1.72004,66.03,20.84739,33.89686,20.0,0.691,2380.644,19900000000.0,15606035097.0,1.33684,5.451
85,2004-01-01,0.0,1,14.4,91.71065,4500000.0,1.69984,65.08,22.21756,34.19675,19.1,0.696,2522.44871,21090000000.0,16816533127.0,1.38116,5.356
86,2005-01-01,0.0,1,14.1,92.32298,7000000.0,1.80149,64.16,23.01299,36.86968,18.3,0.706,2675.50794,22250000000.0,18018717264.0,1.35,4.961
87,2006-01-01,0.0,1,13.8,92.92141,6000000.0,0.93278,63.47,25.20961,35.69752,17.4,0.713,2851.36701,23540000000.0,20230000837.0,1.56777,5.272
88,2007-01-01,0.0,1,15.97,93.50574,5000000.0,1.19489,62.87,28.24787,34.46197,16.7,0.722,3044.89582,24910000000.0,22235325951.0,1.82077,5.413
89,2008-01-01,0.0,1,13.06,94.07581,7000000.0,1.21567,62.34,25.30242,35.77842,16.0,0.728,3298.47804,26720000000.0,24373938496.0,1.98487,6.84
90,2009-01-01,0.0,1,13.67,94.63116,9000000.0,1.192,62.16,25.24075,34.55785,15.4,0.733,3432.16997,27590000000.0,25390159601.0,1.51722,2.912
91,2010-01-01,0.0,1,14.09,95.17216,11000000.0,1.18252,62.14,27.97944,30.30867,14.8,0.745,3577.11339,28520000000.0,27768446182.0,1.55859,2.985
92,2011-01-01,0.0,1,13.48,95.69849,13000000.0,1.07863,68.19,29.24154,31.41358,14.3,0.764,3678.04674,29330000000.0,29663237891.0,1.52827,2.488
93,2012-01-01,0.0,1,13.38,96.21027,15000000.0,1.12388,64.43,28.93749,28.32855,13.8,0.775,3736.3391,30110000000.0,30302965411.0,1.48708,2.278
94,2013-01-01,0.0,1,15.87,96.70656,7000000.0,0.69886,60.52,28.91632,28.0525,13.3,0.782,3780.6982,30730000000.0,31131659916.0,1.40898,1.716
95,2014-01-01,1.0,1,18.05,97.18802,7000000.0,0.68179,61.18,28.213,25.67469,12.9,0.787,3855.75973,30730000000.0,32827413931.0,1.34652,2.613
96,2015-01-01,1.0,1,17.19,97.65497,7000000.0,0.65369,64.25,27.26739,25.81905,12.5,0.788,3952.80254,30730000000.0,33983907351.0,1.1623,3.819
97,2016-01-01,1.0,1,15.42,98.1079,5500000.0,0.63184,65.4,28.9779,25.22383,12.5,0.788,4090.37166,30730000000.0,35304171240.0,1.10358,4.724
98,2017-01-01,1.0,1,13.62,98.5473,4000000.0,0.65811,65.82,31.56981,25.05255,12.5,0.79,4249.80373,30730000000.0,36786422672.0,1.1087,5.025
99,2018-01-01,1.0,1,12.3,98.97364,2000000.0,0.64315,68.32,31.57193,23.91018,12.5,0.792,4431.53918,30730000000.0,38643606580.0,1.16127,5.025
100,2019-01-01,1.0,1,11.47,99.18307,5000000.0,0.56265,69.61,31.3075,23.58599,12.5,0.795,4544.51501,30730000000.0,39430073226.0,1.29109,5.226
101,2020-01-01,0.0,1,11.47,99.29879,5000000.0,0.56265,69.61,23.11109,23.58599,12.5,0.795,4389.89621,30730000000.0,37421773316.0,1.53546,5.226
102,1971-01-01,0.0,2,1.96,97.36811,24000000.0,7.05679,73.85,49.15923,22.5026,65.1,0.723,99453.45801,6417000000.0,323000000000.0,6.75906,-3.201
103,1972-01-01,0.0,2,1.96,97.36811,26000000.0,7.05679,73.85,49.15923,22.5026,59.6,0.723,99453.45801,7294000000.0,323000000000.0,6.75906,-4.046
104,1973-01-01,0.0,2,1.96,97.36811,88000000.0,7.05679,73.85,49.15923,22.5026,54.7,0.723,99453.45801,13250000000.0,323000000000.0,6.75906,53.1
105,1974-01-01,0.0,2,1.96,97.36811,100000000.0,7.05679,73.85,49.15923,22.5026,50.2,0.723,99453.45801,38390000000.0,323000000000.0,6.75906,144.7
106,1975-01-01,0.0,2,1.96,97.36811,152000000.0,7.05679,73.85,49.15923,22.5026,45.9,0.723,99453.45801,50760000000.0,323000000000.0,6.75906,12.41
107,1976-01-01,0.0,2,1.879,97.36811,272000000.0,7.05679,73.85,49.15923,22.5026,41.9,0.723,99607.00949,58440000000.0,323000000000.0,6.75906,-1.628
108,1977-01-01,0.0,2,1.798,97.36811,294000000.0,7.05679,73.85,49.15923,22.5026,38.2,0.723,104936.6614,68740000000.0,323000000000.0,6.75906,1.343
109,1978-01-01,0.0,2,1.717,97.36811,207000000.0,7.05679,73.85,49.15923,22.5026,34.8,0.723,90889.79741,67160000000.0,323000000000.0,6.75906,-14.53
110,1979-01-01,0.0,2,1.636,97.36811,18000000.0,7.05679,73.85,49.15923,22.5026,31.7,0.723,98553.3038,83660000000.0,323000000000.0,6.75906,11.27
111,1980-01-01,0.0,2,1.555,97.36811,203000000.0,7.05679,73.85,49.15923,22.5026,28.9,0.723,111574.3043,105000000000.0,323000000000.0,6.75906,14.69
112,1981-01-01,0.0,2,1.474,97.36811,430000000.0,7.05679,73.85,49.15923,22.5026,26.4,0.723,108563.211,107000000000.0,323000000000.0,6.75906,-5.194
113,1982-01-01,0.0,2,1.3929999999999998,97.36811,162000000.0,7.05679,73.85,49.15923,22.5026,24.2,0.723,95338.01541,97170000000.0,323000000000.0,6.75906,-14.41
114,1983-01-01,0.0,2,1.3119999999999998,97.36811,164000000.0,7.05679,73.85,49.15923,22.5026,22.3,0.723,86108.79563,91230000000.0,323000000000.0,6.75906,-10.72
115,1984-01-01,0.0,2,1.2309999999999999,97.36811,312000000.0,7.05679,73.85,49.15923,22.5026,20.7,0.723,85032.97764,94340000000.0,323000000000.0,6.75906,-1.605
116,1985-01-01,0.0,2,1.15,97.36811,145000000.0,7.05679,73.85,49.15923,22.5026,19.3,0.723,77644.43913,91680000000.0,323000000000.0,6.75906,-7.865
117,1986-01-01,0.0,2,1.2149999999999999,97.36811,138000000.0,7.05679,73.85,49.15923,22.5026,18.0,0.723,62368.03633,74260000000.0,323000000000.0,6.75906,-23.52
118,1987-01-01,0.0,2,1.28,97.36811,199000000.0,7.05679,73.85,49.15923,22.5026,16.9,0.723,60813.49861,79110000000.0,323000000000.0,6.75906,0.3482
119,1988-01-01,0.0,2,1.345,97.36811,42000000.0,7.05679,73.85,49.15923,22.5026,15.9,0.723,55816.17486,77510000000.0,323000000000.0,6.75906,-7.761
120,1989-01-01,0.0,2,1.41,97.36811,660000000.0,7.05679,73.85,49.15923,22.5026,15.0,0.723,59119.77636,88340000000.0,323000000000.0,6.75906,7.435
121,1990-01-01,0.0,2,1.475,97.36811,559000000.0,7.05679,73.85,49.15923,22.5026,14.1,0.723,66023.64723,104000000000.0,323000000000.0,6.75906,11.59
122,1991-01-01,0.0,2,1.54,97.36811,235000000.0,6.55587,74.07,49.15923,22.5026,13.4,0.735,62854.09255,105000000000.0,323000000000.0,6.75906,-4.929
123,1992-01-01,0.0,2,1.605,97.36811,201000000.0,5.08456,74.49,49.15923,22.5026,12.8,0.738,61294.56467,108000000000.0,323000000000.0,6.75906,-2.428
124,1993-01-01,0.0,2,1.67,97.36811,580000000.0,4.73148,75.14,49.15923,22.5026,12.2,0.745,58633.30726,107000000000.0,323000000000.0,6.75906,-5.882
125,1994-01-01,0.0,2,1.735,97.36811,568000000.0,4.83757,75.6,49.15923,22.5026,11.7,0.755,59364.71342,115000000000.0,323000000000.0,6.75906,2.445
126,1995-01-01,0.0,2,1.8,97.36811,421000000.0,5.38487,76.03,49.15923,22.5026,11.2,0.764,60169.07425,123000000000.0,323000000000.0,6.75906,1.153
127,1996-01-01,0.0,2,1.8900000000000001,97.36811,480000000.0,4.6856,75.56,49.15923,22.5026,10.8,0.765,60548.58341,129000000000.0,323000000000.0,6.75906,-0.1886
128,1997-01-01,0.0,2,1.98,97.36811,688000000.0,4.41468,75.44,49.15923,22.5026,10.5,0.766,62264.93283,139000000000.0,323000000000.0,6.75906,2.401
129,1998-01-01,0.0,2,2.0700000000000003,97.36811,756000000.0,4.1637,75.7,49.15923,22.5026,10.1,0.769,59297.93951,141000000000.0,323000000000.0,8.62972,-4.379
130,1999-01-01,0.0,2,2.16,97.36811,437000000.0,3.93008,76.23,49.15923,22.5026,9.8,0.776,57875.09238,146000000000.0,323000000000.0,7.66954,-1.48
131,2000-01-01,0.0,2,2.25,97.36811,246000000.0,3.73022,76.88,49.15923,22.5026,9.6,0.782,60716.27309,162000000000.0,323000000000.0,8.32372,6.232
132,2001-01-01,0.0,2,2.424,97.36811,186000000.0,3.42915,76.3,49.15923,22.5026,9.3,0.787,58421.86261,165000000000.0,335000000000.0,5.61211,-1.886
133,2002-01-01,0.0,2,2.598,97.36811,222000000.0,1.99146,76.26,49.50335,22.54568,9.1,0.792,56815.0844,166000000000.0,335000000000.0,4.87553,-2.436
134,2003-01-01,0.0,2,2.7720000000000002,97.36811,685000000.0,2.2201,76.78,55.9232,22.12976,8.9,0.798,57932.25144,185000000000.0,368000000000.0,4.69231,6.673
135,2004-01-01,0.0,2,2.946,97.36811,1216000000.0,1.96946,77.83,63.56773,19.97852,8.7,0.803,57910.2313,209000000000.0,416000000000.0,4.61148,5.011
136,2005-01-01,0.0,2,3.12,97.36811,2180000000.0,1.75639,79.23,67.58531,20.16685,8.4,0.809,53844.72281,242000000000.0,455000000000.0,3.65647,4.055
137,2006-01-01,0.0,2,2.9854545454545454,97.36811,2033000000.0,1.48207,79.55,68.6278,19.2704,8.2,0.814,51197.35585,294000000000.0,518000000000.0,3.22597,5.679
138,2007-01-01,0.0,2,2.850909090909091,97.50501,929000000.0,1.24841,80.58,72.3841,25.19918,8.0,0.819,45388.68166,342000000000.0,555000000000.0,3.28052,0.401
139,2008-01-01,0.0,2,2.7163636363636363,97.6419,758000000.0,1.07081,81.9,78.86789,25.09809,7.8,0.821,40755.11178,389000000000.0,572000000000.0,3.66802,-0.7995
140,2009-01-01,0.0,2,2.581818181818182,97.77879,602000000.0,0.94851,83.21,79.65332,31.63355,7.6,0.819,34580.21323,390000000000.0,545000000000.0,5.45711,-10.46
141,2010-01-01,0.0,2,2.4472727272727273,97.91568,644000000.0,0.87014,84.27,82.24242,27.12111,7.3,0.82,32534.81755,415000000000.0,555000000000.0,6.03859,-1.65
142,2011-01-01,0.0,2,2.3127272727272725,98.05257,1235000000.0,0.83118,84.09,90.07657,23.16148,7.0,0.826,33246.14059,445000000000.0,606000000000.0,5.46631,2.127
143,2012-01-01,0.0,2,2.178181818181818,98.18946,1154000000.0,0.81212,83.8,100.2465,21.88481,6.7,0.832,33996.53889,463000000000.0,632000000000.0,5.07556,1.325
144,2013-01-01,0.0,2,2.043636363636364,98.32635,2306000000.0,0.99535,83.55,100.54779,19.25798,6.4,0.838,35495.76527,477000000000.0,648000000000.0,6.03469,1.705
145,2014-01-01,0.0,2,1.9090909090909092,98.46324,768000000.0,0.99251,83.48,99.56083,22.16844,6.1,0.847,36995.70172,477000000000.0,679000000000.0,5.64365,1.316
146,2015-01-01,0.0,2,1.7745454545454546,98.60014,1224000000.0,0.98669,83.65,100.87048,25.63918,5.9,0.859,38663.4005,477000000000.0,604000000000.0,5.64365,1.153
147,2016-01-01,0.0,2,1.64,98.73703,956000000.0,0.97566,83.17,101.00301,26.01973,5.9,0.864,39400.01783,477000000000.0,602000000000.0,5.64365,1.02
148,2017-01-01,0.0,2,2.46,98.87392,966000000.0,0.96163,82.99,99.59494,25.29562,5.9,0.881,39798.52173,477000000000.0,642000000000.0,5.64365,1.065
149,2018-01-01,0.0,2,2.3449999999999998,99.01081,1196000000.0,0.96718,82.8,93.04812,23.5115,5.9,0.889,39670.93153,477000000000.0,663000000000.0,5.64365,1.158
150,2019-01-01,0.0,2,2.23,99.1477,691000000.0,0.95481,82.76,96.84353,22.46437,5.9,0.89,40438.33852,477000000000.0,699000000000.0,5.64365,1.068
151,2020-01-01,0.0,2,2.23,99.22957,432000000.0,0.95481,82.76,96.84353,22.46437,5.9,0.89,37497.59259,477000000000.0,660000000000.0,5.64365,1.068
152,1970-01-01,0.0,3,4.8,87.22025,248000000.0,0.63712,67.04,5.60157,24.4401,59.5,0.718,9243.25658,240000000000.0,224000000000.0,1.87778,3.849
153,1971-01-01,0.0,3,6.0,87.22025,369000000.0,0.63712,67.04,6.00723,24.11303,58.8,0.718,9613.67688,250000000000.0,224000000000.0,1.80769,2.126
154,1972-01-01,0.0,3,6.6,87.22025,400000000.0,0.63712,67.04,7.19777,23.89154,58.0,0.718,9614.23793,255000000000.0,224000000000.0,1.82381,0.3704
155,1973-01-01,0.0,3,5.6,87.22025,241000000.0,0.63712,67.04,7.61267,20.89381,56.8,0.718,9725.46704,264000000000.0,224000000000.0,1.84857,2.017
156,1974-01-01,0.0,3,3.4,87.22025,450000000.0,0.63712,67.04,6.90257,22.26033,55.2,0.718,10100.06848,279000000000.0,224000000000.0,1.65918,3.699
