,year,y,country,aged_15plus_unemployment_rate_percent,at_least_basic_sanitation_overall_access_percent,arms_imports_us_inflation_adjusted,armed_forces_personnel_percent_of_labor_force,aged_15_64_labour_force_participation_rate_percent,exports_percent_of_gdp,investments_percent_of_gdp,infant_mortality_rate_per_1000_births,hdi_human_development_index,gdppercapita_us_inflation_adjusted,total_gdp_ppp_inflation_adjusted,total_gni_ppp_current_international,military_expenditure_percent_of_gdp,gdp_per_capita_yearly_growth
3771,1997-01-01,0.0,78,2.7,9.14269,2615384.6153846155,0.07985,84.17,10.6965,21.45546,132.7,0.275,256.17341,7353000000.0,6382210381.0,1.10274,8.354
3772,1998-01-01,0.0,78,2.740555555555556,9.14269,2307692.307692308,0.07754,84.79,9.93797,23.95307,126.6,0.287,274.63419,8292000000.0,7050245932.0,1.13921,9.945
3773,1999-01-01,0.0,78,2.781111111111111,9.14269,2000000.0,0.07528,85.23,8.85859,40.42523,120.7,0.301,299.10883,8937000000.0,8020242188.0,1.24587,5.099
3774,2000-01-01,0.0,78,2.8216666666666668,9.14269,0.0,0.073,85.52,11.1962,37.66567,115.0,0.307,294.64691,9121000000.0,8182877751.0,1.28446,-0.5488
3775,2001-01-01,0.0,78,2.8622222222222224,10.2984,333333.3333333333,0.12785,85.68,18.44276,30.57318,109.3,0.32,321.01781,10370000000.0,9298110516.0,1.24217,10.75
3776,2002-01-01,0.0,78,2.902777777777778,11.48486,666666.6666666666,0.12404,85.76,21.28973,36.40126,104.0,0.327,340.70475,11230000000.0,9628762675.0,1.27364,5.398
3777,2003-01-01,0.0,78,2.9433333333333334,12.68748,1000000.0,0.08965,85.76,22.43038,29.88907,99.1,0.34,353.46059,12230000000.0,11420370932.0,1.28094,6.022
3778,2004-01-01,0.0,78,2.983888888888889,13.9065,875000.0,0.1177,85.43,25.69704,25.3222,94.6,0.349,370.34096,13280000000.0,12705518911.0,1.36242,5.753
3779,2005-01-01,0.0,78,3.0244444444444447,15.14154,750000.0,0.1152,85.07,27.09535,22.51535,90.4,0.36,383.71077,14250000000.0,13690991668.0,0.94623,4.586
3780,2006-01-01,0.0,78,3.0650000000000004,16.39317,625000.0,0.11317,84.67,27.18692,21.59488,86.6,0.366,409.20478,15560000000.0,15036433024.0,0.80947,6.551
3781,2007-01-01,0.0,78,3.1055555555555556,17.66033,500000.0,0.11109,84.24,27.43493,20.51164,81.5,0.378,428.76936,16770000000.0,16857759743.0,0.66895,5.178
3782,2008-01-01,0.0,78,3.1461111111111113,19.03876,375000.0,0.10897,83.76,26.51624,20.99189,78.0,0.387,447.68436,17980000000.0,18550512011.0,0.66492,4.736
3783,2009-01-01,0.0,78,3.186666666666667,20.44522,250000.0,0.1088,83.23,27.11882,18.32691,74.3,0.394,463.11949,19190000000.0,20448188247.0,0.70542,4.249
3784,2010-01-01,0.0,78,3.227222222222222,21.87234,125000.0,0.10666,82.66,28.44395,21.93967,71.9,0.401,479.88449,20610000000.0,21834216473.0,0.8919,4.985
3785,2011-01-01,0.0,78,3.267777777777778,23.31929,0.0,0.10456,82.04,30.09825,28.82836,68.1,0.397,501.50024,22190000000.0,24306280893.0,0.82655,5.218
3786,2012-01-01,0.0,78,3.3083333333333336,24.78588,0.0,0.10247,81.38,28.88398,49.52865,63.6,0.403,523.29404,23730000000.0,25627026605.0,0.85073,4.564
3787,2013-01-01,0.0,78,3.3488888888888892,26.27194,9000000.0,0.10037,80.67,26.74394,53.98797,60.9,0.417,544.44751,25370000000.0,27637286757.0,0.93018,4.534
3788,2014-01-01,0.0,78,3.3894444444444445,27.77727,15000000.0,0.09821,79.9,31.28404,52.85512,58.5,0.425,568.59133,25370000000.0,29600088338.0,0.98076,5.762
3789,2015-01-01,0.0,78,3.43,29.3017,0.0,0.09599,79.07,31.07817,41.24913,56.7,0.433,589.85905,25370000000.0,34261446172.0,0.84029,5.389
3790,2016-01-01,0.0,78,3.43,30.84502,2000000.0,0.09296,78.92,33.54532,46.60232,56.7,0.441,595.07761,25370000000.0,37122197979.0,0.92958,5.009
3791,2017-01-01,0.0,78,3.43,32.40668,8666666.666666668,0.08832,78.73,38.57905,33.1863,56.7,0.446,599.69152,25370000000.0,35680839919.0,0.98796,5.334
3792,2018-01-01,0.0,78,3.43,33.98683,15333333.333333334,0.08694,78.52,44.87,50.04782,56.7,0.452,602.53011,25370000000.0,38179945656.0,1.33534,5.299
3793,2019-01-01,0.0,78,3.43,35.58641,22000000.0,0.08254,78.33,40.76273,45.84162,56.7,0.456,598.81331,25370000000.0,39788174760.0,1.41999,5.323
3794,2020-01-01,0.0,78,3.43,37.20487,22000000.0,0.08254,78.33,40.76273,45.84162,56.7,0.456,574.59518,25370000000.0,39212600257.0,1.07768,5.323
3795,1970-01-01,0.0,79,14.14,17.4403,11000000.0,2.97972,52.46,32.35165,11.16953,108.5,0.397,1763.11007,2786000000.0,5195770669.0,5.9459,8.626
3796,1971-01-01,0.0,79,14.14,17.4403,13000000.0,2.97972,52.46,31.88233,11.58647,107.5,0.397,1742.59536,2848000000.0,5195770669.0,5.9459,-0.68
3797,1972-01-01,0.0,79,14.14,17.4403,7000000.0,2.97972,52.46,38.22746,15.41669,107.0,0.397,1678.97946,2921000000.0,5195770669.0,5.9459,-0.3942
3798,1973-01-01,0.0,79,14.14,17.4403,1000000.0,2.97972,52.46,37.12438,4.38031,106.6,0.397,1555.1068,2773000000.0,5195770669.0,5.9459,-7.808
3799,1974-01-01,0.0,79,14.14,17.4403,5000000.0,2.97972,52.46,38.28378,8.15954,106.1,0.397,1693.345,3095000000.0,5195770669.0,5.9459,8.357
3800,1975-01-01,0.0,79,14.14,17.4403,5000000.0,2.97972,52.46,30.47137,17.4889,105.1,0.397,1559.63584,2930000000.0,5195770669.0,5.9459,-8.049
3801,1976-01-01,0.0,79,14.14,17.4403,10000000.0,2.97972,52.46,30.07857,21.50251,103.6,0.397,1643.79278,3200000000.0,5195770669.0,5.9459,6.039
3802,1977-01-01,0.0,79,14.14,17.4403,24000000.0,2.97972,52.46,25.9845,19.83055,102.0,0.397,1566.30733,3192000000.0,5195770669.0,5.9459,-3.115
3803,1978-01-01,0.0,79,15.200000000000001,17.4403,17000000.0,2.97972,52.46,26.44953,15.71719,100.1,0.397,1513.47516,3209000000.0,5195770669.0,5.9459,-2.35
3804,1979-01-01,0.0,79,16.26,17.4403,24000000.0,2.97972,52.46,26.30592,12.94303,98.1,0.397,1540.23569,3386000000.0,5195770669.0,5.9459,2.483
3805,1980-01-01,0.0,79,17.32,17.4403,21500000.0,2.97972,52.46,29.18941,18.37399,96.3,0.397,1546.20328,3546000000.0,5195770669.0,5.9459,1.758
3806,1981-01-01,0.0,79,18.380000000000003,17.4403,19000000.0,2.97972,52.46,35.72382,21.24638,94.4,0.397,1553.32242,3704000000.0,5195770669.0,5.9459,1.492
3807,1982-01-01,0.0,79,19.44,17.4403,16000000.0,2.97972,52.46,31.75879,23.90599,92.5,0.397,1473.18505,3648000000.0,5195770669.0,5.9459,-4.3
3808,1983-01-01,0.0,79,20.5,17.4403,8000000.0,2.97972,52.46,36.2555,18.44319,90.6,0.397,1484.4132,3843000000.0,5195770669.0,5.9459,2.394
3809,1984-01-01,0.0,79,21.560000000000002,17.4403,0.0,2.97972,52.46,36.13664,17.08181,88.5,0.397,1395.94442,3576000000.0,5195770669.0,5.9459,-9.502
3810,1985-01-01,0.0,79,22.62,17.4403,3000000.0,2.97972,52.46,47.48933,19.68572,86.3,0.397,1397.93276,3685000000.0,5195770669.0,5.9459,0.2657
3811,1986-01-01,0.0,79,23.68,17.4403,4250000.0,2.97972,52.46,44.51222,20.8085,84.1,0.397,1437.7072,3896000000.0,5195770669.0,5.03676,2.906
3812,1987-01-01,0.0,79,24.740000000000002,17.4403,5500000.0,2.97972,52.46,38.91269,19.78893,82.1,0.397,1425.99977,4015000000.0,5195770669.0,4.66959,0.3855
3813,1988-01-01,0.0,79,25.8,17.4403,6750000.0,2.97972,52.46,39.84741,19.55922,80.4,0.397,1412.4582,4161000000.0,5195770669.0,4.48975,0.9495
3814,1989-01-01,0.0,79,25.135833333333334,17.4403,8000000.0,2.97972,52.46,39.50174,12.98624,79.0,0.397,1441.50183,4312000000.0,5195770669.0,3.96114,0.9412
3815,1990-01-01,0.0,79,24.471666666666668,17.4403,16000000.0,2.97972,52.46,36.17997,13.95128,77.9,0.397,1379.4651,4261000000.0,5195770669.0,3.82793,-3.807
3816,1991-01-01,0.0,79,23.8075,17.4403,18000000.0,2.90277,52.46,27.54063,14.63385,77.2,0.402,1368.1071,4366000000.0,5478970640.0,3.60051,-0.2577
3817,1992-01-01,0.0,79,23.143333333333334,17.4403,17333333.333333332,2.65994,52.41,22.37196,14.44435,76.7,0.41,1358.14574,4396000000.0,5696296496.0,2.68907,-2.05
3818,1993-01-01,0.0,79,22.479166666666668,17.4403,16666666.666666666,2.58876,52.27,25.36093,10.01059,76.4,0.423,1401.36238,4583000000.0,6131649013.0,2.41242,1.396
3819,1994-01-01,0.0,79,21.815,17.4403,16000000.0,1.73194,52.26,34.69963,34.30772,76.3,0.435,1324.15091,4769000000.0,6062936728.0,2.24086,1.195
3820,1995-01-01,0.0,79,21.150833333333335,17.4403,2000000.0,3.17155,52.04,41.48646,14.23857,76.3,0.442,1417.65616,4994000000.0,6818947546.0,2.26015,1.812
3821,1996-01-01,0.0,79,20.486666666666668,17.4403,2000000.0,3.08736,51.94,39.16341,12.31539,76.3,0.451,1462.67663,5313000000.0,7716123480.0,2.62634,3.424
3822,1997-01-01,0.0,79,19.8225,17.4403,8000000.0,2.99813,52.0,33.39205,10.57884,76.3,0.45,1368.5272,5511000000.0,7511918664.0,2.96726,0.8325
3823,1998-01-01,0.0,79,19.158333333333335,17.4403,4000000.0,2.91755,51.95,24.45917,9.76231,76.3,0.459,1371.24085,5716000000.0,7844341602.0,1.86244,0.8093
3824,1999-01-01,0.0,79,18.49416666666667,17.4403,17500000.0,2.8369,51.86,22.56919,11.14075,76.2,0.464,1385.33208,5944000000.0,8268118912.0,2.27364,1.048
3825,2000-01-01,0.0,79,17.83,17.4403,31000000.0,2.76252,51.88,25.51712,11.2958,76.2,0.464,1296.32181,6239000000.0,8062494581.0,2.92801,1.988
3826,2001-01-01,0.0,79,17.16583333333333,18.49011,29000000.0,2.68758,51.34,25.537,12.50855,76.0,0.463,1251.60665,6510000000.0,7954577709.0,4.00238,1.367
3827,2002-01-01,0.0,79,16.501666666666665,19.64507,27000000.0,2.63699,50.8,24.77361,9.5438,75.9,0.467,1234.32503,6775000000.0,8621231272.0,2.73938,1.095
3828,2003-01-01,0.0,79,15.8375,20.81408,7000000.0,2.57308,50.29,19.12477,21.47533,75.7,0.472,1283.32436,7151000000.0,9358823794.0,3.99528,2.561
3829,2004-01-01,0.0,79,15.173333333333334,21.99727,7285714.285714285,2.42568,49.79,23.26926,35.25382,75.3,0.482,1306.52007,7517000000.0,10061624428.0,3.83812,2.187
3830,2005-01-01,0.0,79,14.509166666666667,23.19386,7571428.571428572,2.48575,49.31,26.75325,48.90534,74.7,0.486,1378.59527,7895000000.0,11199079618.0,3.05156,2.182
3831,2006-01-01,0.0,79,13.845,24.908,7857142.857142857,2.42828,48.85,42.3641,26.00066,74.0,0.496,1585.35622,8801000000.0,13089954032.0,2.69365,8.533
3832,2007-01-01,0.0,79,13.180833333333334,26.68855,8142857.142857143,2.37215,48.43,40.52316,28.14386,73.1,0.495,1510.16502,8891000000.0,13245639975.0,2.87649,-1.588
3833,2008-01-01,0.0,79,12.516666666666667,28.53779,8428571.42857143,2.31742,48.02,41.60285,33.01993,72.1,0.494,1462.3674,9202000000.0,13593241978.0,3.05933,0.9094
3834,2009-01-01,0.0,79,11.852500000000001,30.45546,8714285.714285715,2.24985,47.64,37.24575,26.43302,71.1,0.502,1421.8825,9091000000.0,13929125582.0,3.13532,-3.619
3835,2010-01-01,0.0,79,11.188333333333334,32.44483,9000000.0,2.19773,47.28,45.73935,32.25108,70.1,0.505,1417.04947,9550000000.0,14118200542.0,2.8440933333333334,2.563
3836,2011-01-01,0.0,79,10.524166666666668,34.50741,5000000.0,2.14658,46.92,50.18281,38.65357,69.2,0.509,1433.33568,9917000000.0,14841521503.0,2.5528666666666666,1.444
3837,2012-01-01,0.0,79,9.86,36.64463,11000000.0,2.09845,46.58,48.26136,49.16682,68.1,0.517,1453.81196,10600000000.0,15331799325.0,2.26164,4.464
3838,2013-01-01,0.0,79,9.956,38.85691,9500000.0,2.03402,46.54,45.5486,47.55744,67.2,0.525,1470.15338,11290000000.0,16624623434.0,2.12737,4.157
3839,2014-01-01,0.0,79,10.052,41.14197,8000000.0,1.97153,46.51,37.3892,41.79672,66.1,0.531,1488.77642,11290000000.0,16238197198.0,2.15591,4.328
3840,2015-01-01,0.0,79,10.148,43.49987,1000000.0,1.91098,46.49,30.19514,38.46148,65.1,0.536,1524.07175,11290000000.0,16498775891.0,2.10312,4.051
3841,2016-01-01,0.0,79,10.244,45.93043,35000000.0,1.85543,46.45,33.92514,31.27764,65.1,0.542,1499.83622,11290000000.0,19213092379.0,2.09079,3.819
3842,2017-01-01,0.0,79,10.34,48.43549,18000000.0,1.81365,46.42,34.50568,37.8988,65.1,0.54,1549.57631,11290000000.0,21566790209.0,2.04227,6.065
3843,2018-01-01,0.0,79,10.34,48.90937,1000000.0,1.74801,46.52,34.27624,43.81783,65.1,0.542,1575.31217,11290000000.0,23294699817.0,2.11248,3.04
3844,2019-01-01,0.0,79,10.34,49.37599,34000000.0,1.70952,46.54,39.18476,44.04717,65.1,0.546,1620.995,11290000000.0,24900662802.0,1.98066,8.082
3845,2020-01-01,0.0,79,10.34,49.83422,34000000.0,1.70952,46.54,39.77502,41.77608,65.1,0.546,1549.95724,11290000000.0,24727323278.0,2.47188,8.082
3846,1970-01-01,0.0,80,9.59,90.07934,0.0,0.22375,63.51,50.76531,30.80357,60.3,0.624,2350.07114,2345000000.0,5188935015.0,0.21947,-2.01
3847,1971-01-01,0.0,80,9.59,90.07934,0.0,0.22375,63.51,50.76531,30.80357,59.4,0.624,2350.07114,2465000000.0,5188935015.0,0.22394,3.462
3848,1972-01-01,0.0,80,9.59,90.07934,666666.6666666666,0.22375,63.51,50.76531,30.80357,58.7,0.624,2350.07114,2718000000.0,5188935015.0,0.20251,8.587
3849,1973-01-01,0.0,80,9.59,90.07934,1333333.3333333333,0.22375,63.51,50.76531,30.80357,57.4,0.624,2350.07114,3068000000.0,5188935015.0,0.18898,11.21
3850,1974-01-01,0.0,80,9.59,90.07934,2000000.0,0.22375,63.51,50.76531,30.80357,54.5,0.624,2350.07114,3402000000.0,5188935015.0,0.13993,9.246
3851,1975-01-01,0.0,80,9.59,90.07934,2200000.0,0.22375,63.51,50.76531,30.80357,49.6,0.624,2350.07114,3411000000.0,5188935015.0,0.19174,-1.273
3852,1976-01-01,0.0,80,9.59,90.07934,2400000.0,0.22375,63.51,50.76531,30.80357,44.1,0.624,2350.07114,3974000000.0,5188935015.0,0.18707,14.66
3853,1977-01-01,0.0,80,9.59,90.07934,2600000.0,0.22375,63.51,48.80559,29.95222,39.5,0.624,2463.52862,4232000000.0,5188935015.0,0.17273,4.764
3854,1978-01-01,0.0,80,9.59,90.07934,2800000.0,0.22375,63.51,43.22467,30.72867,36.3,0.624,2524.69134,4386000000.0,5188935015.0,0.17258,2.0
3855,1979-01-01,0.0,80,9.59,90.07934,3000000.0,0.22375,63.51,42.67016,31.21728,34.0,0.624,2568.38091,4526000000.0,5188935015.0,0.20484,1.637
3856,1980-01-01,0.0,80,9.59,90.07934,2666666.6666666665,0.22375,63.51,51.16707,20.73129,32.3,0.624,2271.34958,4054000000.0,5188935015.0,0.48925,-11.66
3857,1981-01-01,0.0,80,9.59,90.07934,2333333.3333333335,0.22375,63.51,44.72524,25.25223,30.5,0.624,2369.58045,4276000000.0,5188935015.0,0.46675,4.206
3858,1982-01-01,0.0,80,9.59,90.07934,2000000.0,0.22375,63.51,47.15565,18.16631,28.3,0.624,2469.46538,4502000000.0,5188935015.0,0.26226,4.132
3859,1983-01-01,0.0,80,9.59,90.07934,1666666.6666666667,0.22375,63.51,46.64264,17.46455,25.7,0.624,2456.24954,4518000000.0,5188935015.0,0.26914,-0.6328
3860,1984-01-01,0.0,80,9.59,90.07934,1333333.3333333335,0.22375,63.51,48.66992,22.04039,23.9,0.624,2544.90105,4728000000.0,5188935015.0,0.25209,3.681
3861,1985-01-01,0.0,80,9.59,90.07934,1000000.0,0.22375,63.51,53.5263,23.46853,23.7,0.624,2699.72968,5053000000.0,5188935015.0,0.21964,5.969
3862,1986-01-01,0.0,80,9.59,90.07934,2200000.0,0.22375,63.51,60.50254,21.92893,24.4,0.624,2940.174,5550000000.0,5188935015.0,0.19797,8.933
3863,1987-01-01,0.0,80,9.59,90.07934,3400000.0,0.22375,63.51,64.56527,25.59244,24.4,0.624,3177.72437,6099000000.0,5188935015.0,0.19404,9.063
3864,1988-01-01,0.0,80,9.59,90.07934,4600000.0,0.22375,63.51,64.72475,31.01837,23.1,0.624,3370.25377,6505000000.0,5188935015.0,0.21964,5.825
3865,1989-01-01,0.0,80,9.59,90.07934,5800000.0,0.22375,63.51,64.20328,31.11739,21.3,0.624,3493.87774,6787000000.0,5188935015.0,0.29002,3.393
3866,1990-01-01,0.0,80,9.59,90.07934,7000000.0,0.22375,63.51,64.9569,30.21045,19.9,0.624,3718.39236,7273000000.0,5188935015.0,0.3461,5.998
3867,1991-01-01,0.0,80,9.59,90.07934,7333333.333333333,0.22015,63.57,62.30529,28.22176,18.8,0.63,3841.62607,7757000000.0,5662166617.0,0.36742,5.295
3868,1992-01-01,0.0,80,9.59,90.07934,7666666.666666667,0.21668,63.62,59.3046,29.06688,18.4,0.637,4038.3344,8162000000.0,6177091784.0,0.35442,3.708
3869,1993-01-01,0.0,80,9.59,90.07934,8000000.0,0.21373,63.68,58.24254,30.53955,18.4,0.643,4193.55295,8752000000.0,6629436677.0,0.33025,5.612
3870,1994-01-01,0.0,80,9.59,90.07934,15000000.0,0.21023,63.74,56.72276,31.77928,18.8,0.647,4306.28944,9186000000.0,6994652897.0,0.33315,3.422
3871,1995-01-01,0.0,80,9.59,90.07934,22000000.0,0.37392,63.77,58.65759,25.58049,19.4,0.653,4452.47833,9544000000.0,7464068158.0,0.33283,2.519
3872,1996-01-01,0.0,80,9.515,90.07934,29000000.0,0.37045,63.68,63.58557,24.67869,19.9,0.656,4653.43794,10060000000.0,7983397296.0,0.29339,4.2
3873,1997-01-01,0.0,80,9.44,90.07934,1000000.0,0.36513,63.59,61.46211,29.38878,19.8,0.661,4856.90566,10680000000.0,8637966611.0,0.23408,5.049
3874,1998-01-01,0.0,80,9.365,90.07934,1857142.8571428573,0.36022,63.54,65.68374,25.77861,19.0,0.667,5097.93054,11330000000.0,9245593060.0,0.20281,5.099
3875,1999-01-01,0.0,80,9.290000000000001,90.07934,2714285.7142857146,0.35501,63.52,63.80266,26.70459,17.8,0.672,5164.95552,11940000000.0,9648715822.0,0.20814,4.427
3876,2000-01-01,0.0,80,9.215,90.07934,3571428.5714285714,0.35152,63.52,61.09421,25.9818,16.4,0.678,5533.97692,12270000000.0,10676157542.0,0.20072,1.732
3877,2001-01-01,0.0,80,9.14,90.4884,4428571.428571429,0.31028,63.52,67.98702,20.73081,15.1,0.687,5674.22244,13160000000.0,11349047526.0,0.19458,6.159
3878,2002-01-01,0.0,80,8.2,90.89882,5285714.285714285,0.38645,63.5,61.60835,22.05192,14.2,0.692,5725.96625,13630000000.0,11712470021.0,0.19627,2.502
3879,2003-01-01,0.0,80,5.9,91.31067,6142857.142857143,0.38104,63.42,56.00726,23.67925,13.8,0.701,6021.52176,14600000000.0,12537795999.0,0.1871,6.017
3880,2004-01-01,0.0,80,8.34,91.72393,7000000.0,0.37492000000000003,63.26,53.32313,24.39287,13.7,0.708,6242.98185,15310000000.0,13473040487.0,0.16622,3.838
3881,2005-01-01,0.0,80,9.52,92.13864,9100000.0,0.3688,63.76,59.02448,22.66804,13.8,0.717,6316.44296,15790000000.0,14152520082.0,0.16777,2.247
3882,2006-01-01,0.0,80,9.04,92.55475,11200000.0,0.36941,63.6,58.44394,21.02424,14.0,0.724,6592.95073,16510000000.0,15421531013.0,0.16065,3.726
3883,2007-01-01,0.0,80,8.48,92.97231,13300000.0,0.37002,62.74,55.8675,25.98517,14.1,0.731,6938.84969,17430000000.0,17078312585.0,0.14273,4.857
3884,2008-01-01,0.0,80,7.17,93.39128,15400000.0,0.3654,62.75,51.07052,25.34599,13.9,0.738,7286.24591,18450000000.0,18164830362.0,0.15595,5.185
3885,2009-01-01,0.0,80,7.26,93.8117,17500000.0,0.36073,62.8,47.67717,23.76575,13.6,0.745,7507.82797,18990000000.0,18696525735.0,0.16778,2.29
3886,2010-01-01,0.0,80,7.65,94.23357,19600000.0,0.35289,63.64,51.23767,27.10508,13.3,0.751,7817.84112,19800000000.0,19451212765.0,0.14869,3.649
3887,2011-01-01,0.0,80,7.45,94.65687,21700000.0,0.44343,63.1,52.44415,23.94669,13.1,0.76,8123.59698,20580000000.0,20460710910.0,0.15204,3.376
3888,2012-01-01,0.0,80,7.47,95.08161,23800000.0,0.43755,63.44,53.79217,24.38057,12.8,0.771,8384.32379,21260000000.0,22061568419.0,0.14279,2.742
3889,2013-01-01,0.0,80,7.32,95.50782,25900000.0,0.42653,64.86,48.41741,22.03213,12.6,0.779,8646.99224,21920000000.0,24215781881.0,0.19127,2.553
3890,2014-01-01,0.0,80,7.47,95.50695,28000000.0,0.42158,65.43,48.8461,19.67571,12.2,0.789,8954.55747,21920000000.0,25119627940.0,0.15421,3.184
3891,2015-01-01,0.0,80,7.41,95.50608,27000000.0,0.42419,66.24,47.86225,18.09106,11.8,0.789,9260.4473,21920000000.0,26339259783.0,0.14614,3.493
3892,2016-01-01,0.0,80,6.81,95.50538,26000000.0,0.42692,65.81,44.25034,17.90093,11.8,0.794,9609.25098,21920000000.0,28287860058.0,0.17987,3.742
3893,2017-01-01,0.0,80,6.75,95.50484,19000000.0,0.49694,66.34,42.45179,18.27511,11.8,0.797,9966.76967,21920000000.0,29764244948.0,0.17104,3.635
3894,2018-01-01,0.0,80,6.43,95.50484,19000000.0,0.49922,66.2,40.96344,19.40485,11.8,0.801,10335.84858,21920000000.0,32219130704.0,0.16249,3.543
3895,2019-01-01,0.0,80,6.33,95.50484,19000000.0,0.49204,66.17,38.47034,19.79914,11.8,0.804,10643.77108,21920000000.0,33911899321.0,0.15594,3.616
3896,2020-01-01,0.0,80,6.33,95.50484,19000000.0,0.49204,66.17,30.00405,18.20397,11.8,0.804,9058.20709,21920000000.0,28322127232.0,0.15956,3.616
3897,1970-01-01,0.0,81,3.4,96.80332,25000000.0,1.83359,64.64,45.55753,17.50782,43.5,0.643,1747.86479,43500000000.0,118000000000.0,5.16527,3.679
3898,1971-01-01,0.0,81,3.4,96.80332,195000000.0,1.83359,64.64,40.46314,20.74875,41.7,0.643,1878.34988,46760000000.0,118000000000.0,5.37244,4.874
3899,1972-01-01,0.0,81,3.4,96.80332,112000000.0,1.83359,64.64,36.01266,21.52602,39.8,0.643,2007.18845,50320000000.0,118000000000.0,4.9789,4.998
3900,1973-01-01,0.0,81,3.4,96.80332,205000000.0,1.83359,64.64,41.48374,23.63937,38.0,0.643,2190.14938,57650000000.0,118000000000.0,3.87224,11.81
3901,1974-01-01,0.0,81,3.4,96.80332,50000000.0,1.83359,64.64,48.31131,28.48893,36.1,0.643,2316.6918,62000000000.0,118000000000.0,4.18234,5.011
3902,1975-01-01,0.0,81,3.4,96.80332,85000000.0,1.83359,64.64,45.54899,23.37901,34.2,0.643,2279.35875,62530000000.0,118000000000.0,4.72416,-1.481
3903,1976-01-01,0.0,81,3.4,96.80332,394000000.0,1.83359,64.64,51.82126,21.8444,32.4,0.643,2480.42309,70320000000.0,118000000000.0,3.98077,9.889
3904,1977-01-01,0.0,81,3.4,96.80332,146000000.0,1.83359,64.64,50.14224,23.84663,30.5,0.643,2605.52327,76050000000.0,118000000000.0,4.85467,5.695
3905,1978-01-01,0.0,81,3.4,96.80332,72000000.0,1.83359,64.64,49.05506,26.66948,28.8,0.643,2708.47752,82730000000.0,118000000000.0,3.71113,6.323
3906,1979-01-01,0.0,81,3.4,96.80332,310000000.0,1.83359,64.64,56.01413,28.91392,27.0,0.643,2887.49912,89510000000.0,118000000000.0,3.67052,5.687
3907,1980-01-01,0.0,81,3.4,96.80332,127000000.0,1.83359,64.64,57.54483,30.42133,25.4,0.643,3026.37217,97000000000.0,118000000000.0,4.23013,5.793
3908,1981-01-01,0.0,81,3.4,96.80332,56000000.0,1.83359,64.64,52.33888,34.9869,23.8,0.643,3159.53542,104000000000.0,118000000000.0,5.78515,4.564
3909,1982-01-01,0.0,81,3.4,96.80332,26000000.0,1.83359,64.64,50.87302,37.3137,22.4,0.643,3269.32469,110000000000.0,118000000000.0,5.36762,3.406
3910,1983-01-01,0.0,81,3.8,96.80332,271000000.0,1.83359,64.64,51.52745,37.57027,21.0,0.643,3392.10751,117000000000.0,118000000000.0,4.42337,3.586
3911,1984-01-01,0.0,81,5.84,96.80332,546000000.0,1.83359,64.64,54.26901,33.56003,19.7,0.643,3565.6801,127000000000.0,118000000000.0,3.75236,5.171
3912,1985-01-01,0.0,81,6.92,96.80332,410000000.0,1.83359,64.64,54.90771,27.581,18.6,0.643,3437.12776,126000000000.0,118000000000.0,3.45166,-3.499
3913,1986-01-01,0.0,81,8.29,96.80332,146000000.0,1.83359,64.64,56.29662,25.98542,17.5,0.643,3383.29213,128000000000.0,118000000000.0,3.22373,-1.252
3914,1987-01-01,0.0,81,7.33,96.80332,5000000.0,1.83359,64.64,62.89449,23.08195,16.6,0.643,3455.92823,135000000000.0,118000000000.0,4.1475,2.776
3915,1988-01-01,0.0,81,7.26,96.80332,14000000.0,1.83359,64.64,66.4155,26.36137,15.7,0.643,3687.66605,148000000000.0,118000000000.0,2.42611,6.245
3916,1989-01-01,0.0,81,5.73,96.80332,38000000.0,1.83359,64.64,71.37685,29.87086,15.0,0.643,3905.54721,163000000000.0,118000000000.0,2.6237,6.871
3917,1990-01-01,0.0,81,4.5,96.80332,36000000.0,1.83359,64.64,74.46612,32.36033,14.3,0.643,4139.11079,179000000000.0,118000000000.0,2.5554,7.131
3918,1991-01-01,0.0,81,4.105,96.80332,34000000.0,1.75413,64.51,77.82555,37.79047,13.6,0.651,4414.21368,197000000000.0,132000000000.0,3.19928,7.081
3919,1992-01-01,0.0,81,3.71,96.80332,13000000.0,1.67098,64.41,75.98386,35.36255,13.0,0.66,4684.32565,215000000000.0,147000000000.0,2.98642,6.43
3920,1993-01-01,0.0,81,4.11,96.80332,13000000.0,1.44454,64.28,78.92029,39.18371,12.4,0.667,5020.43077,237000000000.0,166000000000.0,2.87525,7.384
3921,1994-01-01,0.0,81,3.63,96.80332,308000000.0,1.4213,64.16,89.15078,41.20208,11.9,0.675,5347.7168,260000000000.0,185000000000.0,2.84712,6.75
3922,1995-01-01,0.0,81,3.15,96.80332,848000000.0,1.70563,64.0,94.08917,43.6399,11.5,0.682,5727.11506,286000000000.0,208000000000.0,2.75135,7.416
3923,1996-01-01,0.0,81,2.52,96.80332,33000000.0,1.61396,63.85,91.57615,41.4792,11.1,0.694,6141.1105,316000000000.0,233000000000.0,2.40056,7.624
3924,1997-01-01,0.0,81,2.45,96.80332,563000000.0,1.48193,63.77,93.28945,42.97308,10.7,0.704,6424.17308,340000000000.0,253000000000.0,2.08556,5.061
3925,1998-01-01,0.0,81,3.2,96.80332,39000000.0,1.44667,64.1,115.74373,26.67498,10.1,0.708,5802.87831,316000000000.0,236000000000.0,1.60534,-9.29
